-3.15057 11.9023 | 2.54022 4.93406 | 4817.54 -2915.22
9.3393 59.4546 | -0.666764 -0.706307 | -3240.09 -1297.17
9.82047 59.3493 | 0.617966 -3.6912 | 5065.72 -6203.17
10.2975 59.2039 | 2.00881 0.260183 | 18825.9 4723.7
10.7809 59.0437 | 2.93047 4.00043 | -14063 4809.67
11.2474 58.8628 | 1.54061 1.89393 | -3473.08 -2239.52
11.6957 58.6487 | 1.09191 1.21063 | -2263.29 -1093.72
12.1252 58.4042 | 1.41409 2.06922 | -9313.18 3380.19
12.5374 58.1418 | 3.0455 5.06252 | 9681.75 -6165.16
12.9535 57.8732 | 3.87658 1.08439 | 947.217 5502.62
13.3789 57.6202 | 1.72674 -1.82161 | 1768.45 1823.27
13.8138 57.3831 | -0.936739 1.00528 | -1543.26 -4122.28
14.2522 57.1533 | -1.32267 0.0732366 | -8907.93 7228.5
14.6924 56.9393 | 0.741098 -1.16084 | 16052.5 -9646.04
15.1478 56.7301 | 2.1335 -0.834331 | 489.316 2187.12
15.6098 56.5328 | -0.464668 -1.04955 | -6879.46 -5054.07
16.0721 56.3434 | -1.80963 3.97351 | 3776.87 3996.88
16.5456 56.182 | -0.21299 2.79005 | -3938.72 3238.72
17.0262 56.0522 | 2.64435 -1.74211 | 5617.06 -7628.73
17.5164 55.9467 | 2.44581 -0.940237 | -5889.51 8178.35
18.0089 55.8847 | 0.418715 -0.746094 | -8003.63 -2399.67
18.4999 55.8545 | -0.106321 2.82222 | 14385 -4513.95
19.0004 55.8542 | 0.40235 3.23015 | -4986.84 6402.53
19.4969 55.8977 | 0.863683 1.9771 | -4690.86 1981.7
19.9878 55.971 | -0.630435 -0.623769 | 11243.2 -7994.59
20.4845 56.0507 | -3.25266 -1.1448 | 3555.47 -1486
20.9812 56.1498 | -4.26378 -1.10641 | -476.52 7308.83
21.4687 56.2885 | -3.46272 -1.71833 | -6293.38 -3464.12
21.9404 56.4591 | -2.77673 1.493 | -4765.39 -4640.84
22.3948 56.6612 | 0.141185 2.66951 | 3411.73 11849.5
22.834 56.9069 | 0.10846 3.20569 | 7622.33 1417.39
23.2683 57.1717 | -2.89199 2.69713 | 2964.82 -12214.4
23.6983 57.4375 | -2.81921 3.5273 | -15805.9 4540.97
24.1018 57.7277 | 2.26542 4.01711 | -5471.65 -2950.32
24.4914 58.0289 | 3.77511 3.13589 | 10707.9 -4563.25
24.8879 58.3286 | 1.62608 4.38462 | 10917.5 7826.71
25.284 58.6439 | -0.641501 4.1509 | -8419.9 5895.92
25.6576 58.9839 | -0.648184 2.5737 | -1251.57 -7970.56
26.0161 59.3337 | -0.0462028 1.47934 | -2586.88 3976.53
26.3595 59.6999 | 0.869253 0.688805 | 6162.59 7465.15
26.7013 60.0766 | 1.40836 3.03993 | 225.593 -2877.46
27.0477 60.4478 | 0.764093 0.899822 | -10980.4 -219.864
27.4004 60.8057 | -3.96978 4.5315 | 8939.42 -6981.76
27.7888 61.1265 | -1.41123 3.40629 | 6095.86 8150.9
28.21 61.4155 | 0.210533 -0.21046 | 109.009 -55.8797
28.6594 61.6604 | 1.09943 0.713996 | 3802.8 -6922.59
29.1361 61.8482 | 0.958562 0.459278 | -367.232 1544.09
29.6279 61.9898 | -0.167881 -0.0119572 | -7596.27 1558.26
30.1241 62.0867 | -0.223163 -0.170676 | -9527.56 -6283.61
30.6196 62.126 | -1.25601 -1.2022 | -2132.75 -1491.07
31.1139 62.1151 | 0.99507 -3.42102 | 6259.74 3288.55


-62.7059 -55.7798 | 1.64051 -3.5981 | 627.92 -4832.13
-62.416 -56.1918 | 5.92808 -1.7459 | 1569.7 6090.81
-62.1147 -56.5926 | 1.53515 0.278922 | 6032.3 -145.733
-61.8038 -56.9887 | -1.39543 -0.282419 | -8871.77 -8486.25
-61.5037 -57.3933 | 0.203322 -3.57057 | -5574.14 4042.21
-61.1994 -57.7871 | 1.68517 0.489072 | -4194.62 16257.3
-60.8699 -58.1465 | -1.00237 2.70653 | 13428.8 -4385.08
-60.5068 -58.4825 | 1.80845 -0.757039 | -8758.39 -11471.9
-60.136 -58.8115 | -0.232079 1.20648 | -1151.84 15136.6
-59.7467 -59.1081 | -3.71394 1.20083 | 3845.81 -5986.45
-59.3453 -59.393 | 0.0223739 3.12185 | -7495.87 -6972.48
-58.9431 -59.6727 | 4.72629 -0.555042 | -10050.3 13222.9
-58.5311 -59.921 | 3.35174 -6.28238 | 11808.2 -16378.5
-58.0933 -60.147 | -2.28761 0.125543 | 12292.6 2533.72
-57.6244 -60.3187 | -4.27318 0.859369 | -15697.9 149.9
-57.1468 -60.4287 | -0.74805 -2.18508 | 4819.01 13065.9
-56.6577 -60.4636 | -0.320006 -3.55386 | -7998.38 -11864.3
-56.1718 -60.4697 | -2.50318 2.87446 | 1017.25 1057.42
-55.6851 -60.4487 | 0.000260019 -0.475311 | 6850.23 -2286.43
-55.1927 -60.4095 | 1.63957 -3.32959 | 18343.3 -2993.18
-54.6888 -60.3514 | -1.03622 1.18665 | -9.44353 8493.86
-54.1893 -60.2575 | -0.620864 -0.532816 | -15888.1 99.2383
-53.7051 -60.1431 | -2.88519 0.412576 | -3958.76 -6691.96
-53.2249 -60.0328 | -1.58142 -0.285066 | 6337.39 1463.12
-52.7401 -59.928 | 1.96207 -7.26143 | -4106.02 3797.81
-52.2544 -59.8332 | 2.39294 2.89777 | 7230.9 -5914.7
-51.7601 -59.7684 | -0.0541176 2.28874 | -1650.56 1795.19
-51.2641 -59.7272 | 3.98308 -2.52055 | -7446.6 -539.392
-50.7714 -59.7099 | 2.71148 1.88747 | 5715.38 -4421.85
-50.2759 -59.7149 | 0.00749454 4.47748 | -5750.64 8697.11
-49.7839 -59.7214 | -0.202809 2.40865 | -1589.22 -1407.92
-49.2923 -59.7428 | 0.877789 0.424659 | 15263.4 -3250.99
-48.7929 -59.7859 | 3.85507 -3.37282 | -11805.5 4062.01
-48.3015 -59.8459 | 2.60952 -0.697345 | 5196.94 -5845.27
-47.8109 -59.9304 | 3.00067 2.44091 | -3463.03 4764.16
-47.3238 -60.0242 | 2.23528 -1.19585 | 7875.64 2329.27
-46.8346 -60.1297 | -3.68385 -5.72952 | -4467.2 1821.03
-46.3535 -60.2609 | 0.735942 -0.00508481 | 3474.33 -8249.52
-45.8815 -60.4363 | 1.36623 1.77345 | 12213.1 -1414.94
-45.4158 -60.6474 | 0.260577 1.44583 | -12072.6 -4644.24
-44.9734 -60.8924 | 0.0520774 -0.699837 | -1936.41 17957.1
-44.5421 -61.1426 | -1.9004 4.39367 | 5396 -10863.4
-44.1261 -61.4277 | 2.57098 3.66009 | -3656.99 -5162.04
-43.7339 -61.7453 | 2.82319 -0.0204 | 2088.91 14309
-43.3575 -62.0738 | 0.270396 -1.47952 | -8951.12 -15536.5
-43.0121 -62.4362 | 2.73392 -1.35684 | -288.631 15325
-42.674 -62.7959 | -6.86117 -4.51158 | 6233.97 -214.892
-42.3354 -63.1587 | -1.41503 0.29853 | 381.02 -9959.76
-42.0066 -63.537 | 1.10527 2.20598 | -5011.74 5335.65
-41.6863 -63.9175 | -3.15004 0.561232 | 6568.53 1774.73
-41.3625 -64.2966 | 0.560895 -1.33174 | -6735.06 -6079.23
-41.0461 -64.6817 | 4.81539 3.41794 | 3922.43 12856.2
-40.722 -65.055 | 3.90015 2.9964 | 5354.24 -7982.01
-40.4011 -65.4385 | 0.157971 0.278762 | -14743.6 -10898.2
-40.1003 -65.8402 | -4.355 0.990202 | 17334 1501.04
-39.7736 -66.2297 | -3.75556 -0.815028 | 2144.61 5417.6
-39.4286 -66.6016 | 1.14921 1.86544 | -9446.79 -2553.78
-39.0833 -66.9688 | -4.42636 3.41673 | 3542.99 -830.143
-38.7263 -67.3253 | -3.86879 2.89599 | -12178.4 5268.02
-38.3604 -67.6624 | -1.60767 1.56007 | 14743.8 -1382.58
-37.9605 -67.972 | -4.59773 -0.050475 | 9134.02 -6457.76
-37.5362 -68.2601 | -0.236536 -0.509927 | -18512.9 3714.28
-37.1087 -68.5245 | 2.42247 1.57691 | 5966.66 -5879.32
-36.66 -68.7551 | 2.30575 -0.124941 | -1336.98 27679.2
-36.1923 -68.9199 | -0.0810833 2.78813 | -17003.5 -23917.4
-35.7316 -69.0866 | 0.222441 5.31066 | 7164.22 4777.56
-35.2558 -69.2195 | -1.62577 5.17727 | 13589.8 1035.78
-34.7601 -69.3078 | 0.657567 3.36237 | 233.011 -7198.75
-34.2573 -69.3547 | 0.896152 0.00987159 | -5359.18 9350.46
-33.7563 -69.3359 | 3.62061 -1.46932 | 4475.89 -4063.7
-33.2583 -69.2632 | 2.60607 -0.758178 | -1569.28 2981.28
-32.7741 -69.131 | -2.33224 -3.2977 | -8304.46 -1241.5
-32.3129 -68.9465 | -4.2887 0.43481 | 3428.01 6492.08
-31.8679 -68.7185 | -1.08478 -0.745772 | 1389.77 -7010.56
-31.4329 -68.4767 | -2.63161 -4.87383 | -12653.5 -5499.34
-31.0136 -68.2266 | -0.894031 -1.39354 | -3927.8 3649.49
-30.5978 -67.9715 | 3.39026 1.77706 | 24630.8 -819.246
-30.158 -67.7304 | -0.481576 4.57489 | -6275.14 2550.62
-29.7193 -67.491 | 3.17486 0.705316 | -9976.71 -4494.1
-29.2871 -67.2537 | 5.86607 1.85723 | 5405.46 12800
-28.8503 -67.0135 | -0.692175 -0.488286 | -4618.73 -14454.1
-28.402 -66.8069 | -1.89515 4.34749 | 7335.83 10314
-27.9356 -66.6202 | 0.644255 -0.919977 | 23605.4 -1851.88
-27.4423 -66.4682 | -0.172693 2.41366 | -22580.2 4057.72
-26.9553 -66.3403 | 0.89696 2.1059 | -7366.25 -7106.27
-26.4667 -66.2563 | -0.301265 1.03143 | 7478.78 -4088.94
-25.9709 -66.2142 | -0.226838 -0.602954 | -17978.3 8945.65
-25.4835 -66.1925 | -2.90851 -0.438234 | 15100.8 -5564.25
-24.9867 -66.2067 | -0.884506 -2.60553 | 3364.77 3516.7
-24.487 -66.2479 | -2.36747 -2.75116 | 4366.84 -7897.31
-23.987 -66.3209 | 0.301015 5.50727 | 2173.75 14513.4
-23.4892 -66.4007 | 2.15679 -1.43473 | -16397 -4802.72
-23.0098 -66.5184 | -2.83504 2.39554 | 2951.41 1368.83
-22.5428 -66.6759 | -0.293464 -1.11625 | -3009.61 5198.47
-22.0963 -66.8776 | 3.17659 -0.483221 | 1281.83 -16988.7
-21.676 -67.1403 | 2.25887 0.457189 | 2278.56 12133.7
-21.2695 -67.4205 | 0.877804 -0.367423 | -1269.59 -3126.59
-20.8763 -67.719 | -2.64438 -0.279955 | -431.254 2129.94
-20.4902 -68.023 | 0.634389 -0.599032 | -5757.49 8298.16
-20.1093 -68.3226 | -3.09797 -5.0425 | 12269 -12023.1


29.0708 13.2247 | 2.73413 2.57985 | 4232.41 -1654.87
29.5542 13.3644 | 2.31765 2.66454 | -3482.97 4752.81
30.0405 13.4871 | 2.10494 0.688019 | -199.207 -4908.88
30.5325 13.5791 | 0.989002 -1.72602 | -368.246 332.88
31.0288 13.6454 | 0.569603 -0.532119 | 4552.24 4583.02
31.5309 13.6901 | 0.473113 1.61341 | 376.036 -4079.29
32.0347 13.7004 | 0.321967 3.00617 | -6944.85 796.622
32.5335 13.6802 | 0.572511 2.83375 | 799.031 3762.27
33.0296 13.6306 | 0.344261 0.95665 | -1902.32 -5076.44
33.519 13.5387 | -0.226327 -1.1265 | 1889.4 -1692.32
34.0024 13.4134 | -2.78507 -2.13235 | 2046.57 4953.34
34.4808 13.2698 | -3.38997 -1.89238 | -5782.94 511.194
34.9481 13.104 | -1.21778 -1.51579 | 3016.63 170.409
35.408 12.9152 | -1.52043 -3.75816 | 94.428 791.627
35.8566 12.7014 | -2.59664 -3.17423 | -1942.59 -1309.74
36.2901 12.4585 | -2.03001 -0.851845 | 3501.73 -2794.1
36.7121 12.1892 | -1.38762 -1.15539 | 6101.73 -2832.49
37.1264 11.8994 | -0.305918 -1.84459 | 28.3944 417.539
37.5294 11.5949 | -0.149083 0.685774 | -9517.83 3932.72
37.9155 11.2808 | -1.68666 2.82949 | -3867.36 2200
38.2948 10.964 | -5.08583 0.550391 | 7520.85 924.071
38.6816 10.6514 | -3.16105 -0.970646 | 788.494 -2075.3
39.0701 10.3385 | 1.83733 -0.388679 | -6092.21 -3195.61
39.4558 10.0247 | 2.16327 -2.24736 | -153.117 2097.25
39.8537 9.72603 | 2.37896 -2.74149 | 12157.5 -4175.98
40.2782 9.45063 | 2.87961 -0.92535 | 997.423 -5240.16
40.7229 9.20429 | 2.04065 -0.110656 | -6966.45 13581.9
41.184 9.01033 | 0.114348 -1.4214 | -2323.61 513.985
41.6564 8.85288 | -1.39116 -1.80604 | 470.339 -7990.26
42.137 8.71625 | -0.201519 -0.245255 | 4205.35 5053.88
42.6277 8.61404 | 0.650309 0.337901 | -6169.93 -1125.8
43.1187 8.53733 | 0.297825 -2.38052 | -6664.43 -4303.32
43.6086 8.4834 | 0.614041 -2.77292 | 7836.68 4553.06
44.1057 8.46806 | -0.563464 -0.799757 | 2074.49 -1518.39
44.6041 8.48581 | -0.506225 -0.795898 | -6553.75 -3634.78
45.0952 8.5353 | 0.0266801 0.0402783 | -6038.66 2719.42
45.5757 8.62611 | 0.327697 -0.565765 | 1211.27 -1679.33
46.049 8.75107 | 0.957933 -0.616087 | 5948.24 2496.39
46.5177 8.90732 | -0.326424 1.14062 | -628.737 -1161.53
46.9787 9.08472 | 0.09932 -0.0151116 | 342.776 -3292.31
47.4334 9.27633 | 0.435693 -0.563979 | 530.051 2500.97
47.8799 9.4865 | -0.179151 -1.06302 | -7323.77 -200.001
48.3157 9.70845 | 0.491043 -0.981654 | 2910.67 -5945.84
48.7522 9.9274 | 0.0760672 -0.359133 | 847.594 208.406
49.1872 10.1515 | -1.17853 0.267046 | 808.01 6957.38
49.6185 10.3892 | -1.57978 1.87303 | 2915.73 731.31
50.0527 10.6263 | -2.27816 2.25879 | -3440.6 -722.177
50.4919 10.8498 | -1.9971 1.66798 | 2411.36 -1396.49
50.9445 11.0467 | -1.83596 0.530783 | 1768.98 -3369.45
51.4103 11.212 | -1.86728 0.632471 | -1732.41 5135.55
51.8837 11.3571 | -1.38211 1.60955 | 5613.42 1146.13
52.3686 11.4749 | -2.75689 1.2304 | -123.381 -3515.65
52.8604 11.5587 | -3.59577 -0.458764 | -916.947 2289.15
53.3547 11.6171 | -1.82958 -1.72468 | -7319.59 2430.55
53.8458 11.65 | -0.220034 -1.32114 | -4018.22 528.964
54.335 11.6473 | -0.154792 -0.620748 | 6375.12 961.183
54.8255 11.5993 | -1.53896 -1.27896 | -79.5298 -2860.08
55.3084 11.4956 | -1.31238 -2.09176 | 41.6183 -3284.3
55.7791 11.3409 | 0.22671 -2.49443 | 5121.44 1978.57
56.2418 11.1541 | 1.10203 -1.47704 | 1910.66 980.09
56.6953 10.9418 | 2.5894 0.340231 | 1701.08 -298.941
57.1378 10.7051 | 2.77708 0.425563 | -2459.72 236.934
57.5657 10.4439 | 2.53372 0.579814 | 3459.22 -3894.34
57.9828 10.1591 | 1.69319 1.01269 | 4962.99 -1060.7
58.3923 9.85782 | 0.0329698 -1.00792 | -2157.6 5211.08
58.7886 9.54365 | 1.00757 -1.50332 | -823.92 -3985.99
59.1658 9.20559 | 1.34052 -0.606971 | 998.772 -415.772
59.5226 8.84572 | -0.611059 -1.73392 | -2968.1 1210.81
59.854 8.46596 | -0.627208 -1.3804 | -6498.31 1048.22
60.1594 8.07 | -2.05995 -0.819093 | 2092.82 5573.6
60.4538 7.66891 | -0.931686 -0.5314 | 3075.28 -2479.7
60.7385 7.25899 | 1.9577 0.473496 | -6216.55 638.969
61.0064 6.84105 | -0.53208 -1.28484 | 502.547 3300.43
61.2695 6.42201 | -2.15069 -1.21865 | 2031.15 -4351.27
61.5346 6.00115 | -0.802637 -0.398462 | 749.857 4500.85
61.8053 5.58639 | -0.179352 -1.65686 | -3316.91 -751.928
62.077 5.17428 | -1.1111 -1.97123 | -3694.9 2382.64
62.3549 4.76928 | -0.949984 -0.486439 | 3675.53 -499.718
62.6517 4.37506 | -0.305086 -0.735454 | 5603.34 -6232.17
62.9695 3.98963 | 0.688954 0.148071 | -952.191 -66.2983
63.3023 3.61583 | 0.581866 -0.423471 | -353.082 -3853.97
63.6498 3.25319 | 0.450192 0.643579 | 2241.94 2956.53
64.0173 2.91154 | 0.470084 2.09505 | -6318.36 -424.949
64.3988 2.5903 | 0.691922 0.761792 | 196.13 -3153.72
64.8036 2.29864 | -0.221863 -1.49064 | 1672.79 10339.1
65.2381 2.05848 | -0.585266 -0.990146 | 2798.66 -1281.98
65.6927 1.85404 | -0.15702 -0.243785 | -218.778 -3711.88
66.1559 1.66841 | 1.70724 -0.513809 | -5658.28 4634.68
66.6198 1.49695 | 3.7614 0.456387 | 1654.18 -4943.58
67.084 1.32166 | 3.40216 2.12638 | 1424.75 648.993
67.5476 1.14189 | 2.30208 2.96468 | -593.608 -1900.92
68.008 0.952639 | 0.779271 2.27844 | 1407.3 -2593.96
68.4666 0.75565 | -0.543534 2.45364 | -4157.37 3535.21
68.9235 0.561034 | -0.253918 2.35149 | 3848.73 -4619.95
69.3851 0.368855 | -0.121473 2.66257 | 3755.32 2140.24
69.8553 0.192207 | 1.23451 2.46269 | 716.938 3493.69
70.3317 0.0322211 | 1.00457 -0.209188 | 1720.59 -3157.64
70.8106 -0.12407 | -1.4241 -0.598978 | -4995.86 4238.27
71.2858 -0.278154 | -2.17511 -0.0971988 | -2393.17 -151.903
71.755 -0.442887 | -4.01034 -5.48712 | 2593.73 -2216.74


37.057 -39.4864 | -2.41315 -1.263 | -2674.08 -2721.17
37.4542 -39.1889 | -2.27654 -0.762377 | -1615.27 1236.74
37.8501 -38.8899 | 0.396292 -1.48423 | 3286.93 681.863
38.2527 -38.5964 | 1.3761 -1.4108 | -1337.49 271.942
38.6623 -38.3135 | -0.439794 -1.64559 | 1897.06 -3466.93
39.0834 -38.0479 | -0.549819 -2.46396 | 666.189 3136.32
39.5125 -37.792 | -0.020719 -1.60139 | -709.507 3822.15
39.9491 -37.5468 | -1.25086 0.564261 | 2558.24 -1557.9
40.399 -37.3262 | -2.50301 1.2656 | -6988.37 -3030.17
40.8573 -37.1373 | -3.0332 0.0543878 | -1614.74 -4863.55
41.3262 -36.9833 | -3.3095 0.834544 | 7192.15 4364.18
41.8068 -36.8491 | -2.00748 0.996904 | 679.759 4448.16
42.2927 -36.7293 | -0.664502 0.637843 | -5050.53 -2223.02
42.7801 -36.6339 | 0.0641897 0.508466 | -3553.96 3805.17
43.2701 -36.5661 | 0.617144 -1.12835 | 4458.96 -2741.52
43.7676 -36.546 | 2.51159 -1.30593 | 8321.07 -6613.42
44.2703 -36.5812 | 2.46632 -0.697538 | -1742.61 3913.1
44.7685 -36.6532 | -0.187532 -1.24413 | -4654.35 -1826.16
45.2584 -36.7583 | -0.444842 0.860562 | 4716.64 -1676.49
45.7466 -36.8844 | -0.367245 2.48735 | 3318.1 4738.01
46.2353 -37.0163 | 0.0218679 2.11978 | -306.867 -2872.63
46.7214 -37.1594 | -1.31853 -0.889691 | -1932.21 1225.46
47.2046 -37.3079 | -1.9546 -0.83612 | 2900.4 3836.71
47.6879 -37.4599 | 0.736036 -1.18194 | 931.987 -4823.89
48.1668 -37.6297 | 2.50623 -3.15123 | -3594.06 -1861.09
48.6383 -37.815 | 3.8583 -1.37346 | 899.878 698.33
49.1078 -38.0048 | 3.6632 -1.66346 | -114.269 2621.01
49.5768 -38.1909 | 1.65692 -0.61392 | -7529.82 4405.12
50.0408 -38.3729 | 0.63724 -0.741258 | -3174.63 -7398.33
50.5021 -38.559 | 1.05052 -2.99769 | 3215.33 1994.02
50.972 -38.7264 | 2.31637 -1.91406 | 1750.8 4078.1
51.4524 -38.8619 | 3.3282 -1.17773 | 181.225 -897.034
51.9391 -38.9701 | 2.86649 -2.03336 | -9612.87 -827.489
52.4246 -39.0519 | 2.88008 -1.57162 | 348.497 -2965.46
52.9146 -39.1018 | 2.6235 -1.60487 | 7144.54 2935.2
53.4122 -39.1041 | 1.14714 0.250187 | 2251.43 3385.23
53.9108 -39.0584 | 1.14763 -0.963298 | 3679.58 -856.483
54.4079 -38.9786 | 0.834634 -0.139933 | -2390.27 -4093.02
54.8986 -38.874 | 1.87321 -0.374904 | -1220.9 329.465
55.3811 -38.7393 | 3.55507 -3.19184 | 1799.94 4558.21
55.8551 -38.5715 | 1.50569 -1.60763 | -876.73 -1569.92
56.3206 -38.3835 | -0.839194 0.367879 | 1211.83 -4987.63
56.78 -38.1829 | -2.36025 -1.27301 | -1138.63 -169.662
57.2275 -37.959 | -2.40466 -1.78275 | -608.716 3616.58
57.6577 -37.7028 | 0.558792 -1.39959 | -1035.89 -2315.44
58.069 -37.4199 | 1.71344 -0.985506 | -2304.7 1251.23
58.4594 -37.1099 | -0.956161 1.50671 | 99.112 1756.27
58.8346 -36.7796 | -1.38044 0.175977 | 4951.14 1042.16
59.2053 -36.4388 | 2.25743 -2.29479 | 4528.54 2664.25
59.5744 -36.0908 | 1.83411 -0.372018 | -2209.54 -2584.77
59.9375 -35.7399 | -1.78327 0.581607 | -4942.53 -2032.5
60.2923 -35.3863 | -1.22092 0.885451 | -1957.47 182.42
60.6445 -35.0332 | -1.00493 2.73862 | -262.513 -5844.97
61.0018 -34.6906 | 0.991019 2.03153 | -1941.22 -3496.7
61.3612 -34.3555 | 1.19929 2.01011 | -3879.73 -19.2374
61.7174 -34.0201 | -0.333621 0.648092 | 1240.28 3430.76
62.0745 -33.682 | -0.944219 -0.975139 | 2626.35 4372.48
62.4393 -33.3458 | -3.08339 -0.190047 | 1856.37 1699.51
62.8191 -33.0222 | -1.30649 -0.892809 | 4552.49 2611.5
63.2215 -32.7208 | 0.662311 0.9031 | 1830.23 -4951.65
63.646 -32.4532 | -0.515531 0.327063 | -6346.91 -1177.73
64.0817 -32.2124 | -1.39131 0.600927 | -43.3067 1110.07
64.5294 -31.9943 | -1.23155 0.631107 | 2332.05 3783.19
64.9908 -31.7982 | -1.12237 -4.14547 | 8164.07 -1962.44
65.4693 -31.6328 | -1.36673 -3.51657 | -1483.07 -2766.73
65.9547 -31.4922 | -1.52305 0.914185 | -3766.37 4809.4
66.441 -31.3597 | 1.32435 1.24481 | 3335.5 1419.03
66.9325 -31.2392 | 2.4909 0.679873 | -1129.92 -149
67.4277 -31.1391 | 1.90354 0.718162 | -3322.32 395.745
67.9252 -31.0694 | 1.46455 2.86999 | -3438.79 -4122.21
68.4243 -31.0456 | 0.203678 3.53309 | 5406.13 -5711.6
68.9275 -31.0682 | -1.30265 0.596793 | 5543.61 3278.07
69.4331 -31.1152 | -1.89015 -2.82346 | -4473.43 -637.231
69.9351 -31.1792 | -2.06597 -2.10434 | 4260.55 4228.83
70.4388 -31.2504 | -1.46317 0.877407 | 4645 -3834.79
70.9437 -31.3372 | -2.36018 -0.443512 | -4111.74 -3857.68
71.4442 -31.4362 | -2.29514 0.577883 | -177.186 9126.56
71.9439 -31.528 | -1.25089 -0.229159 | -5439.51 2567.83
72.4381 -31.6277 | -1.29298 -1.31333 | 4556.02 -12033.9
72.9296 -31.7584 | -0.452336 -1.21881 | 6095.74 6255.18
73.4203 -31.9005 | -0.571747 -1.00681 | -12914.9 -3092.52
73.8965 -32.0639 | -1.14539 0.386535 | -596.124 -5662.81
74.3686 -32.239 | -1.52816 0.470056 | 3493.29 9286.79
74.8477 -32.3934 | -2.36512 1.72724 | -4891.09 -3818.5
75.3293 -32.5315 | -2.2099 2.4054 | 1029.55 325.465
75.8187 -32.6396 | -1.89474 0.252713 | 699.564 4703.01
76.3158 -32.705 | -1.17483 -3.01943 | 2208.62 1125.85
76.8177 -32.7344 | 0.066129 -3.25476 | -1078.1 -4317.11
77.3201 -32.7395 | -1.77052 -0.916087 | -1110.66 -1191.99
77.8213 -32.7153 | -4.33784 -1.69637 | 3322.16 5871.35
78.3211 -32.652 | -4.64841 -3.52362 | -2327.04 -6585.41
78.8139 -32.5626 | -3.41152 -6.02848 | -9026.75 1752.63
79.292 -32.4364 | -3.96881 -3.04026 | -2321.31 2169.46
79.7586 -32.2764 | -4.10761 -2.05818 | 8198.09 -3807.92
80.2235 -32.0972 | -2.3693 -4.33261 | 7076.17 2658.48
80.6833 -31.8914 | -2.44795 -0.656879 | -5050.05 3357.67
81.1264 -31.655 | -1.40331 1.08133 | -1847.4 -5086.62
81.5562 -31.4 | -0.928332 2.07505 | 2909.65 4206.25
81.9755 -31.1227 | -3.86846 4.33979 | 530.798 1323.4
82.3854 -30.8296 | -4.49312 1.78924 | -2804.1 -3449.21


4.36118 18.9437 | 2.60875 -1.80496 | 15492.3 551.227
4.87387 18.9732 | 1.09597 -2.60063 | -10973.5 -3953.72
5.3792 18.9932 | -0.58135 -0.796302 | -1215.94 5911.89
5.88186 19.0229 | -0.266056 -1.0824 | -809.266 -4533.46
6.38263 19.058 | -2.23737 2.21195 | -3818.97 215.402
6.87906 19.1118 | -2.51369 3.54864 | 1659.4 6254.65
7.37275 19.1958 | -1.24559 2.36632 | -76.4775 -3557.23
7.864 19.297 | 0.142331 0.707761 | 7570.94 3825.96
8.35644 19.4177 | 4.31985 -0.726435 | -3657.54 -515.085
8.84453 19.5495 | 1.66109 -3.20417 | 3643.02 -6190.3
9.33255 19.6852 | -2.01773 -2.59604 | -303.806 3548.94
9.81344 19.843 | -1.55289 -0.346839 | -8810.01 -2779.63
10.2784 20.0262 | -3.18088 0.820043 | 1264.71 -2926.02
10.729 20.2404 | -0.780215 3.303 | 1336.16 6661.68
11.1581 20.4999 | -0.85231 4.78165 | -1459.85 -3085.32
11.5611 20.7958 | -2.09418 1.25187 | 1008.17 985.62
11.9354 21.128 | 3.1946 -1.96345 | -3951.82 -275.06
12.2762 21.4926 | 0.86582 -0.41288 | 3922.77 3992.69
12.5917 21.8831 | 0.558696 -1.91512 | -2323.23 -4557.1
12.8836 22.2865 | 1.78281 -3.66389 | -4228.27 -11516.4
13.1549 22.6951 | -0.980393 -2.2283 | 6411 8679.53
13.409 23.1219 | 1.53123 -0.470273 | -577.73 3944.69
13.6378 23.5661 | 1.21142 -1.15197 | -3317.69 -1641.82
13.8428 24.0203 | -1.07021 -1.41391 | 5842.17 -2364.8
14.0371 24.4793 | 4.01136 -0.649417 | -3807.36 2642.66
14.2114 24.9476 | 3.80762 -0.502492 | 2223.29 5068.66
14.3739 25.4246 | 2.10255 0.86422 | 5541.5 1038.79
14.5298 25.9051 | 1.33249 1.76521 | -10036.7 -7251.43
14.6639 26.3845 | -0.85713 0.702727 | -2174.87 -5884.08
14.7924 26.8599 | -2.89071 1.49354 | 6246.6 -2520.63
14.9347 27.3307 | -2.09425 -0.625247 | 5873.87 5317.44
15.0836 27.8043 | -2.34523 0.625769 | -11605.4 6439.99
15.2137 28.2857 | -6.84324 2.23936 | -1648.01 -5314.97
15.3488 28.7623 | -2.48909 -0.999658 | 15168.4 -3559.93
15.5147 29.2291 | -1.65975 0.777727 | -14979.5 2675.2
15.6752 29.6962 | -3.9298 0.934087 | 2341.29 1312.61
15.8524 30.1581 | -1.61297 -0.339965 | -26.3713 -4070.68
16.058 30.6059 | 0.436597 0.373323 | 5264.67 1388.27
16.2985 31.0391 | -1.80184 2.02325 | 1302 5868.09
16.5624 31.4624 | -1.38639 3.80034 | -7108.05 -7561.47
16.8389 31.8707 | -0.691207 3.47024 | 4618.24 3727.39
17.1324 32.2712 | -1.9919 2.76299 | -3260.31 9044.54
17.4368 32.6684 | 0.585998 1.20053 | -667.236 -5114.03
17.7667 33.0423 | -2.93099 0.244409 | 9011.94 -1978.35
18.1319 33.3865 | -3.36835 -0.389939 | 120.659 3786.55
