-76.1968 0.869383 | -0.52265 -4.55778 | 2524.34 3744
21.0549 23.9821 | 0.757182 -4.09794 | 4976.87 -7173.66
21.4736 23.7049 | 0.892532 -2.91993 | 4398.65 1361.18
21.9171 23.4636 | -0.0600129 -0.242163 | -1369.63 -973.024
22.3796 23.2646 | -1.30262 0.631408 | -7264.09 7772.7
22.8551 23.1209 | 0.147237 -0.56373 | -3566.34 -4206.32
23.3402 23.0232 | 0.335558 -3.04862 | 7209.22 -2013.63
23.8381 22.979 | -1.70935 -1.18761 | 4371.64 9649.24
24.3408 22.9993 | -1.2312 -3.49921 | -6244.62 -3306.16
24.8373 23.0552 | 1.59187 -1.63549 | 2357.79 -9648.81
25.3313 23.1294 | 0.968383 2.07327 | -3317.91 2546.13
25.8161 23.2425 | 1.50685 -2.16166 | 3073.8 4520.19
26.2899 23.4023 | 0.0205138 -2.47479 | -2857.06 -385.829
26.7478 23.5997 | -1.58923 1.6988 | 1780.29 -612.095


-81.1535 -51.6537 | -0.737786 2.14088 | -2484.51 -42.9899
-80.7258 -51.9084 | -1.93144 -3.13445 | 5750.3 9082.05
-80.2998 -52.165 | -3.61753 1.16634 | -6905.25 -9209.51
-79.8953 -52.45 | 1.4615 0.53853 | -9933.04 13907.9
-79.5119 -52.7472 | -2.07426 -2.26953 | 4234.38 -16014
-79.1396 -53.0714 | -6.49627 -0.423523 | 13248.9 921.468
-78.7566 -53.3935 | -2.25737 0.892245 | -9473.87 9902.41
-78.3747 -53.7057 | -3.38454 0.526953 | 5731.17 -10788.8
-77.9891 -54.0226 | -3.10094 -2.47764 | -5293.01 4020.97
-77.6005 -54.3302 | -1.66042 -0.295399 | 696.359 1107.77
-77.2003 -54.6219 | -1.28267 2.98772 | 7262.34 4903.81
-76.7852 -54.8949 | 0.636685 3.86261 | -8985.42 -6857.66
-76.3749 -55.1719 | -0.266202 1.46404 | 1086.47 -3052.69
-75.9583 -55.4448 | -2.0092 -0.619745 | 8112.18 -8689.66
-75.5204 -55.6991 | -1.68082 1.15643 | 7917.69 7476.9
-75.0535 -55.9009 | -0.866272 -1.80775 | -12400.8 5255.14
-74.5751 -56.0485 | 2.44589 -1.98663 | 1775.05 -2270.34
-74.082 -56.1493 | 2.32194 1.5612 | 20990.3 2887.14
-73.5669 -56.2033 | -0.00716209 -1.81029 | 2852.34 -3818.71
-73.0469 -56.2279 | -0.439039 2.86705 | -16946 -4231.05
-72.5382 -56.2243 | -0.089702 1.22022 | -6229.07 13058.7
-72.0374 -56.174 | -0.494143 0.95403 | 4156.09 -7255.53
-71.5371 -56.1091 | -0.189233 0.34489 | -815.48 -2472.31
-71.0393 -56.0319 | 1.54659 0.377561 | -3771.7 5113.1
-70.5469 -55.9353 | -0.461798 0.465276 | 3996.78 -7757.2
-70.0546 -55.8337 | 1.74481 1.5566 | -532.823 5321.55
-69.5693 -55.7102 | -2.02895 0.882084 | -22688.8 -1619.42
-69.1036 -55.5706 | -2.65811 -1.13052 | 8053.73 -8491.85
-68.635 -55.431 | -1.81882 0.215221 | 10799.7 13918
-68.162 -55.2701 | -1.28347 0.752882 | 2481.5 267.313
-67.6851 -55.1099 | -0.616614 3.9206 | -832.954 663.072
-67.2025 -54.9694 | -0.669074 0.670523 | -548.15 -9855.82
-66.7115 -54.8712 | -1.01548 0.680552 | -1291.54 6047.44
-66.2154 -54.8005 | 0.663606 2.91217 | 8370.29 -815.248
-65.7111 -54.7669 | 2.66858 -0.330553 | -11486.5 -7183.74
-65.213 -54.7747 | 2.32436 -3.52863 | -2850.35 6042.81
-64.7179 -54.8001 | 0.618002 0.0796478 | 5951.92 -1450.9
-64.2194 -54.8428 | 4.02209 3.41171 | 10173.8 13356.3
-63.7161 -54.8979 | 4.92073 -0.408193 | -5203.71 -15641.1
-63.2261 -55.015 | 3.6846 -0.651991 | -15832.8 677.646
-62.7606 -55.1792 | 3.24544 0.78423 | 7475.39 10284
-62.303 -55.3664 | -2.45445 -4.84345 | -1316.69 -5232.66
-61.8624 -55.5941 | -2.36899 0.572204 | 5300.53 -3241.27
-61.4373 -55.8589 | -2.32284 3.79163 | 3313.07 -1646.89
-61.0289 -56.1534 | -2.22493 0.593308 | -9338.31 -225.446
-60.6421 -56.4691 | -0.0290601 -1.75394 | 6801.98 5039.28
-60.2559 -56.7875 | -1.04564 1.12804 | 7622.55 -1792.06
-59.8714 -57.1142 | -2.26117 -0.766982 | -12489.6 2428.78
-59.509 -57.4565 | -5.80126 -1.06986 | 3654.74 -7284.23
-59.157 -57.815 | -3.56054 -2.33685 | -619.81 2459.16
-58.8064 -58.1725 | -1.99339 -2.54505 | 854.814 11449.1
-58.4497 -58.5174 | -3.06192 -0.482225 | 1142.28 -7755.34
-58.0958 -58.8708 | 0.476118 -0.652396 | 1202.37 -4850.13
-57.7476 -59.2331 | 2.64816 0.928676 | -2576.51 12783
-57.4055 -59.5926 | -0.682624 -0.878863 | -1684.2 -16064.1
-57.0772 -59.9705 | 3.26211 0.691372 | -7372.95 15541.5
-56.7511 -60.3373 | 0.43466 0.358677 | 6535.4 -1588.56
-56.4135 -60.6955 | -0.876919 -0.155651 | -7895.85 2707.95
-56.0734 -61.0464 | -0.708955 -2.23425 | 2587.23 -8717.54
-55.7184 -61.3927 | 1.76883 -0.185071 | 17717.8 -14151
-55.3272 -61.7215 | 0.0987645 -1.28712 | -3451.34 12556.5
-54.9069 -62.0022 | 0.80967 0.88157 | -9112.11 3425.93
-54.4684 -62.2394 | -4.58604 -0.279468 | 4061.4 -2221.98
-54.0095 -62.4371 | -3.61689 0.769792 | -9060.25 3562.97
-53.54 -62.5935 | 2.32652 1.11508 | 11378 -4216.87
-53.0524 -62.7154 | 2.94375 0.393416 | 3630.01 571.758
-52.5544 -62.8023 | -0.695344 2.83487 | -7577.93 -3436.91
-52.0563 -62.8586 | 0.864645 -0.252814 | 1357.76 5990.49
-51.5553 -62.8732 | 2.3572 0.94954 | 1562.91 -2545.6
-51.0543 -62.8585 | -0.127668 2.48907 | -8767.46 226.793
-50.5612 -62.8177 | -0.142952 3.18448 | -5981.66 -5956.34
-50.0738 -62.7577 | 0.322548 0.475923 | 15996.4 6214.18
-49.581 -62.6634 | 1.69648 -2.59776 | -3308.66 2946.32
-49.0935 -62.5396 | 2.36158 1.3211 | 12846.9 -4449.69
-48.6028 -62.4015 | 0.325754 1.89241 | -11787.6 8135.59
-48.1258 -62.2396 | 1.20797 0.401614 | -5214.59 -17215.2
-47.6542 -62.0831 | 2.47472 -1.11904 | 7771.53 12297.2
-47.1852 -61.9009 | -0.795787 -0.826351 | -1141.11 -987.274
-46.7232 -61.7028 | 2.61253 -0.487369 | -7919.57 -763.385
-46.2698 -61.4945 | 1.94426 -3.69493 | 13742.4 3892.97
-45.8081 -61.2851 | 0.261846 -5.07152 | -8823.81 -3967.05
-45.3468 -61.0855 | 2.05824 -4.56077 | 7940.19 4292.22
-44.876 -60.8982 | 1.23385 -0.191279 | -7749.07 -9419.13
-44.4031 -60.7372 | 2.18266 -3.19152 | -8970.8 4689.01
-43.9304 -60.5882 | -0.256489 -3.47244 | 19840.3 4638.32
-43.4406 -60.4612 | -0.171479 -1.53652 | -23276 -9573.68
-42.9565 -60.3727 | -1.7912 -2.29949 | 8399.81 1476.17
-42.4633 -60.3116 | 1.79082 3.26859 | 12158 9886.86
-41.9588 -60.2695 | 1.21579 1.66585 | -4407.39 -2143.9
-41.4545 -60.2728 | -3.8387 -1.98453 | 542.149 -8749.49
-40.9557 -60.3403 | 0.155931 -0.018776 | -11595.2 -125.773
-40.4736 -60.4555 | 3.64591 1.11083 | -3612.07 8228.36
-40.0001 -60.5953 | 1.00286 2.12767 | 27393.6 -6809.08
-39.5189 -60.7678 | -1.91199 -2.64204 | -11901.3 -655.305
-39.0574 -60.9749 | 1.35196 2.78804 | -8549.99 -162.295
-38.6157 -61.2085 | 3.08686 3.20579 | -358.007 3763.12
-38.1811 -61.4513 | 1.07997 3.1609 | 4001.76 -6034.44
-37.7451 -61.6997 | 0.318811 0.924984 | 7660.46 10415.3
-37.3 -61.9345 | -1.5239 0.301129 | -8131.21 -3194.26
-36.8645 -62.1798 | -1.99453 2.53953 | -39.2164 -2003.6


-96.4352 -14.3081 | -5.79388 -2.22479 | -7742.96 1249.75
-96.1289 -14.697 | -3.30498 -3.08507 | 7315.77 -1796.01
-95.7775 -15.0511 | -2.21966 -0.559845 | 2214.33 5387.33
-95.3857 -15.36 | -3.97346 2.77317 | 1712.3 -1532.54
-94.9673 -15.6367 | -0.129068 5.004 | 2796.23 -9468.24
-94.5323 -15.8966 | 0.584264 1.07026 | -2403.64 3138.15
-94.0839 -16.1284 | -0.917954 -2.87621 | -2499.53 2301.67
-93.6235 -16.3295 | -1.03147 -3.69492 | 2021.97 1561.57
-93.1505 -16.5016 | -0.260251 -2.02698 | 4520.7 -2581.56
-92.6681 -16.6542 | 0.95794 -1.35637 | -8254.08 -1712.2
-92.1862 -16.7904 | -1.19153 -1.61196 | -4776.14 3905.81
-91.7025 -16.9008 | -3.16993 1.67606 | 690.017 -2648.58
-91.2139 -16.987 | -1.13033 1.7733 | 2118.11 7711.66
-90.7202 -17.0415 | -0.0377816 0.837572 | 21.8037 1694.2
-90.2262 -17.0888 | 0.488872 2.37019 | -5428.61 -11528.7
-89.7377 -17.1611 | -0.565203 0.678294 | 1614.25 -4030.7
-89.2487 -17.2421 | -0.205172 -1.45829 | 7522.49 10283.3
-88.7525 -17.3001 | 2.79655 -0.783843 | -4540.15 -5015.6
-88.2569 -17.3474 | 0.409868 0.935377 | 2763.32 559.713
-87.758 -17.3754 | -0.312171 2.81543 | 4227.8 13395.3
-87.2546 -17.3787 | 1.85028 -5.85652 | 4887.17 -11292.4
-86.748 -17.4053 | 1.09981 -2.84427 | -4026.56 -3487.35
-86.2457 -17.459 | -0.928303 0.659254 | -2685.69 5988.55
-85.7477 -17.5298 | -2.43317 -4.94856 | 4308.34 -4419.64
-85.2517 -17.6306 | 0.158582 -1.52121 | 2371.67 1880.83
-84.7612 -17.7597 | -1.16789 -1.40956 | -6812.15 -407.548
-84.2861 -17.9238 | -3.37597 -1.92848 | -3045.88 -1336.13
-83.8276 -18.1231 | -0.775176 -0.212031 | -453.185 6211.92
-83.384 -18.3482 | -0.705479 -3.27543 | 2397.27 -1986.64
-82.9601 -18.6099 | 0.382498 -3.33918 | -7329.18 1969.11
-82.5688 -18.9099 | -0.541167 -3.15531 | -1720.83 1847.77
-82.2091 -19.2437 | -1.97963 -1.83694 | 5954.64 3419.32
-81.8768 -19.606 | -2.31168 -3.30871 | -7277.24 -6601.61
-81.5873 -20.0049 | -0.731591 -2.72609 | 7978.57 79.9195
-81.3196 -20.4238 | 2.51561 -1.20874 | 2931.05 -4786.94
-81.0729 -20.8614 | 1.99359 -0.748956 | 1269.38 -5431.52
-80.8464 -21.3149 | 0.523709 -0.684032 | 6445.68 94.0861
-80.6353 -21.7771 | -0.935298 -2.79807 | -11940.4 8659.65
-80.4593 -22.2448 | -1.87834 -2.23226 | 870.546 274.651
-80.3034 -22.7197 | -2.8292 -1.87309 | 3882.57 -10350.4
-80.1558 -23.2053 | -4.35037 -1.70622 | -1648.43 -3571.22
-80.0111 -23.6939 | -1.71457 -0.281668 | 1942.66 10648
-79.8549 -24.1711 | -1.88173 -2.74847 | -4964.64 9446.04
-79.6888 -24.637 | -2.43986 -1.81453 | 187.102 -5720.35
-79.505 -25.1 | 1.0433 0.468943 | 7613.77 -9237.94
-79.2918 -25.5586 | 4.62599 1.103 | 1602.41 8414.94
-79.0562 -26.0018 | 0.52217 2.46419 | -11366.1 687.622
-78.818 -26.4393 | 0.512453 3.16437 | 255.703 -8457.85
-78.5587 -26.8699 | 2.16697 1.71818 | 12253.8 4394.93
-78.2536 -27.2723 | 0.669605 1.01787 | -3219.47 2787.38
-77.9215 -27.6492 | -1.81607 -1.18209 | -10379.1 -1403.32
-77.5746 -28.0071 | -1.363 -0.804721 | 11608.4 1822.6
-77.1943 -28.3356 | 1.63048 1.33849 | -5948.58 -7242.22
-76.7972 -28.6426 | 0.565757 0.193587 | -4570.67 11400.9
-76.3785 -28.9066 | -1.3214 -1.06626 | 3678.75 4955.31
-75.9401 -29.1357 | 0.0411099 1.91244 | -5728.53 -15718.1
-75.4975 -29.3609 | 2.74036 3.79227 | 7118.74 7723.17
-75.0363 -29.5541 | 2.41151 2.07366 | 7384.11 -1549.98
-74.5605 -29.7243 | -0.350414 2.82799 | -3435 -2280.85
-74.0815 -29.8827 | -1.40863 2.52313 | 875.587 2577.82
-73.5999 -30.0313 | -0.326803 3.19296 | -6064.36 -9888.09
-73.1214 -30.1818 | -0.49634 1.67443 | -645.306 5866.83
-72.6371 -30.3039 | 0.18023 1.32864 | 1358.26 5363.36
-72.1458 -30.388 | -0.0126324 1.21746 | -7671.37 -1701.21
-71.655 -30.4461 | 0.255543 2.16455 | 6650.86 1036.94
-71.1576 -30.4818 | 0.551302 -1.27972 | 5099.47 -500.898
-70.6551 -30.5056 | 0.635396 -2.65716 | 1812.5 -3451.73
-70.151 -30.5269 | 2.47896 -0.697577 | -4275.66 249.205
-69.6498 -30.5415 | 2.49948 -1.07385 | -4034.11 8689.54
-69.1512 -30.5455 | -0.325441 -0.755998 | 4177.67 -9485.69
-68.6508 -30.5696 | -0.252249 3.0222 | -1121.54 -2007.94
-68.1516 -30.6064 | 0.341471 2.11115 | -572.125 3367.32
-67.6527 -30.6401 | -0.175042 0.785903 | 2507.1 5599.34
-67.1521 -30.6682 | -1.84265 0.473465 | -1602.24 -1082.04
-66.6528 -30.7103 | -2.31184 -0.489137 | 3222.62 -3367.74
-66.1548 -30.7811 | 1.54392 0.44799 | -2994.78 379
-65.664 -30.8826 | 1.83494 -1.86979 | -1303.07 -1377.25
-65.1825 -31.0164 | -0.715803 0.777522 | -3906.34 2097.18
-64.7119 -31.1768 | -1.20128 1.19775 | 561.286 -4637.59
-64.2478 -31.3628 | 0.178486 1.69417 | 20570.4 3126.93
-63.7752 -31.5597 | 1.75859 0.55541 | -7653.73 730.387
-63.3181 -31.7823 | 2.52131 -0.936776 | -7747.23 -6130.9
-62.8847 -32.0421 | 0.522466 0.722674 | 4305.55 2369.59
-62.464 -32.3221 | -1.26575 -0.100803 | -6516.34 7438.15
-62.0603 -32.6161 | -1.33492 -1.43834 | 1238.45 -5418.43
-61.6723 -32.9335 | 0.397816 1.15281 | -62.2276 -2204.99
-61.2968 -33.2672 | -1.68173 -1.13134 | 1282.19 4619.29
-60.9267 -33.6041 | -1.05411 -1.35387 | -860.084 3324.68
-60.5647 -33.9446 | -0.0921766 -1.25962 | -11729.8 4891.91
-60.2201 -34.2928 | 2.43544 -0.422085 | 8932.24 -8211.16
-59.8752 -34.6513 | 1.68686 1.1916 | 4803.25 -3999.2
-59.5265 -35.012 | 0.436367 3.22927 | -5785.68 10637.1
-59.1773 -35.3631 | -2.30302 0.601672 | 3390.93 -3897.46
-58.8267 -35.7159 | -3.82654 -0.112971 | -1883.58 -289.385
-58.4804 -36.0728 | -2.38807 2.76012 | 2068.29 -3338.07
-58.1359 -36.4351 | -4.69819 0.54052 | -293.282 -1713.62
-57.7919 -36.7981 | -5.26598 -1.02882 | -10127.7 3960.78
-57.4457 -37.151 | -1.43789 -1.42251 | 11901.2 1983.42
-57.0718 -37.4813 | 1.18496 0.607503 | 214.277 -7656.96
-56.6801 -37.7971 | -3.76031 4.75721 | -2180.05 3956.91


-46.7448 -23.9966 | -0.996246 -2.56661 | 2553.41 3771.25
-46.2678 -23.8366 | 0.879805 -0.993129 | -1974.05 -3274.04
-45.7965 -23.6662 | 1.94481 -0.394019 | 105.933 2095.71
-45.3271 -23.4892 | 0.983166 1.12768 | 4410.44 -1804.23
-44.8543 -23.3174 | 0.440521 -0.255587 | -9153.81 -4897.67
-44.3845 -23.1537 | 0.551502 1.11222 | 7523.89 780.515
-43.9094 -22.9891 | 0.302342 1.8446 | 11245.5 6577.67
-43.4308 -22.8111 | 0.32545 -0.321063 | -13609.4 -5486.49
-42.9655 -22.622 | 1.8931 -3.71575 | -1626.57 10974.5
-42.5077 -22.4136 | 1.50787 -2.2688 | 6314.93 -8219.07
-42.0418 -22.2196 | 1.89012 -2.6463 | -2900.76 -3056.07
-41.5726 -22.0391 | 3.15645 -2.76947 | 1398.39 7830.39
-41.1001 -21.8618 | 0.869034 -0.271641 | -2320.59 -4886.56
-40.6223 -21.7055 | -2.68473 -2.84086 | 2124.53 -3293.68
-40.1369 -21.5719 | -2.68437 0.00710501 | 2430.57 6622.55
-39.6463 -21.4486 | -1.26381 0.713601 | -5000.39 -979.665
-39.1532 -21.3472 | 2.30732 -1.99431 | 6964.93 -2684.7
-38.6513 -21.2779 | 1.33441 -0.545085 | -6441.79 -2503.03
-38.1503 -21.2387 | 0.528268 1.10459 | -583.144 8475.3
-37.6485 -21.2195 | 2.08317 4.4915 | 2526.09 -5008.1
-37.1453 -21.2442 | 0.173382 1.26403 | 145.992 -6094.26
-36.6452 -21.3172 | 1.14622 -0.873306 | 7101.84 10220.1
-36.1464 -21.4201 | 1.88714 4.22213 | 496.238 -11463.8
-35.6606 -21.579 | -0.0665944 1.27999 | -8147.58 -204.54
-35.196 -21.7786 | 1.51164 -0.462039 | -4194.57 7116.15
-34.7467 -21.9979 | 0.36354 3.35005 | -6165.25 -2255.43
-34.3102 -22.2352 | -4.51436 0.216759 | 14098.4 6557.09
-33.8687 -22.4747 | -4.89502 -0.52652 | -3935.45 -5336.32
-33.4415 -22.7372 | -1.45794 -0.0798935 | -16727.2 -3965.26
-33.036 -23.0193 | 1.16974 -2.13061 | 11933.1 7271.44
-32.6163 -23.2858 | 0.104413 -1.29879 | 6903.48 138.124
-32.1832 -23.5385 | -2.81202 -1.16453 | -2110.49 1637.88
-31.7511 -23.7885 | 0.755792 -0.252412 | -15112 -3074.41
-31.334 -24.0487 | -2.17441 -2.06714 | 10265.9 5453.67
-30.9108 -24.3038 | -4.38612 -0.615136 | -5020.07 -5689.56
-30.4929 -24.5662 | -3.82326 2.45363 | -6363.4 -4289.01
-30.0738 -24.824 | -3.43798 1.97695 | 12360.4 9825.33
-29.6285 -25.0445 | -3.10425 0.0589653 | 6933.33 -4598.27
-29.1662 -25.2445 | -2.71998 1.23563 | -3480.14 -13443.3
-28.6976 -25.4353 | -1.57489 -2.33647 | -29.6794 9477.98
-28.2134 -25.5778 | 2.47062 -2.14685 | 12222.2 4851.76
-27.7107 -25.6665 | 2.31951 0.974642 | -16449 -10982.8
-27.2123 -25.7188 | 1.80992 2.32163 | -1079.34 13948.4
-26.7135 -25.7029 | -0.476944 6.32744 | 6664.03 -2022.68
-26.2142 -25.6426 | -2.12769 -1.156 | -4336.99 -3397.51
-25.7223 -25.5528 | -0.0756801 0.693125 | -4383.3 765.542
-25.2391 -25.4374 | 1.17865 2.82126 | 5401.38 -12454.2
-24.7591 -25.3065 | 1.53533 1.46614 | -5007.24 15027.5
-24.2981 -25.1209 | 0.197847 4.08672 | -2931.19 -3739.38
-23.8537 -24.9048 | -1.77789 1.14558 | -790.26 -7575.99
-23.4191 -24.6728 | -2.91923 1.40503 | 11395.5 9597.25
-22.9888 -24.4123 | -1.28624 0.078574 | 5935.35 3962.2
-22.5664 -24.1292 | -1.06768 -0.679439 | -5167.68 -8550.79
-22.1607 -23.8335 | -1.69788 1.60447 | -5927.05 -3723.97
-21.7807 -23.5157 | -0.31189 -0.678383 | -9280.44 2905.16
-21.4328 -23.1682 | 2.76446 -2.50089 | 6673.21 1472.2
-21.0943 -22.8055 | -0.145661 1.99327 | 1646.71 3593.99
-20.756 -22.436 | -1.31966 3.29045 | 13313.6 3571.18
-20.4021 -22.0678 | 1.93427 0.230932 | 3753.96 10740.2
-20.0422 -21.6954 | -2.0834 -1.55909 | -9771.34 -8455.89
-19.682 -21.3358 | -1.53873 -0.487517 | -2637.48 -12654.3
-19.3126 -20.9979 | 0.0759195 -1.98161 | -1515.26 7473.75
-18.9388 -20.6637 | -0.569698 -4.79499 | -7355.5 4393.12
-18.5562 -20.3425 | -3.61041 -3.19959 | 7292.09 -9517.82
-18.1393 -20.0675 | -5.30871 1.55353 | 3074.36 -352.934
-17.6947 -19.8351 | -2.43691 3.11252 | 2052.17 1584.54
-17.2326 -19.6346 | -2.54633 -0.464777 | -3993.46 1736.14
-16.7633 -19.4576 | -5.1147 3.65617 | -2475.73 -2967.11
-16.2882 -19.3048 | -3.88737 5.3885 | -386.568 3105.88
-15.8081 -19.168 | -0.95484 3.51571 | 879.444 9081.72
-15.3215 -19.0507 | 0.14507 -0.653735 | -2743.1 -14994.8
-14.8279 -18.9912 | 0.452375 -2.56613 | 829.413 4915.34
-14.3312 -18.9688 | -1.13742 -0.774634 | -3530.71 -207.573
-13.8365 -18.9807 | 0.373226 2.83764 | 1359.41 1260.51
-13.3436 -19.0219 | 0.509554 4.9058 | -4499.31 848.625
-12.8575 -19.09 | -0.266676 2.30439 | -7882.05 -359.989
-12.3803 -19.1823 | -2.17195 -2.10413 | 10075.8 3788.43
-11.8999 -19.2893 | -2.35219 -4.01855 | 6843.94 -1691.17
-11.4203 -19.4204 | -1.35461 -0.880235 | -7550.23 -4642.65
-10.9528 -19.5815 | -0.940408 -0.711469 | 5686.55 5617.51
-10.4882 -19.7553 | 0.208907 1.29554 | -3637.47 -998.855
-10.0335 -19.9487 | 0.691747 -0.67965 | -4005.92 -3835.43
-9.58753 -20.161 | -1.08136 -0.795803 | 15824.4 2532.43
-9.13289 -20.375 | -3.1241 -1.38985 | -6702.47 -4838.85
-8.6843 -20.5985 | -4.76074 -0.108001 | -441.165 -778.105
-8.23437 -20.8182 | -4.60307 0.276341 | 2550.1 9127.78
-7.7766 -21.0164 | 0.0734581 2.047 | -8031.81 -4965.73
-7.32153 -21.2094 | 0.301009 2.07862 | -4797.13 -4597.83
-6.86411 -21.3875 | -2.74103 0.519979 | -3508.02 11448.2
-6.39575 -21.5173 | -1.38678 -2.94286 | 4038.02 -4449.54
-5.91526 -21.6097 | -0.765271 -1.00375 | 5601.82 1746.82
-5.42549 -21.6649 | -1.27387 -0.0682842 | -7370.33 -3474.53
-4.93731 -21.696 | -0.329597 -0.985354 | 5550.83 845.99
-4.44608 -21.7036 | -1.79059 -1.47519 | -7762.91 -4088.53
-3.96049 -21.6948 | -0.675094 -2.30284 | -7439.25 -1699.05
-3.4806 -21.6629 | 0.445966 -5.24731 | 10959.4 1987.94
-2.9966 -21.5981 | 1.98447 -4.33834 | 4070.56 2520.85
-2.51351 -21.4997 | 3.41492 -1.16488 | 5851.65 -4877.64
-2.03301 -21.3777 | 1.43692 -2.54905 | -10936.6 1560.69
-1.56889 -21.2221 | 0.13591 -3.00485 | 11857.5 2643.33


-57.7955 25.2613 | -1.80223 -1.83912 | -4427.81 -6510.59
-57.412 25.5701 | -0.850996 0.799391 | -2596.08 1642.09
-57.0132 25.8591 | -2.23772 -0.481403 | 2971.39 6360.49
-56.5955 26.1277 | 0.315948 -1.68676 | 3049.88 -782.744
-56.1555 26.3603 | -1.0223 -1.12442 | -6290.89 -5939.11
-55.7009 26.548 | -0.391232 -1.31158 | -4590.55 3942.44
-55.236 26.6988 | 1.15425 -1.40095 | -1021.31 -2849.81
-54.7602 26.8038 | -0.189473 -0.79272 | 2165.63 1536.85
-54.2754 26.8693 | 2.24554 -0.692383 | 2426.82 -818.902
-53.785 26.9009 | 1.52267 -0.221829 | 1168.33 2836.41
-53.2916 26.9122 | -0.233494 2.47802 | 7083.38 1158.89
-52.7927 26.9074 | -0.0252991 -0.32639 | 2833.97 -4535.93
-52.2927 26.8873 | 0.532465 -2.67389 | -12812.4 8548.57
-51.8007 26.8718 | 1.9671 -1.91822 | 4354.39 226.496
-51.3069 26.8477 | 0.621388 -0.948068 | 5297.57 -6187.55
-50.8111 26.801 | -0.58839 -0.851074 | -5134.87 5725.82
-50.3195 26.7425 | 0.922942 -5.18926 | 2724.99 -3864.95
-49.8297 26.6618 | 1.17846 -1.0839 | -3400.46 -5767.23
-49.3438 26.5639 | 1.37196 0.328793 | 3807.1 9730.57
-48.8532 26.4778 | -1.03937 -1.1635 | 9906.49 -2312.68
-48.3547 26.3918 | -1.72697 -0.59722 | 1248.03 -11267.3
-47.8544 26.2979 | -0.390719 -0.552183 | -584.084 6877.72
-47.3508 26.2301 | 1.76892 -2.61594 | -1728.71 4791.68
-46.8455 26.1971 | 3.80989 1.20709 | -2213.23 794.038
-46.3404 26.1904 | 1.37113 3.85953 | 3912.54 -628.15
-45.8328 26.1997 | -0.370432 0.623831 | 2326.25 -6413.96
-45.3242 26.2175 | -0.413108 -1.65017 | -4766.27 -14.9987
-44.8209 26.2617 | 0.0756005 2.11064 | -5814.83 7067.08
-44.3272 26.3499 | 1.42212 1.80901 | 2227.25 -1147.21
-43.8398 26.4699 | 0.591 -1.03639 | -983.903 -9140.97
-43.3613 26.6146 | -0.249149 -0.480085 | -1184.95 10100.6
-42.8998 26.8102 | -0.362014 -1.97866 | 3045.43 1497.99
-42.4542 27.0439 | -1.82249 -0.655039 | -4285.14 -6561.76
-42.0267 27.3005 | -0.916032 -0.0575279 | -2497.03 1877.33
-41.6169 27.582 | -0.738093 0.405695 | 390.288 -1140.79
-41.2187 27.879 | -1.46497 -1.7326 | 1646.78 -251.342
-40.8274 28.186 | -3.2934 -1.32969 | -1169.78 -718.387
-40.442 28.4998 | -4.24964 0.201696 | 4633.54 -2392.7
-40.0576 28.8186 | -4.8685 1.98595 | 2232.58 13180.1
-39.6808 29.1558 | -3.65461 -1.44105 | -1705.98 -10779.9
-39.3073 29.4889 | -0.545018 -1.33561 | -6493.19 -1895.48
-38.9417 29.8242 | -0.952676 -0.848816 | 4209.88 3889.93
-38.5754 30.1636 | -3.03089 -2.74047 | 1423.59 -1052.04
-38.2071 30.5023 | -1.50036 0.358278 | 1255.24 2970.81
-37.8382 30.8425 | 0.725483 3.17897 | -5537.64 -534.302
-37.4703 31.1793 | 0.258975 1.82379 | 1285.13 -7005.51
-37.093 31.5007 | -0.822359 -0.397436 | -396.028 868.822
-36.7106 31.8155 | -0.344907 -1.49009 | -4946.34 3905.89
-36.327 32.1284 | -0.836394 1.33252 | 3980.31 6523.61
-35.9272 32.4283 | -2.07998 -0.65667 | 4138.07 -9423.93
-35.5001 32.6883 | -5.23801 -1.64648 | 2708.64 6738.56
-35.0514 32.9199 | -2.41261 -2.86401 | 9561.62 2613.16
-34.5803 33.1169 | -2.51632 1.41352 | -13835.3 -4798.67
-34.104 33.2715 | -3.80184 0.248289 | -7322.21 2686.64
-33.6215 33.3811 | -5.23244 -1.96557 | 4248.29 -17584.7
-33.1275 33.4266 | -4.36389 0.654688 | 6853.97 21013.9
-32.6267 33.4627 | -1.33141 0.0116542 | -1103.15 -5056.04
-32.1243 33.4633 | -0.673268 0.107515 | -522.319 -6594.04
-31.6232 33.4228 | -1.8619 0.101693 | 6776.19 12821.7
-31.1211 33.3618 | -0.0104751 2.00272 | -5520.53 -7987.04
-30.631 33.2483 | 1.85361 0.630068 | -3627.1 -5041.76
-30.1572 33.0841 | 0.94018 -1.5452 | 5611.48 6264.35
-29.6931 32.8916 | 0.0963528 -2.54656 | -10355.2 -2239.71
-29.2503 32.6669 | 1.23555 -2.4523 | -1123.94 4498.92
-28.8191 32.4251 | 2.87785 -1.95832 | 3177.17 -5112.41
-28.3913 32.1672 | 1.97569 -1.00843 | 10321.6 -11103.5
-27.9535 31.9047 | 2.04122 2.72855 | 12846.9 11104.3
-27.4953 31.6708 | 2.39349 3.43486 | -17648.3 1193.2
-27.042 31.4503 | 1.20481 2.51034 | -3400.63 -3125.75
-26.5862 31.2419 | -1.33626 2.24729 | 5926.87 8467.47
