-4.61057 12.4943 | 3.31514 3.07073 | 4595.37 -3630
25.0325 -40.9461 | 1.4012 -0.858757 | -2009.05 -6351.31
25.4524 -40.696 | 1.69938 -0.734422 | -103.716 6615.43
25.8575 -40.4172 | 0.883029 -0.191479 | 11149 3551.92
26.2623 -40.124 | 1.7352 0.04421 | 3948.88 -4374.65
26.665 -39.826 | 4.26896 -0.0344635 | -4596.22 -3237.77
27.0521 -39.5145 | 3.71285 1.89883 | -7840.53 3447.73
27.4146 -39.1794 | 0.572985 3.15334 | 2391.11 -3193.78
27.7666 -38.8342 | -0.37371 2.26543 | 1762.97 1679.61
28.1122 -38.481 | 1.8385 1.4135 | 3103.71 -8638.97
28.4527 -38.1261 | 0.271395 2.26266 | -3139.4 5128.86
28.7705 -37.7489 | 0.448176 3.01354 | 96.4392 7103.28
29.0649 -37.3475 | 2.34701 2.17143 | 5458.28 -286.257
29.3481 -36.9341 | 0.892982 2.65004 | 853.674 5597.25
29.6191 -36.5084 | -0.123807 2.66747 | -4159.57 -3337.15
29.8808 -36.0813 | -1.69369 1.79989 | 1943.09 -8498.07
30.1456 -35.6618 | -1.61689 1.29489 | -148.702 831.143
30.4076 -35.2415 | 1.09445 -0.191059 | -1520.4 -2989.37
30.6598 -34.8178 | 0.183342 -1.56267 | 1410.41 3543.71
30.8974 -34.3833 | -0.0113771 -2.96849 | -3275.06 3417.92
31.1155 -33.9367 | 0.133025 -2.67114 | -3678 3642.44
31.326 -33.4841 | -0.718912 -1.12961 | 5283.51 1960.97
31.5585 -33.0392 | -0.382928 -0.700409 | 2896.99 -5567.51
31.8249 -32.6159 | -0.94557 0.00464622 | -2442.62 2065.27
32.121 -32.2128 | 1.21652 0.283549 | 4110.74 -1400.83
32.4517 -31.8366 | 1.98693 1.46493 | -3504.78 -168.336
32.8065 -31.4859 | -0.280009 2.78682 | -3984.11 -1438.12
33.1829 -31.1636 | -0.304241 0.59213 | -1279.93 -2348.29
33.5835 -30.8746 | -0.579428 -0.818425 | 3690.41 3623.17
34.0086 -30.6177 | 0.810095 -0.716209 | -1727.3 -551.189
34.4524 -30.3973 | 2.51038 -1.61401 | -5630.95 249.888
34.9105 -30.216 | 1.7813 -0.491294 | 7899.46 64.4421
35.3887 -30.0802 | 0.540876 -0.309347 | -236.764 -2070.88
35.8774 -29.9879 | -0.443118 2.69961 | -1468.79 2586.95
36.3703 -29.9263 | 0.559579 3.39908 | -152.137 691.491
36.8652 -29.8917 | 0.296513 2.05283 | -4100.45 1871.19
37.3584 -29.8821 | -0.831913 3.2182 | 1364.58 -4877.99
37.8514 -29.902 | -1.49342 0.51521 | -3654.86 3343.84
38.3417 -29.9344 | -2.10319 -1.66031 | 2302.49 1251.4
38.8336 -29.9745 | -2.32585 -2.12072 | 9209.13 -3303.05
39.332 -30.0226 | -2.63579 0.285659 | 2069.97 3894.26
39.8327 -30.0678 | -1.96337 0.265022 | -1268.23 -2434.16
40.3323 -30.1158 | 0.0738806 -1.75639 | -5650.77 -5096.8
40.8282 -30.162 | 0.786808 -0.937419 | -968.339 5891.17
41.3249 -30.1804 | -0.3979 -1.79159 | 6992.76 71.4829
41.8261 -30.1688 | -2.12601 -1.60216 | -2844.03 -822.758
42.3237 -30.1257 | -2.10308 -1.21575 | -4975.33 -32.1212
42.8128 -30.0479 | -0.55336 -1.36109 | -2836.71 -4760.23
43.2916 -29.9353 | -1.48349 0.686176 | -2926.43 4118.52
43.7553 -29.7742 | -2.30057 0.116851 | 5732.78 1999.85
44.2075 -29.5724 | -0.832424 0.167103 | 2421.48 -2884.46
44.647 -29.3417 | -0.690114 2.46205 | -2770.6 -1813.54
45.0683 -29.0823 | -0.877624 2.12914 | 3334.82 3511.17
45.4723 -28.7919 | 0.808302 0.709505 | -4204.1 3615.81
45.8569 -28.4773 | -0.295528 2.59691 | 1893.6 -7119.1
46.2376 -28.1617 | -1.29029 0.627989 | 3093.68 -3869.42
46.617 -27.8446 | -0.637815 -2.64844 | -2645.27 5189.97
46.9846 -27.5116 | -1.42531 -1.40097 | 6909.02 -728.551
47.3447 -27.1663 | -3.84542 0.269441 | -3711.54 -456.137
47.6832 -26.8025 | -2.43519 -1.64744 | -9709.98 3736.76
47.9956 -26.4197 | -2.25237 -1.03531 | 5462.93 -4863.08
48.3107 -26.0401 | -3.90164 0.453083 | 4665.55 -4158.06
48.635 -25.668 | -0.608243 -3.36491 | -3498.58 6598.78
48.956 -25.2902 | -0.208681 -5.25301 | -179.598 1324.8
49.2808 -24.9145 | -4.33265 0.440605 | 4445.35 -3839.5
49.6198 -24.5507 | -1.23396 0.499798 | 615.44 2756.17
49.9669 -24.1918 | -1.23764 -0.0653679 | -957.502 1768.35
50.3186 -23.8361 | -3.47435 -0.132082 | 6965.94 -5461.03
50.6778 -23.4864 | -3.54622 -2.07804 | 225.81 5979.11
51.0231 -23.1199 | -3.53953 -3.0772 | -9781.07 6470.22
51.3395 -22.7295 | -2.7338 -1.00049 | -2030.69 -5310.53
51.6471 -22.3358 | -0.479425 -1.85026 | 2839.58 1596.07
51.9661 -21.9486 | -1.59756 -2.09739 | 3701.68 2382.28
52.309 -21.5785 | -4.7093 -0.43906 | 2136.41 -3798.43
52.6802 -21.2385 | -4.07449 -1.58593 | -5169.71 -5186.42
53.0714 -20.9304 | -1.93197 -1.78652 | -4434.66 749.375
53.4789 -20.6483 | -1.09341 -0.418218 | 5220.28 2068.57
53.908 -20.3944 | -0.664128 -1.26113 | -2012.75 187.672
54.3529 -20.1714 | 0.299404 -3.60569 | -2469.16 -3686.16
54.8111 -19.983 | 1.36411 -3.42398 | 3428.89 3584.78
55.2819 -19.8207 | 0.0185909 -0.56818 | -1899.72 6611.49
55.7607 -19.6848 | -2.45507 0.19974 | -2932.13 -11332.1
56.2469 -19.6017 | -3.47164 -1.58705 | -5302.59 -3912.65
56.7341 -19.5532 | -3.76061 0.282306 | 3401.18 13865.7
57.225 -19.5046 | -2.21836 1.71063 | 9932.71 -6576.61
57.7248 -19.4753 | 0.00608408 -0.251129 | 1813.41 2197.7
58.2276 -19.4549 | -0.59921 -0.797032 | -684.208 5591.14
58.7306 -19.4408 | -1.35038 -1.73045 | -180.221 -11977.5
59.2335 -19.4524 | -1.94181 -1.64929 | -38.5702 4550.54
59.736 -19.4617 | -1.86216 0.902098 | -1846.24 3605.47
60.2372 -19.4586 | 1.38651 -2.05646 | -946.82 -3071.75
60.7377 -19.4472 | 2.41679 -3.3329 | 2251.26 1427.15
61.2387 -19.419 | 3.01876 -2.39049 | -1112.54 -680.888
61.7375 -19.3714 | 2.82292 -1.69482 | -3280.18 -63.7081
62.2315 -19.299 | 0.712182 -0.522764 | 4792.91 3565.16
62.7241 -19.1973 | -0.0811384 -0.494686 | 2242.93 -1936.32
63.2135 -19.0735 | -0.0374228 -3.14413 | -5067.3 -1434.9


-14.8539 59.2616 | 2.45986 0.326894 | -3322.25 -1535.06
-14.4147 59.0352 | -1.24565 -0.250409 | 3274.94 6860.81
-13.9786 58.8052 | -2.56364 -0.64228 | -3781.55 9946.34
-13.5479 58.574 | -2.2871 2.63716 | 6283.76 -8225.02
-13.1261 58.3135 | -0.980787 1.22864 | 3651.23 -15578.7
-12.7188 58.0169 | -0.850519 -2.10005 | -2676.29 11920.9
-12.317 57.7217 | 1.37043 -0.562902 | -1508.16 6095.57
-11.9165 57.4304 | 2.69657 -1.16286 | 5074.99 -2106.18
-11.5183 57.1285 | 1.60215 1.56448 | 1989.51 -15778.9
-11.13 56.8006 | -0.193352 -1.1057 | 5629.55 3388.18
-10.7404 56.472 | 0.161585 -0.613012 | -10055.4 7268.29
-10.3559 56.1509 | -1.54934 0.119087 | -5132.48 229.03
-9.96935 55.8385 | 0.0360909 -0.811838 | 5806.13 1379.44
-9.56582 55.5456 | 0.601786 -0.0024171 | -3213.01 -2310.87
-9.14954 55.2736 | -0.888062 -1.48215 | 77.6572 9836.29
-8.71751 55.0358 | -1.21714 -3.20217 | -7344.05 -1703.6
-8.28203 54.813 | -4.24446 -1.62102 | 2277.12 -7129.72
-7.8397 54.5984 | -4.8427 -1.95144 | -1614.77 7146.59
-7.38861 54.4091 | -3.32962 -2.76381 | -1063.44 -2929.9
-6.93054 54.2348 | -3.63977 -0.745689 | 8687.48 -7386.9
-6.45969 54.0746 | -1.60964 1.93948 | -443.783 4168
-5.97922 53.9461 | -2.14875 -2.61042 | -1084.55 -2961.35
-5.49215 53.8488 | 0.0397746 -0.371973 | -2510.74 3951.94
-5.00064 53.793 | 0.424012 -0.67937 | 1463.86 818.199
-4.50555 53.7726 | -1.13903 -1.69895 | 1788.25 1101.25
-4.00902 53.7759 | -0.068975 -1.24521 | -4088.5 -4858.83
-3.51407 53.7849 | -0.0977253 0.180481 | 9130.66 -5029.4
-3.01228 53.801 | -0.723066 5.93145 | 6448.39 8427.89
-2.50537 53.846 | 2.12932 2.04673 | 8524.82 -752.426
-1.99429 53.9102 | 0.647091 -0.554724 | -2718.7 -6343.38
-1.48881 53.9905 | 1.7675 1.2953 | -15775.4 4491.66
-1.00178 54.1072 | 3.68343 0.0223664 | -1852.06 -581.97
-0.526747 54.2561 | 3.47136 -2.12995 | 1911.68 -2435.92
-0.0604871 54.4319 | 2.97026 1.03833 | 2843.58 2300.96
0.395204 54.6396 | 0.513629 0.385465 | 301.341 2729.74
0.836978 54.8785 | -1.06531 -1.63371 | -2120.16 -539.051
1.26617 55.1403 | -1.6215 -1.22458 | 15600.8 5454.63
1.69486 55.4208 | 0.727786 -0.415904 | -10802.4 -1430.8
2.10473 55.7151 | 2.46948 0.934246 | -17025.3 -14252.7
2.49457 56.0092 | 1.76829 -0.661262 | 77.6984 -1193.17
2.87899 56.3074 | 2.32191 -0.705732 | 6046.3 9449.34
3.2675 56.6138 | 2.90439 1.91878 | 13596.1 1215.94
3.67127 56.9141 | 0.394642 3.39827 | -7022.67 -2256.78
4.07309 57.2104 | 1.34234 1.79772 | -11893.9 9084.88
4.47159 57.5063 | 0.820365 -0.23036 | 13310.6 -10191.3
4.90082 57.76 | -1.60538 2.58157 | -9274.58 3215.63
5.34565 57.9755 | -0.799213 3.06949 | -345.832 -3093.77
5.81119 58.1378 | -0.597319 1.87117 | 5367.8 -1046.54
6.29664 58.2448 | 0.208986 3.07541 | 6493.03 2476.08
6.79527 58.3063 | 0.485611 -1.01405 | -1032.95 -7245.86
7.29628 58.3273 | 0.203752 -0.00707197 | -8638.72 16066
7.79227 58.3429 | 2.02548 2.23407 | 4234.4 -2345.61
8.28985 58.3233 | 2.77115 -1.59345 | 608.875 -9324.75
8.78249 58.2495 | 4.57685 -1.31283 | -8710.98 9270.68
9.2624 58.1416 | 3.17905 -1.28241 | 6483.16 1952.75
9.73334 57.9893 | 0.798664 0.126866 | 4491.07 -9423.04
10.185 57.7737 | 4.08322 0.364423 | 779.051 -1741.91
10.6105 57.5074 | 2.72346 -1.50373 | -5720.47 1467.06
11.0073 57.2065 | 0.878761 0.387577 | -5687.71 6897.96
11.3839 56.8899 | -0.0859558 1.09035 | 4384.96 856.679
11.7547 56.564 | -1.18136 2.32297 | 508.296 -7083.03
12.1223 56.2274 | 0.039038 2.16364 | 5644.21 -5966.42
12.5017 55.8948 | -2.10037 -1.35574 | 5811.06 8026.71
12.9034 55.5885 | -2.76684 -1.48456 | -5172.89 -6678.44
13.3168 55.2988 | -1.19984 -2.26175 | -751.564 4410.95
13.7503 55.044 | 2.44372 2.47004 | 8479.48 11796.7
14.2076 54.8308 | 4.10331 5.38583 | -3828.95 -18531.9
14.667 54.6157 | 0.48932 4.73557 | -4812.61 5344.63
15.1319 54.4239 | -1.12031 1.33631 | 55.0698 3999.11
15.6078 54.2667 | 2.08518 -0.523387 | -2010.86 1099.9
16.0922 54.1425 | 4.64402 1.53353 | 4151.03 -3743.88
16.5868 54.0466 | 3.77695 3.77812 | 7593.55 3756.24
17.0913 53.9856 | 2.19894 -1.01987 | -9973.12 -6415.5
17.5924 53.9491 | 0.197897 -3.04529 | -1489.56 729.139
18.0934 53.9543 | -1.68744 0.97184 | 8521.29 5591.47
18.5963 54.0163 | -1.64594 -0.363329 | -885.222 1248.36
19.0901 54.1299 | -0.445298 2.26081 | -4082.12 -2303.78
19.5682 54.2862 | 1.43235 0.775156 | -5349.48 -1709.82
20.0272 54.4826 | 3.56949 -2.51572 | 2027.08 8188.95
20.4713 54.718 | -0.332124 1.53089 | 4212.15 -4994.03
20.9109 54.9654 | -1.53079 2.07406 | 1054.86 2463.92
21.3471 55.2218 | 4.40091 0.0468412 | 1056.46 -1434.85
21.7832 55.4778 | 1.37931 3.18279 | -6296.8 -6413.46
22.2167 55.7283 | -2.39554 2.2324 | 6571.2 7699.56
22.6538 55.9841 | 0.133313 -0.00995757 | 902.313 532.964
23.0936 56.2362 | 1.20767 0.491923 | -7404.97 -9554.06
23.5331 56.4742 | 1.62159 2.37885 | -285.389 9165.64
23.9746 56.7118 | 0.851544 -0.584731 | 4668.53 -7517.85
24.4266 56.9288 | -2.13195 1.80778 | -7176.79 146.546
24.8786 57.1352 | -0.149402 -2.33224 | -4546.88 4686.63
25.3327 57.333 | 0.594094 -4.79788 | 7003.4 -2174.12
25.8024 57.5029 | 0.545772 -0.272036 | 6989.49 -329.622
26.2868 57.6407 | 0.8826 5.18212 | -9963.88 2421.97
26.7729 57.7491 | 1.37871 0.928119 | -30.966 -7799.12
27.2648 57.816 | 0.667751 -0.911801 | 2009.52 1115.04
27.7606 57.861 | -2.93432 -0.765811 | 244.525 7760.57
28.2583 57.9005 | -3.45582 -0.836904 | 4831.34 2501.77
28.7611 57.9212 | 0.0617026 -1.37067 | 2437.74 -2569.5
29.2655 57.901 | 1.90541 1.51969 | -5018.48 -7013.45
29.7623 57.8277 | 2.96126 1.41627 | -1025.43 4146.56


-63.2502 -57.4041 | -3.53709 -4.7126 | -4339.06 -3594.58
-63.0837 -57.8768 | -1.6776 2.52659 | 8531.88 7016.64
-62.8963 -58.3386 | -2.04134 2.73348 | -11776.9 -252.662
-62.7031 -58.7956 | 2.93103 3.47812 | 4609.11 -9276.81
-62.4758 -59.2434 | 3.91745 2.32419 | 16330.1 7550.25
-62.1953 -59.6617 | -1.0396 1.9382 | -23513.3 -3513.55
-61.9051 -60.0641 | -1.15017 4.63995 | 5493.88 9510.9
-61.5723 -60.426 | -2.67142 3.95569 | 591.193 3199.07
-61.2017 -60.747 | -1.96741 1.74126 | -2826.5 -250.215
-60.807 -61.0398 | -0.894107 -1.95656 | 9172.52 -18747
-60.3875 -61.3216 | -3.75157 -0.335557 | 18131.1 878.922
-59.9348 -61.5664 | -4.42938 0.468316 | -26122.1 9841.33
-59.4815 -61.7697 | -1.45402 5.88975 | -5083.9 4760.75
-59.0194 -61.9354 | -1.13002 -0.245911 | 11940.6 -7679.28
-58.541 -62.0784 | -0.078407 6.18868 | -340.688 -3853.81
-58.0546 -62.1952 | 2.53252 6.16801 | -5277.86 13474.3
-57.5656 -62.2687 | 3.14197 -0.188684 | -6363.42 -11999.2
-57.0791 -62.3338 | 3.41693 0.345575 | 4288.15 2341.48
-56.5879 -62.376 | 0.102771 -1.26773 | -466.906 5253.34
-56.0952 -62.3927 | -0.492307 0.557443 | 421.279 -3572.88
-55.6014 -62.4045 | 0.792461 0.164264 | 7681.09 -8588.01
-55.1032 -62.4183 | -0.770374 0.206978 | -11312.7 3921.3
-54.6114 -62.4077 | 1.13133 -4.98905 | 7424.69 -2050.03
-54.1183 -62.3634 | 2.96832 2.50648 | -3481.91 7231.19
-53.6343 -62.269 | 0.178676 3.71936 | -6310.14 -1275.64
-53.1614 -62.141 | -0.459379 1.92183 | 7365.1 1481.37
-52.6879 -61.9958 | -3.17259 2.64685 | 8368.58 -5871.68
-52.2094 -61.8506 | 2.84784 -2.74858 | -6850.54 11961.4
-51.7368 -61.6936 | 1.64374 -0.274659 | -6653.43 -8772.96
-51.2618 -61.5631 | 0.843674 -2.15818 | 11391.5 -8491.47
-50.7714 -61.468 | 4.49379 -5.67774 | 9216.05 11332.3
-50.2713 -61.376 | 1.65654 -3.1782 | -544.961 9766.84
-49.7681 -61.293 | -2.93137 -1.37925 | -4860.49 -15106.4
-49.2625 -61.263 | -3.69531 0.800187 | 9125.82 -6375.67
-48.7514 -61.2745 | -0.321661 1.70442 | -8758.5 11044.2
-48.2465 -61.2919 | 2.40139 0.839557 | -7867.88 443.859
-47.7469 -61.3225 | -0.76071 -4.17445 | 16872.8 5644.94
-47.24 -61.3752 | 3.21918 -0.538982 | -12458.1 -17677.7
-46.7475 -61.4843 | 4.05716 -1.00684 | 2281.59 11313.3
-46.262 -61.6117 | 0.978174 -0.0322558 | -12543.1 3737.41
-45.7922 -61.7621 | 3.40992 3.14068 | 6060.17 2697.11
-45.3312 -61.9447 | 0.807364 1.87534 | 5770.29 -9527.65
-44.8874 -62.181 | -2.58639 -1.49833 | 1610.2 21.6208
-44.4685 -62.4644 | -2.32317 -4.0928 | 5628.25 -10457.3
-44.0778 -62.7953 | 3.28398 -0.996366 | -12187.6 9293.8
-43.7221 -63.1495 | 2.82971 -0.763542 | 2103.87 11643.9
-43.3875 -63.5155 | 3.92232 3.34661 | -2253.75 -9780.62
-43.0851 -63.9109 | -0.741547 -2.32119 | -3070.28 12957.3
-42.8112 -64.3191 | 0.259415 0.715308 | -3785.5 -19041.1
-42.5625 -64.7547 | 2.28889 3.84496 | 14502.9 -5552.25
-42.298 -65.1909 | 3.03203 -1.10737 | -1498.99 14480.2
-42.0157 -65.6086 | 2.247 -2.99702 | 6377.76 -9421.81
-41.7201 -66.0245 | 1.06197 -1.62824 | -11085.1 -3282.44
-41.4262 -66.4377 | 0.897145 2.01935 | 102.753 18740.1
-41.1131 -66.8237 | -1.63494 2.34879 | -337.519 -10203.3
-40.7845 -67.1999 | -0.280454 2.187 | 354.317 14319
-40.4375 -67.5504 | 1.14569 0.914689 | -7981.25 -11043.8
-40.0878 -67.8999 | 2.22019 2.02788 | 361.988 -6498.93
-39.7159 -68.2322 | 1.2962 -0.919966 | 18142.9 -3978.92
-39.295 -68.5147 | 3.17231 -1.29516 | -18640.9 27079.9
-38.8487 -68.7176 | 0.266664 1.07355 | 5179.25 -12189.4
-38.3836 -68.8898 | -2.64976 -1.17378 | 7651.28 -19724
-37.9027 -69.0428 | -1.62119 0.519622 | -7568.41 20566.1
-37.4105 -69.1211 | -1.11098 -0.637772 | 8484.65 9468.38
-36.9079 -69.1458 | -0.728761 0.0657506 | 330.636 -27271.2
-36.404 -69.1784 | 2.92798 1.63389 | -3123.44 20726.7
-35.9015 -69.1734 | 1.68219 4.68253 | -3197.22 -12358.1
-35.4012 -69.1674 | 1.18275 4.71232 | 6656.01 -8269.13
-34.898 -69.1481 | 1.08449 1.74734 | -10149.3 19116.4
-34.4043 -69.0703 | -0.270061 1.42655 | 12949.3 -2055.41
-33.9076 -68.9662 | -2.88304 -3.54897 | -188.524 -6385.97
-33.4133 -68.8536 | -2.33612 -4.07842 | -10718.3 7049.48
-32.9288 -68.7258 | -0.219586 1.69352 | 6357.6 -10619.7
-32.4398 -68.609 | -0.404744 -2.58134 | 660.833 4684.2
-31.9516 -68.486 | -0.194362 -0.24154 | -8324.71 -1419.92
-31.4694 -68.3574 | 1.25347 -0.340396 | 9707.85 2974.39
-30.9828 -68.2231 | -2.01776 1.62073 | -510.483 -6104.53
-30.4974 -68.0883 | 1.41976 -5.22555 | -9124.14 12165.8
-30.0203 -67.9351 | 0.40525 1.0989 | 13285.6 -7594.19
-29.5331 -67.7966 | 1.09039 -2.67425 | -12215.9 159.625
-29.0498 -67.6701 | 0.839582 -1.7288 | 3321.24 -2697.89
-28.5625 -67.5601 | -0.609136 -2.38002 | -7115.36 6729.75
-28.0767 -67.4604 | 0.740705 -4.9911 | -887.025 -6711.43
-27.5847 -67.3943 | 0.484528 -2.60688 | 24936.8 -6987.36
-27.0749 -67.3575 | -0.37485 -4.12036 | -16039.7 16360
-26.5742 -67.3116 | -1.24138 -0.634043 | -5957.12 -7807.66
-26.0778 -67.2838 | -2.45679 -0.412151 | 446.305 10506.7
-25.5808 -67.2719 | -3.87048 -0.315334 | 3514.08 -16089.5
-25.0832 -67.3151 | -0.40361 5.29829 | -2034.73 7759.77
-24.5909 -67.3871 | -0.811956 5.32151 | -3310.02 -1103.99
-24.1069 -67.4904 | -1.9415 -1.73217 | -1335.95 4593.31
-23.6318 -67.6195 | 0.149668 1.67243 | -6461.58 -8347.54
-23.1698 -67.7827 | -3.53031 -1.76933 | 7186.99 8923.86
-22.706 -67.9501 | -1.99556 -1.88503 | 5081.34 117.488
-22.2414 -68.1319 | 2.92796 2.0107 | 13285 -12427.3
-21.7762 -68.3458 | 2.49501 -0.966288 | 9737.86 4570.75
-21.3169 -68.5809 | 1.94562 -0.124468 | -27094.6 -4310.51
-20.8952 -68.8513 | -0.0756623 0.366091 | -2868.27 10806.9
-20.487 -69.1268 | 1.18413 -0.690651 | -742.308 4457.78
-20.0833 -69.4028 | 0.833265 2.02126 | 8535.07 -8463.23


29.4738 13.5288 | -3.56377 2.7032 | 153.278 1044.78
29.9448 13.6971 | -2.67312 0.338496 | -273.578 -4163.64
30.4237 13.8381 | -0.429331 -3.26964 | -1277.37 -214.541
30.9074 13.9597 | 0.370785 -5.53496 | 4657.64 2677.26
31.3977 14.0712 | 1.94382 -5.93471 | 5482.41 2110.02
31.8936 14.1749 | 1.9731 -5.26577 | -5666.53 2291.19
32.3879 14.2688 | 0.4127 -3.72679 | -7268.99 -1630.5
32.8807 14.3396 | 0.813401 -0.422494 | 3803.14 -2669.61
33.3793 14.377 | 0.562385 0.889641 | 5248.8 95.8853
33.8827 14.3824 | -0.27916 -0.721133 | -2470.56 220.818
34.384 14.3581 | -0.379126 2.41379 | -5323.25 983.544
34.8793 14.3062 | 0.265216 3.30904 | 370.782 -551.676
35.3713 14.2265 | 1.77232 0.826093 | 6070.06 893.441
35.8628 14.1212 | 1.13397 0.166458 | 2579.57 -639.143
36.3495 13.9862 | -0.156497 1.31605 | -2825.35 -5867.38
36.8251 13.8179 | -0.0670413 2.10598 | 48.5589 5490.4
37.2937 13.6357 | -0.885009 1.06412 | -2364.93 4159.7
37.7532 13.4395 | -1.12217 1.13702 | -2807.25 -3847.01
38.1998 13.2171 | -2.07015 0.693355 | 1818.13 -3038.76
38.6378 12.9733 | -1.64011 0.845643 | 4762.93 597.39
39.0741 12.7203 | -0.320708 -0.687993 | -634.47 264.517
39.5066 12.4618 | -1.11912 -2.61532 | -3487.42 814.665
39.935 12.2012 | -1.4058 -1.804 | -779.982 -1109
40.3642 11.9433 | -2.27964 -3.36886 | -1397.11 -66.0461
40.7994 11.6989 | -1.9707 -4.46032 | -1916.28 5314.64
41.2454 11.4823 | -0.0735856 -0.967614 | -664.133 5107.82
41.7013 11.2924 | 0.348448 0.861612 | 544.97 -5141.33
42.1623 11.1091 | 0.928594 -0.186667 | 5502.73 -5341.33
42.63 10.9288 | 1.74666 -0.148466 | -21.4151 -1014.52
43.1033 10.7616 | 0.50286 0.839183 | -2539.93 3101.92
43.5825 10.6199 | -0.452456 2.05105 | -739.399 -15.5772
44.0682 10.5067 | 0.195974 2.18914 | -1535.63 -1689.32
44.5595 10.4253 | 2.48309 1.75471 | 3321.53 3193.07
45.0576 10.3855 | 1.2357 2.53059 | -1587.57 -3637.57
45.5569 10.3826 | -0.821893 2.09881 | 1430.43 4937.15
46.0564 10.4252 | 0.0806022 -0.159538 | 7162.76 1631.04
46.5569 10.5025 | 0.0806091 -1.33737 | -744.579 -5031.09
47.0535 10.5999 | -0.625976 -0.811814 | -2804 2955.88
47.5429 10.7224 | -0.407786 -0.635439 | -267.041 2121.42
48.0274 10.8627 | -0.537427 0.55624 | 802.405 -4309.87
48.5104 11.0055 | -1.24158 3.11739 | -2611.02 3227.46
48.9907 11.1514 | -2.362 0.867637 | -2557.41 -3908.42
49.4713 11.2863 | -2.96691 -0.0494912 | -250.622 -3214.46
49.9544 11.4079 | -2.53401 0.807971 | -849.171 6320.96
50.4391 11.5259 | -1.60114 0.0781895 | 3007.85 -1317.98
50.9303 11.6252 | -0.913634 -0.0399295 | 5000.93 -3487.07
51.429 11.6974 | -1.61655 0.245216 | -5435.21 -1943.6
51.9268 11.7497 | -1.74437 0.927104 | -3152.17 1116.09
52.4236 11.7948 | -0.759859 1.97254 | 6745.58 3055.37
52.9256 11.8405 | -0.182243 2.31816 | 5566.64 722.928
53.4325 11.884 | 1.17571 1.59082 | 1791.08 2805.83
53.9409 11.9218 | 1.9371 0.592836 | -9605.43 -1228.08
54.4434 11.9395 | 1.29129 1.81969 | -4606.5 -3778.25
54.942 11.9262 | 1.01921 3.7936 | 3154.8 3531.52
55.4405 11.8855 | 0.762874 4.55886 | -551.898 -1785.1
55.9345 11.8075 | 1.73544 3.26272 | 1429.28 -1025.65
56.4214 11.6901 | 1.16894 -0.297471 | -2025.22 2865.29
56.8957 11.5354 | 0.430092 -0.0545593 | -3348.41 -882.385
57.3518 11.3377 | 0.274687 0.670644 | 3112.23 -3934.84
57.7908 11.0985 | -0.754628 -0.984413 | -1077.38 -303.895
58.2132 10.8309 | 0.0863889 -2.28227 | 1967.89 1095.49
58.6268 10.5485 | 0.533797 -3.18716 | 3390.04 6120.82
59.035 10.2588 | -0.967805 -2.84449 | -444.337 -2147.21
59.427 9.94583 | -0.199093 -0.611965 | 135.971 -7741.68
59.7956 9.60118 | -0.16266 -1.59352 | -3571.94 4461.15
60.142 9.2393 | -2.52241 -5.12963 | 301.063 5646.79
60.4726 8.8663 | -3.04501 -3.96403 | 1370.26 -7273.68
60.7859 8.47298 | -1.01038 -1.09713 | 2418.06 -3000.57
61.0864 8.06556 | 0.945528 -2.04444 | 2052.42 313.689
61.3776 7.65072 | 1.15853 -2.48757 | -4237.4 3368.53
61.6561 7.23155 | -0.0120919 -1.05567 | 657.318 1750.08
61.927 6.80917 | -1.53855 -0.0246926 | -2028.27 -2508.52
62.1896 6.38223 | -0.547682 0.453538 | -4552.67 6452.32
62.4499 5.96107 | 0.687162 -0.710942 | -1268.53 5351.01
62.7191 5.55101 | -0.998687 -1.79508 | -35.7253 1170.28
63.0022 5.1515 | -2.09482 -2.31508 | 4898.17 -1811.42
63.3013 4.75947 | -0.55596 -2.17472 | 154.217 -7378.01
63.6062 4.3668 | 0.279004 -0.323447 | -3767.91 2171.34
63.916 3.98098 | -1.25119 0.742774 | 1024.05 4873.48
64.2376 3.60804 | -0.753035 1.87244 | -3708.41 -5089.79
64.567 3.24099 | -0.838409 1.14327 | 538.117 -1916.58
64.9158 2.89087 | -1.536 0.40667 | 2846.21 5261.39
65.2932 2.57361 | -0.946091 1.71987 | -3951.43 -1369.36
65.6912 2.28531 | 1.02209 1.37577 | 307.387 -622.657
66.1105 2.0291 | 1.62663 0.0997287 | -75.4494 3155.27
66.5485 1.80795 | 0.775665 -0.303738 | -68.8023 -5100.88
66.9993 1.61013 | -0.806319 -1.41109 | 2589.11 -632.091
67.4632 1.43898 | -1.54392 -1.32027 | -0.439246 -40.6099
67.9369 1.29516 | -1.17964 -0.581288 | 1795.64 -679.007
68.4187 1.17683 | -1.49306 0.38813 | -1332.57 1999.99
68.9044 1.08202 | -2.10688 1.50433 | -3839.38 -2029.59
69.3907 1.00022 | -0.667477 1.85235 | 5678.28 -478.042
69.8829 0.929466 | 0.0308487 1.04565 | 5676.28 616.724
70.3804 0.866519 | -0.623415 0.512243 | -1881.54 -1207.02
70.8763 0.80292 | -1.02237 -0.513661 | -8988.76 -962.883
71.3654 0.735426 | -0.0288629 0.00520837 | -119.878 687.216
71.854 0.668039 | 0.450829 -0.322408 | 5941.73 1822.89
72.3463 0.60237 | -0.559932 -0.112383 | -2266.45 364.812
