-77.9045 0.641557 | 4.30708 0.291183 | -12601 2214.86
-90.4026 14.7312 | 1.35302 -5.61398 | 1912.2 -3183.79
-89.9063 14.7408 | 3.07883 -2.19531 | 2994.87 755.531
-89.409 14.7853 | 3.5895 -3.03327 | 4594.45 -1652.22
-88.9136 14.868 | 1.28201 -3.1657 | -5995.54 9310
-88.4308 14.9991 | -1.22202 -0.504947 | 3854.56 -9624.18
-87.9531 15.1499 | 1.52958 0.461525 | 1531.41 2924.49
-87.4852 15.331 | 2.85449 0.383577 | -9936.13 -123.226
-87.0357 15.541 | -2.32661 -0.711105 | 7208.75 -3296.63
-86.5925 15.7699 | -3.65484 0.00164553 | -1179.3 5112.12
-86.1626 16.0252 | -1.38509 0.044495 | 135.844 -6518.83
-85.7433 16.2955 | -0.772236 2.39978 | 6479.06 3259.23
-85.3361 16.5928 | -0.619681 0.182509 | -605.858 10378.6
-84.9525 16.9267 | -0.839087 -0.47599 | 474.313 -4303.95
-84.5876 17.2782 | 2.01564 0.342891 | -10670.7 -2711.31
-84.2438 17.6408 | 1.75546 -1.1348 | 4407.56 -8132.46
-83.8997 18.0001 | -1.41598 0.455732 | 3954.41 10372.5
-83.557 18.3691 | 1.08993 -0.65146 | -3656.71 -3242.22
-83.2165 18.7361 | 1.64442 -0.786463 | 784.927 -8451.65
-82.8722 19.094 | 2.27977 -0.108789 | 1388.51 1865.63
-82.5323 19.4573 | 1.47863 0.662151 | -4177.87 3101.17
-82.2083 19.8354 | -0.221018 1.07282 | 4931.98 3984.19
-81.8932 20.2267 | -1.10691 1.12341 | 344.249 3965.38
-81.5879 20.6279 | 0.705886 1.4767 | -11293.2 -6790.33
-81.291 21.0256 | 2.84174 2.3327 | 6532.15 -4440.38
-80.9756 21.4083 | 4.25202 2.4192 | 1672.15 5996.34
-80.6427 21.781 | 0.917779 2.83215 | 1554.44 -3248.7
-80.2911 22.1363 | -2.0854 0.18427 | -2407.49 8609.29
-79.9254 22.4806 | 1.08221 -2.36394 | 406.404 -10437.5
-79.5356 22.7919 | 2.26507 -2.32595 | 3825.45 9115
-79.1236 23.0813 | -1.44931 -2.16235 | -4304.96 -4249.52
-78.6931 23.3342 | -4.80736 -0.318238 | -5294.83 -7327.3
-78.2456 23.5446 | -3.4565 0.403718 | 5865.81 10171.1
-77.7788 23.7279 | -2.62077 2.20406 | 14703.5 -1201.38
-77.2881 23.8702 | 0.292601 -1.25025 | -8982.32 1694.8
-76.7926 23.9742 | 2.10067 -3.1946 | -2266.23 -4761.17
-76.2927 24.03 | 0.877029 -0.643886 | -762.512 -1125.8
-75.7929 24.0442 | 0.937963 -1.88301 | -18194.1 1821.47
-75.3056 24.0277 | 0.898495 -2.95851 | 2964.22 4849.59
-74.8184 23.986 | -0.642393 -3.61442 | 13976.6 -6698.32
-74.3251 23.9066 | -1.17793 -3.07354 | 3909.08 3384.99
-73.8331 23.801 | -1.48335 -3.80216 | -3489.95 -3877.92
-73.3508 23.6649 | -1.94595 -5.05216 | -7748.09 2649.24
-72.8794 23.5115 | -3.64422 -4.42293 | 2774.3 2681.04
-72.4093 23.3498 | -2.00542 -2.264 | 9011.25 -3100.89
-71.9361 23.1763 | 1.35922 -1.71567 | -3098.41 -9355.98
-71.4654 22.9908 | 0.930806 1.05258 | 9147.21 6245.55
-70.9836 22.8276 | -0.382287 3.78819 | -13550.9 5513
-70.503 22.6931 | -1.65206 2.2992 | -2355.06 3307.88
-70.0194 22.5841 | -1.49172 2.03757 | 2847.22 -5704.7
-69.5321 22.4865 | -0.613101 -2.35478 | -9357.74 4205.68
-69.0468 22.4074 | -0.817036 -1.21941 | 12071.1 -832.13
-68.5525 22.3398 | -0.167866 -0.7993 | -1634.45 -4093.67
-68.0574 22.2752 | 0.0553522 0.654996 | -3691.95 -7241.02
-67.5617 22.2201 | 1.00387 0.0111848 | 14033.1 9757.17
-67.055 22.2108 | 4.38939 -1.26071 | -8366.56 1050.45
-66.5534 22.2424 | 2.59431 -0.1517 | -693.317 -5018.67
-66.0562 22.3057 | -2.43717 -0.422588 | 2621.67 7031.93
-65.5646 22.411 | -1.66109 -1.5416 | -8914.5 -2101.04
-65.0846 22.5411 | -2.7532 -3.81765 | 8104.57 -7291.77
-64.6046 22.6825 | -1.97869 -2.3611 | -956.299 4709.87
-64.1339 22.8535 | -0.86036 0.758486 | -5022.86 -1337.39
-63.6779 23.0529 | -1.96868 -0.170628 | 4618.66 -521.507
-63.2325 23.2795 | -3.13251 2.48098 | -1424.53 -1099.39
-62.8048 23.5372 | -3.19451 2.59319 | 5473.24 1219.1
-62.3975 23.8324 | -0.615364 1.28299 | -2427.34 10497.3
-62.0236 24.1745 | 0.394078 -0.431939 | 1414.12 -3536.23
-61.6745 24.5421 | -0.182546 -1.96959 | 2967.69 1389.12
-61.3465 24.9306 | 0.289456 -0.874999 | -3367.54 -3947.78
-61.0443 25.336 | -0.810918 0.068174 | -1163.38 5920.42
-60.7669 25.7626 | -0.563758 0.120785 | 2693.17 6404.42
-60.5027 26.203 | -0.121833 1.10468 | -329.044 -5306.63
-60.2416 26.6413 | -0.258224 -0.86162 | -2424.98 -7858.91
-59.9795 27.0721 | -0.730828 0.167197 | -1182.6 2594.91
-59.7149 27.5005 | -1.60816 -0.312568 | -2903 -5103.67
-59.4433 27.9188 | 2.34961 -2.86237 | -1938.4 -7225.73
-59.1595 28.3232 | 1.73263 1.15055 | -3335.1 12288.7
-58.8613 28.7237 | 2.44618 -0.798861 | 14695.4 -2265.23
-58.5221 29.0973 | 2.86689 -3.34342 | -8268.54 -497.999
-58.1621 29.4447 | 1.91665 -2.88637 | -7149.85 -4251.96
-57.7804 29.7579 | 2.52993 -4.00679 | 1481.61 -4471.44
-57.3695 30.0282 | 0.653667 0.0854252 | 656.754 3474.99
-56.936 30.2627 | 0.124041 0.376359 | -1261.14 -3484.36
-56.4872 30.4604 | 0.408172 -0.941318 | -10144.6 3340.73
-56.0338 30.6342 | 0.572742 0.239254 | 6322.53 5279.02
-55.5652 30.7784 | 0.708056 -4.25709 | 4430.09 -6093.35
-55.0807 30.8753 | 0.760774 -2.05241 | 8940.29 5063.23
-54.5833 30.9389 | 1.69955 1.27273 | -1162.12 1083.31
-54.0823 30.9695 | -0.630204 0.689465 | 765.533 -1726.47
-53.5802 30.964 | -1.42218 0.194984 | -1456.17 4768.52
-53.0814 30.9263 | 1.94752 0.388935 | -5972.09 -10299.2
-52.5916 30.8421 | 5.63517 -1.5423 | 4761.59 5703.55


54.1301 52.7175 | 0.277169 0.205013 | -11030.7 11099
54.4859 52.3851 | 1.38663 0.927583 | 10040.9 -11322.9
54.8363 52.0323 | 1.16691 -0.237846 | -1587.75 -1335.9
55.174 51.6647 | -1.3411 0.40245 | 3977.17 1987.77
55.5036 51.2888 | -3.15887 -0.519831 | -1041.16 4262.94
55.8164 50.901 | -2.86388 -4.3936 | -2943.54 -11174.7
56.1029 50.4871 | 0.540757 -3.19654 | 9288.57 -2362.03
56.3779 50.0609 | 1.75492 -1.39472 | -10489.3 12576.3
56.6287 49.6326 | -2.29758 -2.19437 | -4733.21 3043.83
56.8625 49.2002 | -4.30159 0.727958 | 10278.5 -1365.49
57.0973 48.7642 | -0.578898 3.77428 | -2201.16 -1469.42
57.3168 48.3183 | -1.38102 1.58928 | 2995.7 -6383.72
57.517 47.8578 | -2.54452 -0.722672 | 2498.44 -416.494
57.691 47.3853 | -4.25629 0.142114 | -6547.65 -199.946
57.8238 46.9022 | -3.17486 1.32748 | -4071.74 8590.8
57.9245 46.4194 | -2.89171 2.31595 | 1401.74 12150.7
58.0129 45.9429 | 0.0949871 3.28704 | 2731.44 -6594.01
58.0977 45.462 | 2.96911 2.06907 | -2558.1 -2002.71
58.1795 44.9784 | 0.279515 0.502495 | 4193.06 -4763.52
58.2714 44.4924 | -3.68572 -0.238531 | 241.193 -2444.2
58.3727 44.0072 | -5.01864 -1.56282 | 1042.38 14578.2
58.4824 43.5322 | -3.01162 -1.56551 | -3555.21 -10186.3
58.5878 43.0508 | -3.62983 -0.727972 | -1151.1 -3965.24
58.6955 42.5666 | -2.39641 -0.952977 | 7872.1 3340.57
58.8192 42.0867 | 0.743988 -2.65483 | -7752.1 -302.048
58.9402 41.6067 | 0.859679 -3.48099 | 1475.28 -2546.07
59.0706 41.1257 | 1.24621 -1.3519 | 7829.16 -12567.4
59.2194 40.6398 | 3.15022 -1.86892 | -9654.84 960.621
59.3756 40.1584 | 2.61382 -1.88749 | 4917.79 12760.9
59.5633 39.6952 | 0.842011 0.115081 | 5902.9 -7981.22
59.7786 39.2381 | 2.61846 -0.779066 | -12875.7 -4758.28
60.0036 38.7863 | 2.68645 -1.99528 | 5235.39 6868.01
60.27 38.3603 | -0.173059 -3.01904 | 7346.46 1618.52
60.5829 37.9645 | 0.206251 -2.54681 | -1665.19 -5917.89
60.9243 37.5898 | -3.0263 -0.795377 | -2331.4 736.809
61.2903 37.2427 | -3.97097 -1.63726 | -9406.09 8097.04
61.6783 36.9348 | -2.41155 -3.24034 | -334.684 1398.47
62.0947 36.6688 | -0.715722 -1.8192 | 9254.82 -6931.41
62.5422 36.4434 | -1.76389 -3.00728 | -4598.39 1777.19
63.0088 36.2694 | -2.30017 -1.59855 | -3288.44 6632.86
63.4891 36.1534 | -1.43933 -0.193506 | -3865.86 -7095.97
63.9761 36.0774 | -0.76973 -3.23863 | 7642.49 3500.79
64.4744 36.0497 | -0.541442 -1.10961 | 13813.9 -245.689
64.9832 36.0605 | -1.5263 -0.642348 | -8153.99 -2172.53
65.4865 36.1 | -1.98312 -4.77962 | 1251.5 346.804
65.9862 36.1677 | -0.39079 -1.32647 | -7514.46 8711.18
66.4772 36.2622 | 1.5825 -0.641729 | -84.6816 -12001.7
66.9684 36.345 | 0.6911 -1.16929 | 4418.09 3527.9
67.4624 36.4247 | 0.785431 0.463153 | -8765.33 730.914
67.9524 36.4969 | -0.173927 -0.71231 | 1711.39 1553.87
68.4459 36.5514 | -0.254572 -1.73516 | 11385.1 -473.232
68.9484 36.5729 | -2.10899 -0.733462 | -12953.6 -7839.9
69.4436 36.5504 | -2.43043 -0.832815 | 2167.32 4144.51
69.9381 36.5052 | 0.397802 -0.227951 | 5515.07 5386.05
70.4343 36.4422 | 0.599931 0.0466977 | -357.042 -6526.21
70.9258 36.3439 | 0.528639 0.90271 | 217.082 2629.35
71.4109 36.2191 | 0.13432 0.0365276 | -1562.58 4893.47
71.8863 36.0666 | -0.239296 -2.89611 | 3008.51 -10339
72.3478 35.8685 | -1.67179 -5.59181 | -7338.15 9263.98
72.7894 35.6448 | 0.489114 0.392912 | 347.853 7512.29
73.2109 35.3917 | 2.38645 2.65793 | -1351.94 -7535.53
73.5968 35.0855 | 0.799658 -1.18726 | -5756.72 63.2052
73.9421 34.7352 | -0.450124 -2.49063 | 14473.2 -5614.32
74.2671 34.3535 | 1.97794 -0.445365 | -418.79 -57.6175
74.5621 33.9474 | -1.79808 -2.65334 | -9388.41 3054.53
74.8217 33.5236 | -0.456983 -2.68529 | 7869.29 3127.88
75.0682 33.092 | 1.94454 -3.6909 | 2190.63 652.846
75.2942 32.6488 | 0.336026 -1.48642 | -7084.86 -5185.54
75.4844 32.1877 | 1.49305 0.326968 | 3092.73 1297.67
75.6551 31.7188 | 0.512863 -1.40946 | -3438.45 -256.19
75.8116 31.2449 | 2.43519 -0.203309 | 11306.2 -3539.51
75.9737 30.7692 | 5.38808 0.539285 | -9962.61 7969.44
76.1206 30.2958 | 3.45653 -0.564279 | 1567.14 2889.98
76.2633 29.8229 | -0.988529 -0.618569 | -5150.8 -8458.49
76.4042 29.3442 | 0.522139 -0.345279 | 8614.31 -5886.68
76.5728 28.8675 | 1.51267 1.74838 | 9896.66 545.746
76.7719 28.4006 | -1.58563 0.600305 | -9934.22 7722.63
76.969 27.9416 | -3.2825 -2.63951 | -8594.85 4803.04
77.1584 27.486 | -1.27476 -1.56644 | 4036.57 -2607.99
77.3594 27.0329 | -1.35203 0.68398 | 1577.33 -4887.37
77.5781 26.5844 | -4.18319 0.999294 | -6445.2 1069.72
77.8183 26.1503 | -1.62762 0.0285611 | 2972.74 7734.71
78.1018 25.7475 | 2.53893 -1.56588 | 5819.34 -312.794
78.4279 25.374 | 1.19477 0.038571 | 725.634 -9071.53
78.7789 25.0164 | 0.826398 0.0719832 | -5247.65 -1630.04
79.1485 24.6799 | 1.08029 -3.1249 | 4222.61 7225.48
79.5468 24.3794 | 3.78817 -2.25334 | 240.586 -474.676
79.963 24.1028 | 1.53148 0.539975 | -1040.27 -8614.97
80.3895 23.8365 | -1.41369 -1.94719 | 4254.2 391.801
80.8333 23.5942 | -0.937975 -0.359318 | 2762.74 3924.62
81.293 23.3831 | -0.537686 3.17365 | -8882.7 -6511.02
81.7577 23.1944 | 0.230587 1.28656 | -550.029 6428.18
82.2352 23.0527 | 1.75914 -0.653365 | -2236.14 2542.64
82.7219 22.9608 | -0.111721 -2.6248 | -5022.07 4983.29
83.2122 22.9122 | -1.41658 -3.545 | 12221.3 -1479.26
83.7124 22.8791 | 0.439467 0.568717 | 4456.58 -5800.47
84.2157 22.8364 | -0.0229526 4.15714 | -8152.66 -2042.36
84.7127 22.78 | -0.43063 2.44195 | -2114.34 135.462
85.2071 22.7158 | 0.59129 0.789942 | 5181.96 2437.02
85.7043 22.6497 | -0.220122 -1.7023 | -2314.92 58.139


45.9004 -34.988 | -0.977978 1.2924 | -2220.4 -12162.8
46.084 -34.5348 | -3.36041 2.10154 | -2109.23 5184.92
46.2402 -34.0666 | -3.45572 1.2244 | 5145.27 14156.7
46.381 -33.5825 | -0.426755 0.0615117 | -844.103 -3433.87
46.5115 -33.0967 | -1.00266 2.09084 | -8792.78 -1408.23
46.6394 -32.6138 | -1.24332 2.8876 | 14411.9 -7464.42
46.8042 -32.1458 | -0.946774 -0.292017 | -3765.61 -7624.57
46.9829 -31.6878 | 1.05885 -2.95696 | -4694.43 15315.9
47.1605 -31.2217 | 4.42017 -3.55559 | 2097.95 -6205.44
47.3511 -30.7639 | 2.18988 -2.47841 | -3246.6 -6939.15
47.555 -30.3172 | -2.15546 -0.848364 | -749.608 7495.62
47.777 -29.8739 | 1.52974 -2.22511 | 7727.31 4755.6
48.032 -29.4402 | 4.29723 -2.06841 | 4844.99 11068.9
48.3171 -29.0157 | 1.90787 2.73805 | -8153.5 -6542.82
48.628 -28.6173 | 2.25083 3.93494 | -628.107 -4827.5
48.9785 -28.2574 | 2.07218 3.38545 | 14179.6 2700.35
49.377 -27.9402 | 0.933707 2.40328 | -8993.65 -6624.67
49.797 -27.6632 | -1.14316 1.5365 | -3710.1 1983.01
50.2298 -27.4115 | -0.593873 -0.369926 | 342.116 3784.14
50.6753 -27.1821 | 1.42443 -2.61948 | -4985.23 -3562.17
51.1322 -26.9862 | -0.0516819 -4.70367 | 2679.67 -809.546
51.6034 -26.8273 | -3.50638 -4.36541 | -6346.58 -2341.15
52.0814 -26.7037 | -4.73507 -3.69035 | 6627.82 7973.74
52.5702 -26.6064 | -4.08475 -2.23868 | 953.689 -10368.8
53.0659 -26.5531 | -3.06836 -3.36227 | -5585.3 3056.8
53.5608 -26.5181 | -4.4061 -1.58344 | 8598.04 7386.38
54.0626 -26.4881 | -4.10317 -2.17812 | 7399.43 -9090.39
54.5712 -26.4774 | -0.94673 -5.42817 | 637.176 5674.37
55.0806 -26.4634 | 0.335652 -0.833522 | -5224.08 1300.96
55.5861 -26.4449 | -0.695675 0.649227 | -4640.3 -5228.29
56.0889 -26.4262 | -2.11977 -2.07144 | 11861.1 3487.1
56.5978 -26.391 | -2.77381 -0.521305 | -6118.54 8247.32
57.1018 -26.3344 | -2.84009 0.931118 | -5231.3 -9307.55
57.602 -26.2843 | -1.9189 3.756 | 1940.67 -1284.54
58.1032 -26.2336 | -1.53549 1.74051 | 2725.69 3395.53
58.6059 -26.1696 | -1.13572 0.406559 | 7483.4 -3707.89
59.1116 -26.0915 | -1.10687 -2.27816 | -2548.9 6208.51
59.6107 -25.9801 | -0.727149 -3.70718 | -588.149 -355.774
60.1005 -25.8397 | -0.0847392 -1.85607 | -9193 -3754.23
60.5734 -25.6731 | 2.81459 -2.62134 | -10681.4 -1237.64
61.0269 -25.4782 | 1.78727 0.138143 | 5621.61 216.923
61.4727 -25.2597 | -0.545061 0.687266 | 7471.33 -1740.43
61.9117 -25.0186 | 0.855425 0.259711 | -1030.54 1027.36
62.3298 -24.7425 | 2.09234 0.674866 | -2230.22 1265.39
62.7161 -24.4247 | 2.02657 1.85721 | 552.548 -887.51
63.0652 -24.0671 | 2.96298 1.52987 | -927.582 2022.02
63.3692 -23.67 | -0.531064 2.34376 | -6143.81 809.042
63.6256 -23.2416 | -1.80654 2.42527 | 4635.7 4044.13
63.8567 -22.795 | 0.784394 0.408033 | 3669.52 -6546.03
64.0751 -22.3443 | 2.32409 -0.220988 | -3203.02 3269.86
64.276 -21.8844 | 2.43711 -1.14256 | 2692.78 2280.14
64.4692 -21.4191 | 4.00032 -3.35157 | -438.496 -3911.98
64.6571 -20.9544 | 3.17404 -2.17587 | -3843.57 159.743
64.8409 -20.4895 | 3.50748 -2.04524 | 7656.46 -4214.76
65.0351 -20.03 | 2.87343 -0.0684226 | -8180.79 2989.89
65.2223 -19.5682 | 1.78453 2.2878 | -1539.04 -332.624
65.4173 -19.111 | -0.624804 -1.21851 | 7186.71 -8712.25
65.6387 -18.6688 | 0.31202 -3.35333 | -1032.13 9641.99
65.8708 -18.2261 | 1.55525 -2.1697 | -3288.53 2388.56
66.1121 -17.787 | -1.27613 -0.764268 | 4447.2 -4527.45
66.3757 -17.3612 | -0.851903 -0.892753 | 3392.42 4797.91
66.656 -16.9421 | -0.581438 -0.362028 | -3791.38 -2255.9
66.9419 -16.5296 | -2.04436 0.891787 | -6789.44 2987.86
67.2321 -16.1223 | 1.79721 -1.7726 | 1089.97 -4565.54
67.5471 -15.7367 | 0.0992375 -2.90187 | 7989.08 -5732.25
67.8958 -15.38 | -4.29145 0.411795 | -6983.06 14074.8
68.2581 -15.0319 | -3.05709 -1.32203 | 4159.63 -6516.29
68.6505 -14.7184 | -0.246616 -2.29671 | 3278.57 1708.76
69.0714 -14.4413 | 0.31856 0.602129 | -5583.01 -4359.38
69.5106 -14.2051 | 0.179521 -1.45243 | -7230 2156.91
69.9631 -14.0065 | -1.69048 -0.650315 | 3155.23 -3553.53
70.4344 -13.8575 | -3.99916 3.54651 | -695.433 -2046.27
70.9172 -13.7529 | -2.52983 0.21928 | 1396.09 6151.26
71.4069 -13.6762 | -1.68447 -4.06343 | -365.941 -2137.46
71.9002 -13.6323 | -2.04467 -1.21558 | -3197.27 2894.12
72.3936 -13.6157 | 0.528058 -0.0445895 | 5558.52 -1251.13
72.8906 -13.6313 | 0.208665 0.881525 | 147.226 -2361.43
73.3867 -13.6774 | -1.43407 2.6497 | -69.4504 1633.72
73.8812 -13.7419 | -0.189485 0.48893 | 5493.94 5121.43
74.3771 -13.8193 | 0.317962 1.52394 | -721.474 -5447.22
74.868 -13.926 | -0.663612 1.05916 | -1792.66 -8462.76
75.3519 -14.0571 | -1.07928 0.146667 | -9745.54 6675.4
75.8316 -14.1737 | 1.39735 -2.01336 | 1583.16 8118.6
76.3178 -14.256 | 4.16675 -2.46456 | 7233.82 -6056.72
76.812 -14.3181 | 2.78508 0.671482 | -6543.11 3057.09
77.3057 -14.3533 | -0.674524 0.696205 | 4531.8 917.123
77.8045 -14.3674 | -2.10824 0.232673 | 11413.8 -4996.81
78.3116 -14.3708 | 0.624841 -1.39776 | -3097.18 -1055.63
78.8173 -14.3545 | 2.34492 -1.07858 | -2274.58 2862.85
79.318 -14.3059 | -1.22432 2.25442 | -10395.3 -530.676
79.8072 -14.2239 | -1.55097 0.0514487 | 4171 -4957.7
80.2916 -14.1087 | -0.606836 1.09956 | 7450.84 10493.7
80.7666 -13.9388 | -1.13241 -1.97358 | -2251.11 -4768.01
81.2218 -13.7256 | -0.583892 -4.11496 | -2828.64 3787
81.6477 -13.4627 | -1.22958 -3.97995 | -11197.1 -2566.53
82.0379 -13.1625 | 0.975237 -4.94233 | -1095.12 -10691.6
82.407 -12.845 | -0.0504705 -1.13437 | 7295.67 2871.27
82.7589 -12.5017 | 0.468414 1.2981 | 23.9717 8422.9
83.084 -12.1251 | 1.7544 3.39884 | 6816.97 3071.67
83.3899 -11.7259 | -2.54839 4.72413 | -3063.98 -3118.62


9.31371 -63.5228 | -3.21961 1.58186 | -4415.09 5217.61
9.78687 -63.6682 | -1.98501 -1.88359 | 4561.95 -7389.5
10.2702 -63.7922 | -0.897115 0.868043 | -2039.12 -214.098
10.7599 -63.8798 | 1.11963 0.433052 | -5296.51 3974.25
11.2519 -63.9151 | 0.857027 -0.0556649 | 653.04 -8.47553
11.7451 -63.8988 | 0.712955 2.64526 | 3848.56 2862.19
12.2372 -63.8349 | 0.414874 -3.29105 | -2732.27 -4556.49
12.7227 -63.7409 | 0.552404 -0.297201 | 972.28 -4527.69
13.2025 -63.6189 | 1.5684 3.72342 | 7327.41 5161.63
13.6751 -63.454 | 1.45246 1.00399 | -2953.17 3386.56
14.1304 -63.2474 | -1.53482 0.972957 | -5931.34 -1714.63
14.5697 -63.0154 | -3.56788 2.42234 | 8388.52 312.439
15.0084 -62.7727 | -0.800861 0.395608 | 3779.23 -4762.17
15.446 -62.5261 | 1.68517 3.71343 | -9941 4803.82
15.8698 -62.2626 | 3.17117 2.49632 | 5698.93 733.104
16.2957 -61.9947 | 4.18714 0.147307 | 7841.01 4263.54
16.7311 -61.7292 | 1.63057 2.25248 | 4847.9 -3567.49
17.1759 -61.4758 | -1.08937 1.67578 | -7342.01 93.4176
17.6175 -61.2277 | 0.544813 -2.02415 | -14144.4 -3375.48
18.0535 -60.9891 | 0.401723 -0.41238 | 11656.4 -5356.52
18.5048 -60.7693 | 1.53029 0.434505 | 5192.84 13001
18.9634 -60.5471 | -0.0696317 2.84934 | -2706.88 -546.963
19.4279 -60.3398 | -1.45276 2.20185 | 2386.99 -11178.8
19.9035 -60.1648 | -2.38992 -0.360416 | -6375.48 3912.03
20.3792 -59.9994 | -2.34964 -1.46395 | 445.405 7190.23
20.8592 -59.84 | -2.23092 -4.16944 | 9961.8 -2739.29
21.3533 -59.7098 | -2.15078 0.280043 | -8811.69 -3331.95
21.8495 -59.6166 | -1.53519 4.23651 | -4492.69 1019.65
22.347 -59.5613 | -0.963542 3.70706 | -1990.26 -733.85
22.8449 -59.5518 | 0.985126 2.21022 | -2952.81 -5392.14
23.3393 -59.5924 | 0.831867 1.02886 | 3957.77 6072.69
23.8317 -59.6642 | 0.256706 1.30182 | -1886.31 6049.93
24.3149 -59.7716 | 2.09021 1.01279 | -6301.58 -6264.79
24.7771 -59.9386 | 2.38317 -1.77514 | 2400.1 632.726
25.219 -60.1559 | 0.154219 -1.50603 | 762.1 628.391
25.6381 -60.4148 | 0.356265 0.39329 | -2184.19 1186.41
26.0323 -60.7067 | 0.0495659 -2.18867 | -3877.66 3981.46
26.4047 -61.0204 | 1.49825 0.231802 | 2763.26 -887.781
26.7655 -61.3506 | 0.353674 2.67493 | 6538.72 -6689.68
27.1225 -61.6931 | -1.13967 3.26484 | -6633.05 6712.47
27.4748 -62.0317 | -3.54438 0.752924 | -3867.22 5391.62
27.8315 -62.3603 | -3.95981 -0.542532 | 8289.51 -12245.7
28.2052 -62.6851 | -0.220574 -0.199839 | 11495.2 1107.12
28.6043 -62.9905 | 0.279117 -1.92645 | 301.577 -4216.05
29.0142 -63.2844 | -3.36963 -2.71029 | -15817.2 2986.99
29.425 -63.562 | -6.62443 -2.58195 | 10683.9 3350.68
29.8603 -63.8098 | -2.38907 -1.76859 | 13997.6 -7197.37
30.3179 -64.0388 | 2.6686 -0.416708 | -7657.91 460.282
30.7789 -64.2511 | -0.442684 -2.03041 | -10285.8 4844.33
31.2399 -64.4434 | -3.33973 -2.03678 | 2344.11 -2234.09
31.709 -64.6188 | -1.43993 0.934414 | 5728.12 -701.306
32.1897 -64.7728 | 0.17345 1.15568 | -112.274 -3226.22
32.6775 -64.9034 | -1.75955 0.870586 | -8733.55 3884.12
33.1676 -64.9959 | -2.49618 0.260723 | 2736.85 4566.34
33.6646 -65.0458 | -3.05581 0.697554 | 1204.61 -2924.65
34.1656 -65.0673 | -3.95671 -0.13406 | 8041.16 -935.493
34.6723 -65.0644 | -1.34934 1.25639 | -3005.17 -2671.09
35.1758 -65.0376 | -0.512074 3.19822 | -11920.4 -461.38
35.6682 -64.9778 | -1.36074 0.787625 | 3470.96 3824.49
36.1557 -64.8772 | -0.312888 1.67265 | 2717.06 -1598.27
36.6374 -64.7432 | -1.38011 2.35803 | 2243.14 1415.55
37.112 -64.5755 | 1.64525 1.55422 | 10055.8 4526.21
37.5817 -64.3751 | 3.38198 0.856491 | -7276.84 1376.5
38.0358 -64.1498 | 1.19853 -2.8232 | -2827.12 -8571.71
38.48 -63.9172 | 0.995659 -0.789499 | -8522.13 4338.45
38.9121 -63.6706 | 0.35578 0.0801553 | 6241.95 -2447.06
39.3506 -63.4277 | -0.195083 -0.298905 | 12449.9 6766.8
39.8023 -63.189 | 0.465238 2.00894 | -6006.74 922.323
40.2586 -62.9642 | -1.99523 -1.58982 | -173.03 -9553.06
40.7261 -62.7724 | -2.14101 -0.401593 | 1849.62 -3361.32
41.2005 -62.6016 | -0.579849 -1.66952 | -14741.5 12115.5
41.667 -62.4279 | 0.83639 -1.92344 | 5725.4 -8293.85
42.1444 -62.2851 | 2.64649 -2.0573 | 585.786 -6709.02
42.629 -62.1727 | 1.1609 -3.30458 | -5298.68 12474.9
43.1128 -62.0627 | 0.555571 -0.469762 | 3720.3 -6463.69
43.6039 -61.9782 | -1.84214 -0.95918 | 5660.68 3079.14
44.103 -61.9138 | -3.80915 -1.06644 | 4540.58 2025.18
44.6071 -61.8736 | -2.14963 -0.301493 | -14396.2 -2846.22
45.104 -61.868 | -2.12418 -0.863069 | 5885.11 2960.18
45.6034 -61.8972 | -1.20067 -0.937366 | 9130.04 -9089.45
46.1039 -61.9736 | -1.69074 -0.83343 | -13654.6 3400.48
46.5921 -62.0754 | -2.63643 -0.323806 | 9130.24 8153.92
47.082 -62.1892 | -2.93289 -1.35317 | 4396.79 -6444.76
47.5672 -62.338 | -4.57498 -2.24743 | -2460.28 -1864.25
48.0387 -62.5236 | -1.01457 1.46568 | -4286.99 -4061.44
48.4946 -62.7406 | -0.137594 -0.0758197 | 1206.68 3629.65
48.9454 -62.9661 | -1.00364 0.403652 | 1353.64 5159.04
49.3945 -63.1907 | -1.0377 0.866332 | -8185.22 734.384
49.8335 -63.422 | -1.92573 -0.899449 | -5944.61 3098.34
50.2654 -63.6587 | -0.641637 -1.10556 | 11740.7 -10842.5
50.7038 -63.9052 | 2.52542 -0.0477194 | 8283.84 3541.94
51.1526 -64.1427 | 3.43448 0.619928 | -6361.99 -1217.4
51.5996 -64.3749 | 2.2646 1.09585 | -8662.17 9927.54
52.0439 -64.5928 | -0.530015 1.72457 | -2799.28 -5401.86
52.4867 -64.811 | 0.220469 0.906313 | 530.996 -4856.54
52.9366 -65.0206 | -1.43826 -1.24364 | 11765.8 1403.87
53.4084 -65.1979 | -1.18373 2.73657 | 5840.38 5397.75
53.897 -65.336 | -2.75144 1.8804 | -6430.16 -9110.87
54.3883 -65.4532 | -4.63052 -4.08152 | -4381.77 9236.01
54.8831 -65.5286 | -3.17335 -5.43002 | -6.32757 -3666.55


-90.799 27.3527 | -1.26538 0.801171 | 440.921 1882.43
-90.439 27.7016 | -1.1661 2.56974 | -1177.24 -2690.11
-90.0913 28.0612 | 3.82235 -1.45032 | 8909.73 5857.54
