-5.28933 15.2074 | 0.227707 1.44535 | 5693.14 3125
-25.4136 -1.28168 | 0.587836 5.60286 | -961.461 832.041


18.5532 -82.8206 | 2.3975 -0.62567 | 1082.08 267.697
18.9805 -83.0804 | 3.73172 2.41721 | -4867.93 3172.78
19.3901 -83.3633 | -0.536945 -2.99464 | 11026.4 -7913.53
19.7902 -83.6742 | 0.966874 -2.90564 | -7066 -10910.9
20.1738 -84.008 | 4.46762 1.08271 | 8938.44 22340.5
20.569 -84.3222 | -1.34854 4.41634 | -1921.67 -19118
20.958 -84.6539 | -0.595696 4.29946 | -2157.28 5060.18
21.3487 -84.9796 | 1.82143 7.94806 | 3516.46 6403.8
21.7507 -85.2894 | -1.26497 3.48176 | -4653.06 -9726.74
22.1566 -85.5951 | 0.396017 3.53814 | 4866.65 14464.3
22.5795 -85.8709 | 0.819445 1.02052 | -10869.1 -11591.3
23.0025 -86.1395 | -1.11641 0.138922 | 523.48 20248.1
23.4388 -86.3691 | 2.53975 0.570654 | -11348.5 -2840.25
23.8709 -86.5942 | 5.3775 -1.56647 | 6834.75 -14712.7
24.3079 -86.8278 | 2.2384 0.774388 | 8987.87 4070.7
24.7605 -87.0386 | -3.04901 3.78456 | -17636 10181.4
25.2141 -87.2197 | -1.45124 0.857416 | 18344.4 -14081
25.6851 -87.389 | 7.71285 1.40995 | -10570.1 5315.39
26.1603 -87.5259 | 1.82532 -1.97988 | -134.5 3897.81
26.6444 -87.6255 | -0.321906 0.795924 | 10050.4 -4362.49
27.1415 -87.6997 | 0.613325 -0.0678033 | 7352.54 -12573.8
27.6491 -87.7492 | -4.10997 3.81171 | 6080.34 14783.6
28.1615 -87.7279 | -3.55694 -1.15031 | -15076.5 4916.63
28.6579 -87.6449 | -2.04465 -1.10038 | -6075.66 -10041.8
29.1421 -87.5307 | 4.99516 -3.25299 | 9281.41 1835.1
29.6212 -87.3794 | 1.85014 -0.720024 | -915.031 456.267
30.0843 -87.1878 | -4.30421 1.88257 | -13734.4 -5622.67
30.5197 -86.957 | 2.08269 6.02048 | 13487.3 15631.2
30.9412 -86.6807 | 0.116797 0.821064 | -2235.65 -13899.1
31.3494 -86.3923 | -3.54788 0.0968142 | 533.32 2438.76
31.7406 -86.0792 | -0.554747 3.50917 | -2194 12564.1
32.1136 -85.735 | -0.813703 4.33156 | 15110.2 3673.39
32.4954 -85.3855 | 2.47091 0.0860204 | -1168.88 891.794
32.8828 -85.044 | 0.786561 -2.45014 | -10351.3 -22550
33.2744 -84.7318 | -4.11117 -0.0584414 | -13027.9 11668.5
33.6633 -84.4209 | 6.25514 -2.51154 | 22487.9 -3317.23
34.0853 -84.1382 | 0.927504 6.22197 | -7259.14 3534.1
34.5181 -83.8745 | -2.38496 4.07559 | -1348.13 -4293.48
34.9649 -83.6381 | -2.65564 4.47141 | 14384.9 -5056.87
35.4302 -83.4239 | -1.00222 -0.0204619 | -11810.7 26184.1
35.8874 -83.1951 | 4.23812 0.666039 | -10435.1 -34632.3
36.3515 -83.019 | -0.0295267 4.86529 | 3641.05 14303.8
36.824 -82.85 | -0.710215 2.6806 | 16154.9 12760
37.3144 -82.6926 | 7.2081 -2.06055 | 764.8 -18472.7
37.8152 -82.5863 | -0.282006 -3.36819 | -25169.9 13033.6
38.3039 -82.5023 | -0.0937499 -1.55374 | -2102.95 -6340.8
38.7958 -82.4759 | 1.3019 -0.307281 | 17579.6 -11683
39.2973 -82.5172 | 2.13247 0.0938763 | -14167 3495.36
39.7888 -82.5876 | 1.34251 -1.44179 | 12572.5 17984
40.2864 -82.6589 | -3.29081 2.87455 | 2385.92 -21252.1
40.779 -82.7782 | 2.53598 3.16258 | -7570.75 12208.3
41.2608 -82.911 | 3.73846 5.44631 | -4889.02 -4598.38
41.731 -83.0643 | 0.708349 2.49022 | -16624.8 7854.69
42.189 -83.2201 | -3.54053 -2.88939 | 23602.2 2331.2
42.6605 -83.378 | -0.706835 3.71249 | 623.658 -22066.7
43.1275 -83.5648 | 2.16901 5.30827 | -12115.9 18647.5
43.5914 -83.726 | 2.33529 8.04245 | -4227.79 8849.3
44.0578 -83.8652 | 1.68266 5.72326 | 13517.2 -10862
44.5314 -84.0183 | 5.16394 -0.427737 | 2121.51 -3884.36
45.005 -84.1897 | 4.00981 -2.74599 | 13391.7 -12329.4
45.4861 -84.3763 | 2.6423 -0.33879 | 4723.85 6768.46
45.9741 -84.5435 | 2.69907 1.39279 | -29840.4 5620.62
46.4485 -84.6824 | -0.0324088 -1.0515 | -8020.57 12250.7
46.9248 -84.7797 | 0.526603 -7.33647 | 22394.9 -17831.5
47.4185 -84.8656 | 1.64497 -1.94181 | -6327.16 8393.51
47.9141 -84.9112 | 1.16259 -4.37753 | -9293.03 3865.92
48.4059 -84.9208 | 2.73967 2.46203 | 10592.2 -5677.73
48.9037 -84.9146 | 1.19093 -1.22014 | -2312.73 -6673.54
49.4 -84.8911 | 1.5549 -2.57977 | -4515.78 18862.4
49.8909 -84.8239 | 1.14418 4.94931 | 10192.5 -15530.3
50.3866 -84.7638 | 0.763513 -0.486129 | -10908.7 -5511.08
50.8746 -84.6982 | -0.468658 0.886249 | 474.535 4635.13
51.3559 -84.5972 | 2.92399 -2.004 | -977.35 2506.59
51.8246 -84.4533 | 2.21219 0.631802 | -9942.34 -2802.58
52.2741 -84.2746 | -2.46495 0.279149 | 9109.19 -10822
52.7157 -84.0706 | 3.4046 -1.37376 | -140.784 22381.8
53.1341 -83.8068 | 1.39265 3.27048 | 14447 -14030.7
53.5469 -83.5271 | -3.01971 3.26725 | -9150.15 2592.44
53.9326 -83.2165 | 5.61411 0.82869 | -2392.52 2888.64
54.2979 -82.8823 | 2.27284 -0.0750787 | 10605.2 -9107.01
54.6607 -82.5435 | -1.52509 2.18796 | -5851.26 12144.5
55.0011 -82.179 | 0.137986 6.48345 | -4116.81 -9730.22
55.33 -81.8104 | 5.18922 1.64348 | 5954.52 9432.99
55.6625 -81.4342 | 5.2884 0.550652 | 15451.5 4892.67
56.0119 -81.0604 | -0.0319981 1.94341 | -8185.54 -10565.1
56.3558 -80.6906 | 2.41018 -4.06201 | -2941.49 12794.8
56.6865 -80.3031 | 7.29458 -3.72265 | 2497.83 6839.82
57.0195 -79.9127 | -1.46797 -4.82161 | -1914.84 -22562.6
57.3681 -79.5513 | -6.52042 -2.41286 | -199.755 12875.4
57.7246 -79.1943 | 2.67674 4.03536 | -11883.9 -9819.64
58.0885 -78.8612 | 2.89106 2.05965 | -4861.15 -13544.6
58.4729 -78.5632 | 1.32764 -3.17094 | 19424.3 23509.3
58.8869 -78.2743 | 8.4852 -2.97036 | -6143.95 2499.09
59.3207 -78.0178 | 2.10107 -6.42056 | -3073.39 -6318.19
59.7827 -77.8295 | -0.143052 -6.79871 | 1627.33 -8465.61
60.2716 -77.7302 | 5.19432 -1.39402 | 12366.6 -12812.1
60.7779 -77.7052 | 2.92109 -1.54889 | -5328.63 32256.6
61.282 -77.6837 | 2.4711 -0.677755 | -18149.2 -19879.9
61.7768 -77.7223 | -3.40503 4.69321 | 39257.6 847.001
62.2922 -77.7989 | -0.708141 -0.158268 | -26936.9 4192.06


53.8516 -78.088 | 2.51852 -11.9309 | 8365.41 3458.04
54.3357 -77.9277 | 5.38084 1.84643 | 7963.55 6149.28
54.8123 -77.7358 | -1.61703 -0.802293 | -25995.8 -8231.2
55.2654 -77.5301 | 0.871768 2.0457 | 20566.4 1418.48
55.7256 -77.3189 | 2.90948 -2.25307 | -10869 -8004.06
56.1741 -77.1013 | 1.69413 -0.337877 | -7238.69 -1664.32
56.6053 -76.8603 | 7.38833 -0.767921 | 12381.2 14532.4
57.0252 -76.5814 | 4.13956 4.26441 | -8549.98 -14055.6
57.4259 -76.2878 | 0.664449 7.57178 | 4008.48 9177.51
57.8102 -75.9642 | 1.27304 0.85694 | 13061.1 -2788.78
58.1827 -75.6175 | -0.2402 -2.27451 | -11571.2 11468.3
58.5136 -75.2279 | -0.266753 -0.731052 | 16460.2 9156.67
58.8233 -74.8114 | 3.47488 3.83058 | -33723.7 -28703.3
59.0851 -74.3938 | 1.47153 2.09625 | 16720.6 7262.04
59.348 -73.9705 | -2.00775 -1.95192 | -2143.82 -1668.04
59.6058 -73.546 | 3.18271 2.17681 | -6076.12 -9315.88
59.8575 -73.1239 | 1.94537 2.26847 | 11693.3 21483
60.1163 -72.6889 | -3.91941 -2.78958 | -3832.61 -4828.8
60.3785 -72.2607 | 4.18717 3.46435 | -9725.91 -20088.3
60.6473 -71.8541 | -0.388389 6.46726 | 11261.6 5809.25
60.9327 -71.4529 | -4.29539 0.00898241 | -9563.24 2819.98
61.2096 -71.0464 | -2.78907 -0.785885 | 7747.2 1316.66
61.491 -70.6373 | -3.38991 -0.0809252 | 4321.5 11410
61.7694 -70.2172 | 1.98359 -0.116419 | -15588.7 -3735.08
62.0369 -69.7976 | 0.536727 1.10635 | 16203.3 -10474.9
62.3318 -69.3978 | 3.21709 -1.04333 | -9997.33 3124.45
62.6252 -68.9973 | -1.72671 6.62884 | 16206.2 15951.8
62.9292 -68.5877 | -0.0243491 3.40023 | -17964.2 -4576.39
63.2226 -68.1795 | -4.86712 1.84926 | 3918.25 -5681.14
63.5367 -67.7888 | 0.357113 0.176593 | 4632.74 11891.2
63.882 -67.4166 | -1.31286 2.11176 | -3736.85 -16022.8
64.2655 -67.0939 | -0.424228 7.10376 | 18830.4 5473.13
64.6909 -66.8074 | -0.556103 3.89006 | -10409.5 14405.6
65.1271 -66.5382 | 0.109505 5.92971 | -2326.01 -27468.2
65.5835 -66.3251 | 0.753927 4.4868 | 8254.68 17249
66.0506 -66.1166 | 1.29519 0.898005 | -8890.62 2496.96
66.5171 -65.9163 | 2.64542 -1.32244 | -883.619 -4304.14
66.9919 -65.7437 | 0.778981 0.998591 | 856.367 -597.186
67.4773 -65.6068 | -1.53651 4.27754 | -4352.88 -11781.4
67.969 -65.5126 | 1.15502 5.25511 | 4684.08 16924
68.4675 -65.4251 | -1.65322 4.23507 | 12594.9 -9711.4
68.9767 -65.3719 | -0.54953 2.53716 | -21055.7 -7284.84
69.4742 -65.3405 | 6.83828 -4.0092 | -1640.63 8419.67
69.9683 -65.2943 | 1.05733 0.868317 | 6557.74 9275.65
70.4651 -65.2319 | 0.145889 -0.824451 | 72.2392 -11734
70.9624 -65.1869 | -2.19809 7.11406 | -9664.76 -2310.95
71.4532 -65.1472 | -1.77746 1.54113 | -5130.79 -338.595
71.9408 -65.0937 | -2.62968 3.31186 | 25505.5 10190
72.4403 -65.0075 | -0.0336935 2.81228 | -13888 -8419.9
72.9292 -64.902 | -1.40614 0.257839 | 6209.71 2949.89
73.4138 -64.7628 | -2.28351 3.81873 | 7573.47 6616.44
73.8895 -64.5829 | -0.745366 0.927702 | -20166.9 -16342.1
74.3378 -64.3764 | -6.37706 3.28746 | 5395.5 13917.8
74.7648 -64.1159 | -0.26132 -0.220995 | 13927.8 2099.04
75.1777 -63.8181 | -0.00261268 -2.73428 | -6922.99 -5639.6
75.5591 -63.4882 | -2.75056 -0.543033 | -5032.16 6799.61
75.9026 -63.1211 | 9.10958 -0.331473 | -956.102 -18390.3
76.2179 -62.7424 | 3.35294 2.75845 | 4660.05 391.616
76.4941 -62.334 | -1.2948 -3.84055 | -13482 15402
76.7022 -61.8832 | 0.0849174 -1.9175 | 11235.6 -23224.8
76.8794 -61.4278 | -0.1033 0.776709 | -545.429 27654.6
77.0083 -60.9407 | -1.72263 -2.65449 | 2930.07 -12516.2
77.0945 -60.4488 | -0.992506 -0.692588 | -14547.8 12605.4
77.1292 -59.9453 | -4.72348 -2.80379 | 23960.4 -18093.2
77.1643 -59.4507 | -1.21043 -1.77102 | -13063.6 16057.7
77.1538 -58.9478 | 3.98336 0.850265 | 1672.44 -13585.1
77.105 -58.456 | 1.39927 -2.48532 | -1672.43 -9675.86
77.0215 -57.9735 | 1.17268 0.955892 | -4761.84 25911.5
76.9181 -57.4773 | -4.9607 1.02824 | -5955.02 -1860.59
76.816 -56.9797 | 1.40057 -0.322927 | 24491.7 -7399.03
76.7594 -56.4814 | 4.69752 3.95775 | -17029.2 3024
76.7001 -55.98 | -0.423934 2.05556 | 1104.09 11468
76.6565 -55.4702 | 0.783116 -0.572896 | 6839.4 -11061.1
76.6405 -54.9673 | 1.12504 -1.80171 | 432.592 -16857.6
76.6385 -54.476 | 1.54787 3.57994 | -11197.3 10040.6
76.6362 -53.9796 | -2.24248 5.57474 | 10924.4 646.417
76.6643 -53.482 | -2.0633 2.31049 | -14275.9 5140.71
76.7085 -52.9826 | 4.53415 6.10104 | 11487.8 -3180.17
76.8117 -52.4916 | 0.123153 4.92056 | 4074.15 9427.64
76.9709 -52.0082 | -2.35704 2.39576 | -2583.61 1312.25
77.1751 -51.5412 | 2.39119 4.14171 | -343.809 -923.661
77.4269 -51.102 | 4.15348 2.08982 | -4283.21 -29910.8
77.724 -50.7123 | 2.25884 4.92215 | 2647.21 27251.1
78.0462 -50.3259 | 4.40161 1.29025 | 5520.34 238.452
78.397 -49.9622 | 0.635469 0.399695 | -18237.8 -19209.2
78.7614 -49.6353 | 7.66419 6.23079 | 15154.7 11395
79.1527 -49.3247 | 2.40582 4.63749 | -9368.34 7020.23
79.5539 -49.0283 | 3.57697 -1.57852 | 7365.76 -14651
79.9818 -48.7734 | 4.02999 1.75182 | 4887.67 7586.83
80.4216 -48.5294 | -0.419646 5.51164 | -9234.13 276.742
80.8568 -48.2848 | 0.00294357 -2.03131 | 7137.89 3515.12
81.2956 -48.0362 | -4.45963 0.471657 | 9076.85 -6981.81
81.7348 -47.7843 | -2.53048 0.214569 | -18771.1 7755.14
82.1415 -47.4976 | -0.449454 2.43608 | -5454.27 -6133.77
82.5278 -47.1943 | -2.24092 1.50623 | 3576.56 -10170.3
82.9074 -46.8847 | 3.61389 0.256722 | 15987.3 13823.3
83.2755 -46.5424 | -1.6026 -0.345061 | -18261.2 4781.08
83.6014 -46.1649 | -0.779775 0.714697 | 7371.32 -10696.8
83.9167 -45.7806 | 0.442056 -2.83891 | 6900.72 7599.98
84.2208 -45.3791 | -2.64052 -0.0721434 | -4446.62 -3279.04


-52.5522 -38.4187 | 0.0965875 4.89934 | -9926.76 1967.44
-52.168 -38.726 | 0.266533 1.51049 | 5692.36 -801.678
-51.764 -39.0135 | -0.480976 1.68087 | 9291.93 2140.26
-51.3349 -39.2718 | -1.88875 0.583562 | -5116.73 -1758.79
-50.8965 -39.5116 | -1.65456 1.8422 | -2375.56 -3341.53
-50.4489 -39.7345 | -0.868224 2.82872 | 11279.9 3566.38
-49.9812 -39.9293 | -0.65324 0.189048 | 1375.52 -8417.95
-49.5044 -40.1089 | -2.41746 -2.05674 | -8187.63 3436.29
-49.0237 -40.2576 | -1.47289 -0.0562857 | -5713.81 4832.57
-48.5372 -40.3638 | 0.851689 0.497515 | 3818.97 -2697.99
-48.0411 -40.43 | 1.70857 2.58365 | 4509.13 -1550.3
-47.5371 -40.4501 | 2.97349 0.70079 | 2575.38 8526.66
-47.031 -40.413 | 2.61591 2.10524 | 2434.91 -1085.49
-46.5266 -40.3398 | 2.47462 0.401053 | 2480.44 -5057.9
-46.0251 -40.2447 | 2.60239 -3.69722 | -7311.89 -2924.03
-45.5351 -40.1207 | 0.119523 -0.718752 | 137.964 9767.43
-45.0568 -39.9524 | -2.01798 1.70101 | 4938.72 -1972.1
-44.5854 -39.7593 | -1.6297 2.58428 | -4975.9 -575.329
-44.1252 -39.5489 | 0.0479086 4.09319 | -4383 -1227.08
-43.6727 -39.3305 | 2.87795 0.536967 | 3149.53 -7447.88
-43.2189 -39.1143 | 4.56986 -1.70444 | 7166 8947.06
-42.7669 -38.8804 | 1.27889 0.230067 | -6544.28 -925.385
-42.3271 -38.6337 | -0.938813 -1.69256 | -11653.9 -5787.45
-41.8995 -38.3836 | 2.0505 -2.07947 | 2367.73 6080.71
-41.4685 -38.1341 | 1.14297 1.04847 | 9770.06 -142.939
-41.019 -37.908 | -0.00880543 0.675306 | -1187.5 -11402.5
-40.5566 -37.718 | -0.93601 -1.04846 | -8853.12 4045.81
-40.095 -37.5371 | -3.59012 -1.09737 | 4305.79 1352.14
-39.6268 -37.3602 | -2.76912 -1.5959 | 17671.7 9369.73
-39.1445 -37.1814 | -0.486204 -2.14133 | -1921.14 -776.516
-38.6594 -37.0123 | 0.65428 -1.80119 | -10314.6 -12670.8
-38.1779 -36.8627 | 1.62997 2.27325 | -2451.68 11987.5
-37.7002 -36.7034 | 3.22273 1.43635 | 662.409 2485.43
-37.2179 -36.5539 | 4.41942 -1.12394 | 4812.07 -11400.4
-36.7238 -36.4428 | 3.80443 -2.25179 | 1495.14 7747.86
-36.2238 -36.3528 | 1.56154 -3.68615 | -4699.34 -2512.48
-35.7236 -36.2965 | 0.708492 -3.40107 | -10433.3 1723.6
-35.2295 -36.2794 | -1.49029 -1.89182 | -8765.04 -3438.05
-34.7437 -36.3149 | -1.57646 -1.0582 | 1942.03 1063.11
-34.2626 -36.3981 | -0.325933 0.174419 | 8107.73 -3973.23
-33.7851 -36.5242 | 1.62929 2.20253 | -4467.35 3737.91
-33.317 -36.6735 | 3.80463 1.90215 | -317.774 3089.38
-32.8542 -36.8363 | 2.31088 0.246466 | 589.36 -13579.9
-32.3928 -37.0136 | 0.445708 2.02467 | 11797.2 11846.2
-31.9142 -37.1573 | -0.68205 0.247319 | 4114.11 8546.05
-31.4258 -37.2739 | 1.23732 -0.368251 | -8137 -8441.61
-30.9441 -37.4052 | 4.19301 0.978009 | 1461.19 -732.755
-30.4665 -37.5555 | 2.17428 -0.655154 | 6058.72 -6650.86
-29.9905 -37.7274 | -0.556976 0.29227 | 687.049 3035.5
-29.5171 -37.9048 | 0.802185 0.608293 | -10278.7 838.476
-29.0515 -38.0829 | 0.427382 -4.53577 | -1863.3 448.485
-28.5842 -38.2505 | 1.30806 0.541164 | 3630.28 3061.23
-28.1069 -38.3953 | 0.669803 2.34028 | 8669.68 -2330.57
-27.6171 -38.5207 | -0.389974 -3.75551 | 415.5 -2495.79
-27.1212 -38.6276 | -0.512248 -0.705076 | -284.511 3944.1
-26.621 -38.708 | -0.0342998 2.45312 | -1891.18 -1154.79
-26.12 -38.7681 | 1.27448 0.480464 | -7431.3 -863.15
-25.6213 -38.8084 | 1.14312 0.751657 | 7325.9 285.082
-25.116 -38.8239 | 3.67996 2.47322 | 8471.99 -634.485
-24.6042 -38.811 | 6.92006 -1.26023 | -2116.59 7874.59
-24.0952 -38.7627 | 5.76242 1.08518 | -2318.15 -10365.5
-23.5909 -38.7018 | 4.18018 2.2952 | -7177.37 -166.94
-23.0976 -38.611 | 4.41423 -0.0328039 | -6783.82 178.339
-22.6201 -38.4764 | 4.11218 0.465133 | 1461.6 3110.24
-22.1589 -38.2908 | 3.17901 0.451088 | 4088.45 -1905.07
-21.7155 -38.0597 | 3.91599 -1.5013 | 4351.94 3307.75
-21.2973 -37.778 | 5.41957 -3.07513 | 2186.31 5986.66
-20.9147 -37.4452 | 6.52919 -2.50277 | -10155.2 -5387.19
-20.5779 -37.077 | 3.28618 0.278243 | -8238.62 -8381.93
-20.2786 -36.6892 | -0.538559 1.59113 | 2039.15 -2332.18
-19.9951 -36.2909 | 0.584471 3.07868 | 8435.47 3943.96
-19.7146 -35.8845 | 2.44638 1.38715 | -4646.55 -1165.27
-19.4456 -35.4727 | 1.30014 0.271158 | -1367.63 -4358.02
-19.1819 -35.0607 | 0.578098 2.63195 | 624.465 6755.87
-18.9169 -34.6451 | -0.169918 1.48467 | 1140.56 316.411
-18.6381 -34.237 | -0.159468 -1.14848 | 1258.32 1706.81
-18.3356 -33.8438 | 0.746256 -1.11147 | 1010.39 1551.01
-18.0021 -33.4746 | -1.05654 -0.0990799 | 4745.78 -3592.01
-17.6319 -33.1401 | -1.05143 1.76135 | -261.09 4483.21
-17.2362 -32.8327 | -2.46473 2.60845 | -780.851 -2163.97
-16.8184 -32.5567 | -0.195511 0.54254 | 1553.52 1603.52
-16.3812 -32.3089 | 0.402542 -1.91707 | 1899.11 6295.66
-15.9266 -32.0886 | -0.903973 -2.38906 | -3483.13 -9346.46
-15.4567 -31.9163 | 1.88457 -3.38875 | -2690.12 -1296.32
-14.9769 -31.7823 | 3.07467 0.416353 | -432.124 5763.14
-14.4898 -31.6737 | 2.06484 -1.41712 | 5064.74 259.947
-13.9926 -31.5991 | -0.272481 -4.96677 | 1486.53 -1047.27
-13.4901 -31.5653 | -1.32796 -3.71849 | -3979.38 -359.084
-12.9891 -31.5744 | 0.679019 -3.21385 | 307.805 3982.9
-12.4916 -31.6268 | 0.0936479 2.15637 | -2874.66 -8196.12
-12.0052 -31.7382 | -1.03242 4.06735 | 899.006 3490.89
-11.5299 -31.8895 | -1.07106 1.21768 | -1747.33 -2018.02
-11.0686 -32.0744 | -0.57509 1.10394 | -6033.77 10588.8
-10.6216 -32.2754 | -0.661037 1.78362 | -731.875 -636.266
-10.1893 -32.5053 | -2.40707 1.1347 | 4186.09 -9348.52
-9.77072 -32.7708 | 0.399529 0.528438 | 5141.11 1488.66
-9.35807 -33.0519 | 0.67075 -0.292297 | 3322.12 3255.77
-8.95086 -33.3421 | -3.48326 -1.48481 | -5398.71 -2070.5
-8.55898 -33.6496 | -2.06667 -1.01326 | -545.294 -2043.16
-8.17664 -33.9694 | -2.47565 -2.39477 | 2851.42 1150.5


-76.3957 42.8006 | -0.125727 0.0234807 | 7136.61 -2417.66
-75.9037 42.6766 | -0.999569 -2.58099 | 319.481 6803.9
-75.4077 42.5718 | -0.449216 -5.2215 | 3068.54 -3919.79
-74.9114 42.4588 | 0.177132 -3.4417 | -1861.48 -2968.16
-74.4218 42.3231 | 0.852281 -0.539675 | -4076.08 -503.373
-73.9432 42.1613 | 0.900265 0.774639 | -2663.21 -3923.23
-73.4754 41.9741 | 0.986358 3.18333 | -2209.53 3317.67
-73.0137 41.7793 | 0.46244 3.25621 | -1520.16 2789.26
-72.5544 41.5852 | -0.7109 2.26217 | -4179.1 1181.7
-72.097 41.3934 | 1.28562 2.86062 | 7447.28 902.448
-71.6334 41.2044 | 3.5689 1.53445 | 6736.34 -420.648
-71.1679 41.0079 | 2.72268 1.7503 | -5957.8 305.483
-70.7157 40.7892 | 1.80523 2.38079 | 1384.53 -1291.98
-70.2802 40.5377 | 2.63742 1.12173 | -516.295 320.387
-69.8701 40.2476 | 4.4517 0.93627 | -637.223 -1751.74
-69.4949 39.9135 | 3.2378 -1.08104 | -3271.22 -1867.57
-69.1629 39.5384 | 1.0787 0.82016 | -3589.17 6428.56
-68.872 39.1362 | 1.00777 3.08478 | 3986.15 486.807
-68.6159 38.7105 | 0.523576 2.47068 | -1378.24 -2780.76
-68.4014 38.2612 | 0.890837 1.95232 | 833.71 4235.94
-68.2262 37.7976 | 3.19693 -0.861485 | 1499.18 -1004.76
-68.0926 37.3201 | 3.27805 -1.9509 | -1514.93 2138.77
-68.0063 36.8332 | 0.421176 -1.33509 | 1837.2 -1875.97
-67.9659 36.3389 | -0.952862 -0.601677 | -3750.99 -2425.65
-67.9738 35.841 | -1.75515 -0.009459 | 570.921 87.8786
-68.0152 35.3431 | -1.6546 -1.43043 | 2576.17 -9026.71
-68.0775 34.8405 | 2.31748 -2.73409 | -3683.83 -3471.44
-68.1609 34.3372 | 2.36807 -3.5667 | 1922.01 -334.264
-68.2543 33.8353 | -0.0536432 -4.10989 | 856.602 1791.51
-68.3548 33.3366 | 0.343168 -3.39981 | -5612.7 4443.02
-68.462 32.843 | -0.199146 -3.36057 | 3569.02 5983.62
-68.5506 32.3525 | 0.97164 -2.90301 | 4287.11 10935.5
-68.6043 31.8657 | 3.54186 -1.98963 | -2220.77 -1971.34
-68.6204 31.3755 | 1.96282 -1.10784 | 4136.63 -6938.66
-68.5908 30.881 | -0.237382 0.760464 | -2380.71 370.564
-68.5265 30.3895 | 0.0297718 0.515592 | -2813.08 3315.35
-68.4307 29.906 | 0.69232 0.366183 | 1871.05 4934.69
-68.2996 29.4337 | 1.31898 1.09787 | -724.527 -5332.46
-68.1421 28.9654 | -1.77892 -1.19748 | -1679.88 -7660.61
-67.9609 28.4999 | -1.46395 -0.117 | 544.633 -1710.91
-67.7462 28.0461 | 1.04282 0.781414 | 5191.82 -2622.86
-67.4873 27.6113 | 0.687826 -0.614443 | 5632.74 607.676
-67.1871 27.2016 | -0.55817 0.0359612 | -5035.86 1983.05
-66.865 26.8132 | 0.808983 0.615533 | -6361.26 1618.9
-66.5271 26.4439 | -1.26015 -2.09701 | 2035.08 750.422
-66.165 26.0979 | -1.47929 -1.76358 | 6638.02 -1350.9
-65.7777 25.7752 | -0.811972 -0.518525 | -5664.06 3707.99
-65.3804 25.4721 | -1.62254 -0.914685 | -5025.25 -109.666
-64.9793 25.1797 | -1.07344 -1.99077 | 792.23 -2258.62
-64.5704 24.8967 | -1.43107 -0.259644 | -158.61 -14.6194
-64.1512 24.629 | -0.620335 4.26085 | 2639.81 1772.61
-63.7182 24.3813 | -0.436677 3.97711 | 2711.21 -101.076
-63.2748 24.1483 | -1.65061 1.62686 | 2285.59 -1442.32
-62.8268 23.9199 | -0.761483 2.11443 | -2271.38 -1077.61
-62.3822 23.6882 | 0.278374 1.72214 | -6005.71 2242.12
-61.9448 23.4515 | 0.800685 -0.581548 | 2852.96 -945.766
-61.5091 23.2072 | 1.16749 0.337488 | 4066.05 -4016.08
-61.0741 22.9528 | -0.0212613 3.07806 | 3834.99 -431.899
-60.639 22.6922 | 1.13465 4.10593 | -1393.2 -1074.28
-60.2079 22.4252 | 0.240647 2.12585 | -97.0998 792.967
-59.7787 22.1552 | -3.12414 -0.998976 | 8388.3 6904.73
-59.3491 21.8825 | -2.95311 -2.00803 | -6416.45 -2395.12
-58.9459 21.5775 | -0.379272 -0.683665 | -8997.24 -4880.75
-58.5843 21.2284 | 1.57093 1.25054 | 3658.45 1960.97
-58.2534 20.8495 | -0.513495 2.74905 | -1230.53 1351.38
-57.9555 20.4454 | -2.66744 4.65648 | -2058.89 -2236.65
-57.6907 20.0191 | -2.28229 4.26004 | 4661.31 6977.11
-57.4504 19.5818 | -0.245726 4.25426 | -5309.48 2541.02
-57.2497 19.1278 | 1.92559 3.45345 | 1577.3 -9480.62
-57.0871 18.652 | 0.483357 2.18717 | 612.96 -3553.1
-56.957 18.1627 | 0.914463 2.66981 | 1113.49 1450.45
-56.8517 17.6677 | 1.80076 1.89769 | 2160.13 1013.99
-56.7688 17.1696 | 1.58045 1.05195 | -1743.23 3918.28
-56.715 16.6709 | 1.02195 0.572794 | 2142.84 1646.61
-56.6924 16.1722 | -0.970984 1.00907 | 284.772 4769.01
-56.7118 15.6775 | -0.867628 2.24921 | -5314.57 2493.7
-56.7837 15.1892 | -0.0544046 1.069 | -6.13087 -6547.83
-56.8944 14.704 | -2.68357 0.307557 | 4202.32 1296.9
-57.0314 14.2269 | -2.32927 -0.15793 | -1391.77 4554.67
-57.1972 13.7615 | -1.03236 0.111348 | -7501.57 -753.376
-57.3845 13.3018 | 0.26884 1.26858 | 2912.29 -4827.86
-57.5588 12.8345 | -0.535204 0.726568 | 5803.05 -1470.48
-57.701 12.3572 | -0.30298 -0.51929 | -3273.44 7647.05
-57.8144 11.8773 | 0.00463664 -0.467454 | 3003.57 2364.6
-57.8855 11.392 | 1.4912 -0.134377 | -981.868 -2033.68
-57.9135 10.9006 | 1.8172 1.47467 | -1568.55 -3690.21
-57.8977 10.4051 | 2.43713 1.04644 | 2034.17 -4716.68
-57.8338 9.90948 | 3.23803 0.664944 | -1102.22 -168.681
-57.7261 9.42052 | 2.46087 1.09222 | 1126.43 247.662
-57.5747 8.9423 | -0.854348 -0.055592 | 1171.34 -5288.93
