-5.87162 12.0564 | -0.0273435 2.70499 | -780.765 -348.841
-62.5837 47.3779 | -1.08663 -3.34887 | 1248.07 -1973.02
-62.1767 47.0851 | -2.12494 -2.76341 | -12113.8 7645.89
-61.782 46.7919 | -0.86568 0.946757 | -2847.15 -1016.05
-61.3906 46.4976 | 0.0167677 1.66426 | 8953.98 -385.623
-60.9884 46.21 | -0.491554 0.855631 | -690.459 -520.58
-60.5821 45.9268 | -0.422331 0.968577 | 1347.66 -667.031
-60.173 45.6455 | 1.33548 0.656189 | -176.936 924.509
-59.7646 45.3641 | 3.03836 1.66799 | -3948.67 -4089.17
-59.3604 45.0769 | 2.11111 1.35364 | 3121.1 -2910.43
-58.9491 44.7954 | -0.285919 -1.41973 | -887.617 2601.67
-58.5241 44.537 | -1.02471 -2.35582 | 1084.85 1544.2
-58.0811 44.3109 | 2.49419 0.25145 | 2212.71 3669.07
-57.6211 44.1195 | 2.31469 -0.471492 | -218.298 -6367.15
-57.1512 43.9477 | 0.651387 -1.0987 | 5261.24 1448.24
-56.6689 43.8022 | -0.034631 -3.19787 | -292.67 1297.46
-56.1805 43.6793 | -2.19718 -4.60516 | -3721.68 -8604.62
-55.6904 43.5698 | -0.912185 -3.96631 | -1003.29 6325.72
-55.195 43.5 | 1.00809 -2.23044 | -275.252 2730.4
-54.6964 43.4724 | 0.550038 -0.28963 | -2265.53 -4345.58
-54.1987 43.4781 | 0.918373 -0.193169 | -1590.43 85.7151
-53.7035 43.5243 | 0.357407 -1.4988 | 10106.2 -3042.86
-53.2082 43.617 | -2.33001 -0.463587 | 3668.37 9230.93
-52.7261 43.777 | -2.61258 -1.17011 | -6181.15 1434.99
-52.2704 43.9938 | 0.513555 -3.35378 | -5535.79 -3862.28
-51.8402 44.2481 | 1.6734 -1.0965 | -995.895 -1967.47
-51.4283 44.5282 | -0.398952 0.236675 | 2653.53 2401.82
-51.0274 44.8274 | -0.641534 -1.35529 | 1034.04 -1831.68
-50.6325 45.1345 | 1.19637 -0.97595 | -2379.06 -1348.25
-50.2428 45.4453 | -0.826296 0.702545 | 639.684 1858.23
-49.8532 45.7569 | -2.16948 0.859275 | 472.816 -4782.5
-49.4593 46.06 | -0.962493 0.193546 | -1937.21 -1049.49
-49.0649 46.3601 | 0.990159 -1.72537 | 428.453 4101.04
-48.6711 46.6631 | 1.0173 -3.55749 | -1319.47 -1384.18
-48.2759 46.9622 | -0.727559 -2.50414 | -3666.83 1433.61
-47.8767 47.2532 | 0.327808 -0.607397 | -1121.83 -149.976
-47.4626 47.5223 | 1.30264 -0.535867 | 9260.69 -902.605
-47.021 47.756 | -0.359762 -0.177283 | 7680.66 715.374
-46.5576 47.9572 | 0.158667 -0.343767 | -5069.73 -37.1802
-46.0885 48.1358 | 0.0915285 -0.203078 | -9549.23 -472.522
-45.6207 48.2985 | -2.64197 1.68688 | -200.361 2268.55
-45.1472 48.4451 | -3.27588 1.04516 | 7052.56 5938.58
-44.66 48.5672 | -2.73163 1.45602 | 9466.94 -9365
-44.157 48.639 | -0.839501 2.86433 | -1883.25 2247.45
-43.6504 48.6764 | -0.109638 0.848525 | -2607.88 3498.18
-43.1447 48.685 | -0.705582 2.68187 | -3570.91 -7661.4
-42.6424 48.6559 | 0.16563 4.5498 | 232.287 3735.37
-42.1413 48.6098 | 0.118376 1.41595 | 5689.13 3582.84
-41.6381 48.5523 | 1.66451 1.35334 | -2975.76 -4341.65
-41.1398 48.4736 | 2.80314 2.05284 | -7683.11 632.447
-40.6492 48.382 | 1.57397 -1.15751 | 929.819 4478.55
-40.1596 48.2874 | -0.0480873 -3.03245 | 4005.11 2630.41
-39.669 48.1816 | -0.776697 -0.846946 | 8615.24 -5026.39
-39.1795 48.0439 | 0.3099 3.46134 | -1160.3 -4159.11
-38.703 47.8663 | 0.811861 2.65986 | -8350.46 29.451
-38.2463 47.6551 | -0.0288446 1.41489 | -3627.07 -287.395
-37.8027 47.4227 | 0.420553 4.12939 | 1855.51 -2075.83
-37.3587 47.1862 | 1.11367 7.61673 | 9185.85 5575.45
-36.9007 46.9667 | 1.49498 6.60645 | 3011.55 -2238.39
-36.4349 46.7558 | 1.49367 4.09024 | 1177.04 -2990.9
-35.9662 46.5479 | 1.41115 3.30884 | -4988.84 109.279
-35.4987 46.3474 | 2.8788 2.16826 | -10636.6 447.034
-35.0317 46.1639 | 3.24393 1.62491 | 5772.05 6281.53
-34.5498 46.0176 | 2.8433 2.31011 | 8402.55 -2569.04
-34.0536 45.9018 | 1.59893 0.495702 | -5239.31 -4213.09
-33.5544 45.815 | -0.405162 -0.821532 | -6089.88 2870.56
-33.0542 45.7752 | -0.631724 0.383814 | 1085.29 4829.33
-32.5523 45.7925 | 0.738134 -0.426355 | 4648.34 -3313.36
-32.0514 45.8583 | 1.11656 -0.830666 | 1713.81 -65.8459
-31.5602 45.9782 | 0.753589 0.172397 | -9904.79 6569.76
-31.0936 46.159 | 0.738857 -1.70884 | -2214.95 -6263.67
-30.6463 46.3752 | 0.94856 -0.99083 | -140.309 959.662
-30.214 46.621 | 0.68499 -0.559329 | 4542.33 2910.03
-29.7889 46.8873 | 0.9489 -4.06334 | 5210.18 2088.06
-29.3648 47.1625 | -0.711 -2.80841 | -1418.91 -3792.44
-28.942 47.4354 | -0.77349 -1.1001 | -3338.55 -3976.85
-28.5217 47.7045 | 2.14215 -2.03954 | -5946.94 -68.4029
-28.1067 47.9742 | 2.0295 -0.821798 | 1978.56 -3331.03
-27.6899 48.24 | 1.08812 0.771879 | 2307.13 514.665
-27.2741 48.5097 | 3.31338 -0.405507 | -2278.35 896.95
-26.8672 48.7913 | 2.6537 -2.36317 | -2431.68 2677.33
-26.4702 49.087 | 0.371916 -2.9317 | 3925.4 2611.75
-26.073 49.3883 | -0.477476 -0.997006 | 2158.96 -534.401
-25.6702 49.6845 | -1.21453 0.226863 | -937.13 -17.6563
-25.2606 49.9707 | -0.706887 0.988362 | 635.58 -285.451


-48.1213 25.3764 | -3.93562 -0.698268 | -2245.77 -2788.22
-47.8892 24.9329 | -3.35043 -1.28309 | 5030.51 7906.7
-47.6602 24.4918 | -1.72757 -1.93826 | -8143.85 -1761.18
-47.4465 24.0451 | -1.62947 0.511398 | 2039.2 -83.2429
-47.2312 23.599 | -2.40733 -1.32423 | 7287.47 5888.87
-47.0047 23.1589 | -2.12322 -2.07192 | -5713.59 -10520.1
-46.7878 22.7081 | 0.963964 0.329957 | -2915.78 -7101.94
-46.569 22.2532 | 1.92044 0.747886 | 10371.1 2239.02
-46.3171 21.8133 | 0.832262 1.323 | 610.493 5103.98
-46.0384 21.3929 | -0.69234 -1.50321 | -2190.12 2716.81
-45.746 20.9851 | -0.914324 -1.51641 | -4817.69 -6518.06
-45.4491 20.5796 | -1.3099 3.44629 | -3880.89 1112.98
-45.1363 20.1897 | 2.66115 4.22243 | 2544.18 7251.98
-44.7892 19.8345 | 1.66235 1.2411 | -3500.17 -2689.16
-44.4109 19.5144 | -0.200297 0.59279 | 3200.33 3440.25
-43.9952 19.2424 | 3.03268 2.6851 | 7308.13 -3693.15
-43.5474 19.0133 | 0.233833 1.15877 | 218.979 -1897.58
-43.0802 18.823 | -0.956516 -1.68899 | -1487.19 5017.7
-42.6007 18.6716 | 1.53026 -0.0813431 | -1896.28 -7735.85
-42.1154 18.5414 | 1.42406 0.469603 | -2018.18 -4530.5
-41.6234 18.4452 | 0.53028 1.99111 | 1548.12 7399.96
-41.124 18.4159 | -2.49844 0.192017 | -3508.6 1151.31
-40.628 18.4561 | -1.63756 -1.29482 | -3164.26 3654.09
-40.1431 18.5622 | -0.532163 0.585646 | 7610.16 -148.936
-39.6657 18.713 | -0.956101 -1.11645 | -6263.38 -10947.5
-39.2041 18.8914 | 0.732402 0.924691 | -3677.35 8789.11
-38.7622 19.1154 | 2.31479 1.28047 | 12185.3 4333.18
-38.3257 19.3675 | 0.895327 -1.0808 | -624.114 -7831.16
-37.8972 19.6293 | 1.01846 -3.4563 | -6047.64 6906.75
-37.483 19.9099 | -1.51014 1.63457 | -1050.61 -7091
-37.071 20.1875 | 1.11507 2.13507 | 780.371 -2180.09
-36.6564 20.4608 | 2.50073 -1.26132 | -676.619 13134.5
-36.2384 20.7366 | -1.32218 -1.17545 | 5666.55 -11742.2
-35.8001 20.9785 | 0.0854296 0.204978 | 753.57 -700.376
-35.3489 21.1958 | 1.58894 2.12402 | -7659.23 7843.12
-34.8945 21.4017 | 0.143428 2.02893 | 6695.99 -4543.03
-34.4231 21.5746 | 1.27572 -2.15969 | 5077.55 1770.5
-33.9371 21.7157 | 1.6539 -2.50179 | -4516.32 707.721
-33.4447 21.8235 | 1.92308 -0.314214 | 4498.68 -2686.43
-32.9435 21.8912 | 0.235614 -1.73643 | -4660.97 3745
-32.4433 21.923 | -2.51941 -0.330103 | -15529.8 861.806
-31.9534 21.9073 | -1.16073 -0.146017 | 3325.64 -4732.88
-31.468 21.8304 | -0.99536 -0.842574 | 5299.34 -617.932
-30.9885 21.7017 | -0.97114 0.629987 | 6834.54 1199.15
-30.5164 21.5319 | -2.18964 -2.88008 | 792.183 -592.63
-30.0593 21.322 | -4.69755 -4.3668 | -4610.9 -6234.51
-29.6223 21.0735 | -1.16154 -0.137021 | 5932.66 6613.41
-29.1923 20.8125 | 1.56197 -1.19299 | -5560.1 3656.15
-28.7769 20.5379 | 2.91328 -2.90677 | -6403.84 -2889.8
-28.3783 20.2452 | 3.34018 -3.58334 | -287.482 2167.63
-27.9837 19.9497 | 3.76757 -2.52187 | 2853.58 4377.98
-27.5826 19.6615 | 2.18794 -1.9819 | 11743.4 -4791.15
-27.1734 19.3702 | 2.78303 -0.0942835 | -5013.54 -3895.66
-26.7748 19.0665 | 0.941951 -1.57335 | -9942.08 6531.92
-26.3892 18.7592 | 0.599826 -2.29745 | 3640.15 2940.45
-26.0042 18.451 | 1.42258 -0.998481 | 819.009 -8357.92
-25.6215 18.1327 | 2.35105 0.453291 | 3296.21 -1938.23
-25.2317 17.8169 | 1.86491 -1.7306 | 5632.75 -115.395
-24.8268 17.5145 | 1.35372 -1.74651 | 1400.9 1358.55
-24.4098 17.228 | 1.00192 -1.00568 | -2261.55 118.571
-23.9871 16.954 | 2.10874 -0.0295757 | -8762.69 1544.21
-23.5635 16.6926 | 2.18647 3.57067 | 1820.96 2005.17
-23.1289 16.4508 | -0.415685 1.79987 | -850.199 -2332.53
-22.6836 16.2282 | 0.202391 0.0583508 | 4608.28 -2702.73
-22.223 16.0325 | -0.209767 0.57196 | -6488.7 5470.39
-21.7534 15.8769 | -1.85464 -1.04274 | -8187.59 874.027
-21.2779 15.7594 | -2.95809 -0.790294 | 13553.2 -2678.88
-20.7861 15.6777 | -3.08649 -0.761003 | 1136.88 -4836.45
-20.288 15.6309 | -1.90783 -2.91727 | -7662.59 4090.78
-19.7926 15.6348 | -1.84099 -0.0680381 | 2297.75 3122.08
-19.2985 15.6881 | -1.28831 1.78494 | 4457.96 -1681.53
-18.8054 15.7751 | -1.49829 -0.138687 | 5770.98 -5191.28
-18.3148 15.8888 | -2.50651 -1.51983 | -6570.12 -2.04441
-17.8401 16.0438 | -3.01218 0.12294 | -1787.98 4669.52
-17.3858 16.25 | -1.25923 -2.12314 | 5372.3 -3286.61
-16.9498 16.4971 | -0.852764 -0.221874 | -5078.13 7384.97
-16.5432 16.7919 | -0.537115 1.30521 | 7867.06 2347.15
-16.1519 17.1147 | 2.07047 -1.02193 | 1198.38 -7363.31
-15.776 17.4508 | 2.54261 -1.40116 | -12246.4 -1667.9
-15.43 17.8071 | 1.72067 -1.27738 | 693.816 -928.421
-15.1012 18.1769 | -0.165966 1.53219 | 253.885 -6701.78
-14.7828 18.5524 | -3.18544 5.24947 | 596.649 8853.82
-14.4756 18.9444 | -2.20159 3.87416 | 8400.66 8619.97
-14.1668 19.3463 | 1.73783 2.46321 | -5414.4 -428.346
-13.8567 19.7445 | 2.9074 2.57178 | -2113.79 -8080.74
-13.5297 20.1201 | 1.35133 3.14046 | -2726.41 -10225.5
-13.1807 20.4648 | 1.83798 1.66434 | -4483.48 4483.2
-12.8154 20.7907 | 1.82152 0.797542 | 3766.16 1135.83
-12.426 21.091 | 0.872309 0.485997 | -2423.27 -85.2493
-12.0156 21.3617 | -0.691457 0.368619 | 9188.17 -1552.29
-11.5805 21.601 | -1.41455 0.0560297 | -689.009 3637.11
-11.1367 21.8264 | -0.132127 0.657161 | -5135.62 6167.51
-10.6917 22.0453 | 0.199296 2.4768 | -2656.12 -8026.43
-10.2408 22.238 | 1.56658 0.849618 | -11490.7 -4252.85
-9.79004 22.4097 | 1.73033 4.06815 | 6101.03 8986.23
-9.32948 22.5726 | 2.38522 4.50224 | 13454.8 -60.4905
-8.85114 22.7117 | 2.33444 1.80015 | -2267.55 -622.724
-8.36569 22.8267 | 0.283914 1.73342 | 4729.05 2497.76
-7.87196 22.9214 | -0.128193 1.36707 | 1910.74 -234.098
-7.37255 22.9934 | 3.88511 -0.963651 | -4873.15 -1530.75


-15.9722 -94.9226 | -1.81711 -6.93723 | -4555.6 1876.76
-15.532 -94.6944 | 7.95124 1.99987 | -2403.66 -3433.18
-15.082 -94.4958 | 0.583656 4.37242 | -10433.4 -6212.36
-14.624 -94.3378 | -1.05214 1.25105 | 8347.33 3454.45
-14.1488 -94.214 | 0.0864564 3.49556 | 20462.2 -6800.23
-13.6559 -94.1208 | -3.47602 0.602339 | -30840.7 13872.9
-13.1829 -94.0147 | -4.10606 -5.08053 | -4970.99 -685.204
-12.7093 -93.9211 | -2.6193 -1.8472 | 35141 4605.27
-12.2064 -93.8652 | 1.07011 2.7096 | 5050.74 -17421
-11.698 -93.8748 | 2.60282 -0.895362 | -39706.8 23604.8
-11.217 -93.9067 | 1.12622 -4.43895 | 3644.18 -25347
-10.7432 -94.0056 | -0.688333 2.6714 | 16542.6 19186
-10.2606 -94.1088 | 3.35878 4.65563 | -2061.18 -11335.1
-9.7791 -94.2378 | -3.24968 -4.30224 | 31299.2 3173.36
-9.28109 -94.3729 | 0.0597591 6.50889 | -33272.5 10841.7
-8.80552 -94.5232 | 1.08658 -2.13399 | 37220.2 -11071.8
-8.32729 -94.7216 | 0.380703 -3.93021 | -33199.1 -1859.02
-7.90231 -94.9838 | 0.117742 0.0712815 | -15835.2 13122.1
-7.52032 -95.2869 | -2.53361 2.13155 | 33376.8 -27470.7
-7.1424 -95.6338 | -4.05117 -1.20934 | -12761.9 16408.5
-6.78392 -95.9848 | -7.97481 -4.06105 | -5981.24 15685.1
-6.44096 -96.3348 | -1.32661 6.09224 | -11063.3 -16097.4
-6.11879 -96.7082 | 3.37442 4.55234 | 27104.2 -7972.3
-5.76793 -97.0738 | 1.64367 -2.57482 | -24366.1 17243.1
-5.41088 -97.4082 | -3.13548 -0.372273 | 14162.6 14317
-5.02366 -97.7075 | 3.80622 6.14369 | -3525.08 -31895.3
-4.64039 -98.029 | -0.997443 3.37902 | -1850.19 15276.9
-4.24693 -98.329 | -10.2011 0.150375 | -5448.61 -8312.03
-3.84039 -98.6114 | -8.77702 -1.76408 | 18790 15494.3
-3.39747 -98.847 | 5.72504 0.0792881 | -4456.12 -23285.8
-2.94707 -99.0835 | -4.1745 -4.38453 | 12493.3 2252.6
-2.47481 -99.2893 | -1.01073 -5.84066 | -12574.7 16456
-1.99472 -99.45 | -6.55378 -7.01151 | 18839.8 -20900.9
-1.50098 -99.6018 | -1.27798 -10.6812 | -40293.9 19230.3
-1.02393 -99.7106 | 6.03689 2.6617 | 7227.71 -5273.64
-0.539166 -99.7914 | -4.76471 -0.829157 | 9200.71 -17061.6
-0.0424848 -99.8403 | -6.42483 5.05189 | 5949.93 23670
0.458245 -99.7907 | 0.672946 -1.28378 | -989.476 -4016.9
0.945103 -99.6722 | 4.54669 -5.22852 | -22783.9 -9928.9
1.39934 -99.5012 | 3.49891 -3.41975 | 3447.72 19690
1.83592 -99.2763 | 4.67838 0.681768 | 15097.9 -24888.5
2.28389 -99.0681 | 6.90077 -0.308916 | -7282.76 9545.07
2.72395 -98.8414 | 0.901784 -0.373782 | 19048.7 1281.27
3.16848 -98.5987 | 0.0680449 -1.33738 | -11158.1 7669.97
3.59383 -98.3272 | 5.39683 -1.02655 | 3473.21 -202.24
4.01447 -98.0478 | 0.865642 2.76684 | -5802.15 -20997.1
4.43328 -97.7792 | 1.89998 -4.60792 | 16602.6 40747.1
4.85114 -97.4723 | -2.57957 -3.68192 | -12195.7 -22536.2
5.27035 -97.1924 | -6.36199 8.53633 | -12766 -17196.6
5.69614 -96.9493 | -1.22911 -3.15891 | 23939.7 -737.396
6.13718 -96.7122 | -6.41308 2.12722 | -24348.9 28810.4
6.54378 -96.4264 | -2.43216 -1.35037 | -5116.32 -21059.1
6.95137 -96.1596 | 1.24161 6.55624 | 10342.7 -1112.87
7.38051 -95.9177 | 0.601812 2.95897 | 8243.55 16596.7
7.82738 -95.6896 | 3.12447 2.31681 | -13682 -17115.9
8.28542 -95.5119 | 3.77258 -1.09261 | 10711.2 10154.5
8.76262 -95.3688 | -1.67098 8.06652 | -808.002 -16203.2
9.24919 -95.2742 | 1.50898 6.78006 | -12579.9 21679.8
9.73099 -95.1762 | 1.21956 3.11729 | 18984.9 -6489.56
10.2291 -95.1136 | -2.98958 8.91111 | -7469.42 -8411.77
10.7265 -95.091 | 1.37113 -4.8734 | -3772.05 10861.5
11.2211 -95.079 | -8.75652 0.498275 | -3297.4 -1560.63
11.7146 -95.0915 | -5.07416 0.491414 | 18943.6 -1272.4
12.2157 -95.1351 | 2.65292 -3.13563 | -34326.6 -7565.48
12.6942 -95.2112 | -0.191964 3.23965 | 25477.2 12301.9
13.1872 -95.28 | -1.77288 6.02975 | 6601.84 -3942.89
13.6831 -95.3609 | -8.78165 -1.50445 | -26764.6 -6799.82
14.1608 -95.4575 | 3.34616 3.67532 | 11193.4 18656.7
14.6486 -95.5348 | 5.37788 6.56178 | 32160.2 -25337.7
15.1551 -95.6399 | 2.76058 2.84657 | -20762.7 7710.9
15.6512 -95.735 | 0.934049 -0.0421553 | -690.133 22443.7
16.1447 -95.802 | -5.31141 2.61775 | -23457.7 -27616.4
16.6169 -95.9073 | 8.1984 7.69157 | -5892.24 12648.5
17.0872 -95.9942 | 9.15893 -8.59295 | 24889.8 7593.05
17.5768 -96.0549 | 2.84504 -2.08825 | -2391.77 -14345.5
18.0659 -96.1244 | 0.502531 1.2626 | -16863.2 1654.5
18.5473 -96.1807 | 2.07076 -1.87665 | 19441 -68.7258
19.0425 -96.2044 | 7.82417 0.921352 | -3584.03 6537.47
19.5381 -96.1821 | 3.60636 -4.35177 | 6906.57 1888.94
20.0359 -96.1285 | -7.2076 5.07363 | -5840.23 -18530.9
20.5293 -96.0657 | 0.907268 3.42447 | 9208.34 19069.9
21.0209 -95.9436 | -3.38966 -1.04703 | 17107.4 2651.25
21.5094 -95.7809 | -1.88538 -4.19154 | -42661.1 -22752.1
21.9593 -95.5976 | 1.43371 2.75969 | 13765.8 11626.8
22.3953 -95.3639 | -0.61258 1.00695 | 22236.8 7526.52
22.8195 -95.0834 | -4.18979 -0.89425 | -32582.6 -8123.55
23.1929 -94.7643 | -0.361283 -5.51698 | 11628.2 2227.33
23.5539 -94.424 | 3.79118 3.00738 | 7221.95 2260.43
23.9119 -94.0739 | 7.10491 -3.66349 | 2639.88 -9047.16
24.2626 -93.7214 | -2.01541 0.652867 | -9595.23 -2471.57
24.5813 -93.3499 | 2.40059 1.00515 | -6668.82 -16543.1
24.861 -92.959 | 1.85396 5.61446 | 3857.65 41561.1
25.1018 -92.5139 | 3.46347 4.35029 | 30365.9 -4625.33
25.3466 -92.0594 | 3.74331 -1.06259 | -24559.3 -1175.76
25.5381 -91.5861 | 1.22421 -0.153663 | 12779.8 6360.3
25.7031 -91.0987 | 5.77214 6.54931 | -21960.9 -11191.3
25.8205 -90.6106 | -4.3501 2.7144 | 14484.6 -25218.2
25.9412 -90.1371 | -3.43149 2.25593 | -12879.7 30085.1
26.045 -89.6434 | 2.02947 4.38317 | 18181.2 -3441.79
26.178 -89.1534 | 5.57753 1.70265 | -8702.42 -6651.16


19.3146 26.0162 | -1.06078 2.64425 | -4719.71 -2669.64
19.6722 26.359 | -0.909591 -1.70252 | 6295.1 -717.829
20.0255 26.7102 | -2.6499 0.0713378 | -2542.65 1496.64
20.3656 27.0747 | -0.214458 0.798064 | 4917.73 1890.21
20.6957 27.4523 | 5.97018 -0.624517 | -1758.79 1125.42
21.0073 27.8447 | 3.73009 1.30453 | -9407.22 -1480.13
21.2982 28.2479 | -0.54276 3.37717 | 6169.1 3041.93
21.5945 28.6516 | -0.630417 2.49923 | 1730.59 -1916.12
21.9054 29.0442 | -0.892511 0.270017 | -2002.66 1972.03
22.2335 29.4224 | 2.77016 -0.208211 | -239.37 -1972.29
22.5875 29.7732 | 1.87148 2.69726 | -3874 -8585.64
22.9691 30.0845 | -1.71406 3.3086 | 2095.09 2386.91
23.3762 30.3642 | -2.07178 1.85101 | -859.153 3792.69
23.8016 30.6163 | -2.38405 2.2301 | -6956.36 889.665
24.2421 30.8332 | -3.96617 9.26022 | 1304.48 5118.7
24.7068 30.9984 | -2.21941 6.60928 | 15649.6 -7723.74
25.2024 31.081 | -1.95326 0.275148 | 516.775 -831.753
25.707 31.0928 | -1.2583 -0.44032 | -4026.76 2788.14
26.2076 31.0507 | 0.0142173 -1.08409 | -1869.02 3482.09
26.7 30.9608 | 0.00976362 -2.38947 | 322.028 -2890.77
27.1797 30.8163 | -1.0274 -0.374141 | 802.306 -3791.58
27.6429 30.6223 | -2.67514 0.29454 | -1250.7 6278.64
28.0893 30.3971 | -2.82527 1.3595 | -3153.37 -4476.86
28.5163 30.1381 | -1.87581 1.37319 | 2585.03 449.708
28.9333 29.861 | -0.496154 0.707033 | 1433.94 196.136
29.3457 29.5768 | 1.0881 1.37091 | -5890.25 3195.45
29.7542 29.2952 | 0.226071 -1.65591 | -2430.05 1311.6
30.1682 29.0241 | 1.63105 0.0275438 | 12304.1 -4340.67
30.6024 28.7681 | 0.831454 -0.147961 | 8691.58 1352.2
31.0532 28.5303 | 0.420803 -0.988171 | -9441.4 -2198.87
31.5022 28.2991 | 1.05307 -1.20625 | -7611.38 923.668
31.9513 28.081 | 1.54491 -1.32213 | 3813.09 7198.3
32.4123 27.8893 | 3.46585 0.909791 | 3489.26 -4774.8
32.8816 27.7082 | 1.44252 -0.33966 | -1540.5 -9387.49
33.3555 27.5357 | -0.170066 -1.3406 | -1910.62 7787.36
33.8401 27.4054 | -0.409812 3.41185 | 3797.9 7223.17
34.3374 27.3242 | -2.65827 1.25955 | 6523.25 -11101.2
34.843 27.2693 | -3.58976 -0.96092 | -8418.39 3561.89
35.345 27.2595 | -1.90117 -3.1569 | -8887.34 125.573
35.8377 27.302 | -2.56076 -4.37146 | -3617.59 1472.21
36.3194 27.4004 | -3.03678 -3.31631 | 2344.64 2478.38
36.7918 27.5475 | -2.14905 -1.16126 | 12371.6 643.536
37.2618 27.7269 | -0.249025 -1.7643 | -2233.53 -4400.54
37.7206 27.9298 | -1.55893 -1.0483 | -2974.03 -526.101
38.1629 28.1618 | -1.44783 -0.110369 | -981.289 3636.84
38.587 28.4261 | -1.08245 1.33689 | 3856.2 -4048.26
38.9967 28.7113 | -1.70481 2.54265 | -5927.03 -7000.78
39.3798 29.0205 | -1.48374 0.298218 | -8888.34 2627.97
39.7259 29.3657 | 0.766407 -2.27362 | 8882.42 2204.64
40.0528 29.7365 | 2.18872 0.0429882 | 6619.65 1691.6
40.3606 30.1294 | 1.06921 2.58128 | -7960.37 6025.02
40.6363 30.5475 | 0.856502 0.192793 | 8800.67 1902.91
40.9038 30.9764 | -0.240642 -1.31532 | -812.707 -275.987
41.1627 31.4106 | -0.700499 0.362576 | -4651.57 -325.976
41.4157 31.8458 | -1.18869 0.661759 | 5180.25 -6087.73
41.6797 32.2719 | -3.88907 0.224663 | -2793.36 1280.38
41.9465 32.6955 | -3.49513 -2.30544 | -5436.93 2951.32
42.2182 33.1164 | -1.35729 -1.40614 | 13351 -2237.54
42.5187 33.523 | -1.51948 0.145146 | -407.419 6499.34
42.8294 33.9267 | -0.541495 0.205868 | -9768.24 4537.26
43.1429 34.326 | 2.14374 -0.440484 | 5323.63 -11451.6
43.4859 34.6949 | -1.74847 0.863798 | -2336.72 2510.21
43.8534 35.0391 | -1.91574 0.122705 | -1235.11 5850.47
44.2492 35.3527 | -0.874348 -0.229072 | 7803.27 -10908.6
44.6845 35.6082 | -2.72163 1.52764 | -7703.99 4759.33
45.139 35.8197 | -1.9373 1.2251 | -4590.64 -477.864
45.6117 35.9766 | -1.653 1.24306 | 6085.07 -6730.21
46.1052 36.0655 | -1.84592 2.56488 | 7427.53 6287.69
46.6115 36.104 | -4.27212 2.48333 | -601.587 -1770.06
47.119 36.0878 | -7.40077 1.04836 | -5755.79 -7111.87
47.6183 36.0179 | -3.57825 -0.777096 | 1199.66 14395.5
48.1111 35.9235 | -1.09308 0.337532 | -7836.4 -2379.4
48.5851 35.7782 | -0.0038304 3.61796 | -6386.47 -11255.7
49.0345 35.5724 | -0.730359 3.5972 | 6035.7 6950.71
49.4764 35.346 | -2.3747 2.09471 | 6284.5 1055.16
49.9153 35.1066 | -0.0482954 -0.850861 | -2140.48 3377.49
50.3434 34.8519 | 1.36309 0.20114 | -6497.41 -8801.15
50.7546 34.5704 | 1.16338 0.17836 | 9189.58 -2774.61
51.1706 34.2855 | 0.23722 -2.15797 | 3881.6 10854.4
51.5965 34.0183 | 1.05743 -0.904576 | -8979.19 -2301.54
52.0176 33.7498 | 3.49626 1.07379 | 6353.91 -4379.87
52.4435 33.4781 | 2.69082 0.880675 | 6854.33 -7131.59
52.8779 33.2059 | 1.76741 -0.217607 | 1795.14 646.543
53.3218 32.9493 | 3.15172 -0.92399 | -12362.8 8922.89
53.7696 32.7228 | 0.8693 -0.37354 | -6419.38 1729.89
54.2261 32.5273 | -2.13652 -1.06602 | 9927.98 -2853.62
54.7022 32.3658 | -2.89091 -0.282173 | 1145.46 -1335.16
55.1913 32.244 | -2.1455 -0.381222 | -5053.06 4345.75
55.6858 32.1717 | 1.54282 -4.46571 | -5322.04 5790.2
56.1807 32.1441 | 0.412276 -3.48149 | 3016.13 -12618.8
56.6786 32.1338 | -1.37411 -1.49302 | 3240.48 6579.05
57.1787 32.1626 | -1.1021 -0.341502 | 3066.47 -87.8045
57.6786 32.2255 | -1.14344 0.701501 | 2723.35 -7283.55
58.1752 32.3187 | 0.237727 -1.0695 | -1184.03 14433.2
58.6586 32.4683 | -2.00774 -0.100954 | -8390.41 -5601.88
59.1266 32.6445 | -2.48166 2.22837 | 5531.3 -9202.77
59.5907 32.8332 | -1.0195 2.28943 | 3672.98 11068.2
60.0438 33.0587 | -1.00505 2.35972 | 449.382 -5757.79
60.4812 33.3091 | 2.22285 1.24175 | -13763.5 1109.05
60.8894 33.5914 | 4.15969 1.97373 | 6946.29 -227.426


-87.8189 -24.3445 | 3.00242 3.84398 | 7575.31 5802.88
-87.331 -24.2034 | 2.76396 2.83061 | 793.107 -9613.11
-86.8523 -24.0445 | 3.00183 -0.922457 | -24392.5 5525.59
-86.4007 -23.8508 | 1.18768 -0.0536878 | 18226.2 -3544.48
-85.9438 -23.6462 | 1.19917 2.56625 | 9529.85 2218.49
-85.4867 -23.4244 | 2.99094 6.0559 | -9225.31 7735.41
-85.0466 -23.1766 | 1.71017 5.68843 | -5712.01 -11153.5
-84.6143 -22.9294 | -0.797562 2.07986 | 3454.92 661.466
-84.1818 -22.6787 | -1.17183 0.686777 | 6054.84 4646.32
-83.7479 -22.4187 | 1.83581 -2.6619 | -220.385 7647.58
