-12.2356 12.4965 | -2.98181 3.03887 | 4000.18 2205.79
-58.9314 -28.2607 | 0.44512 -0.660457 | 6526.47 -3257.41
-58.4703 -28.4408 | -0.24018 -5.75362 | 15837.4 -4758.22
-57.9989 -28.6248 | 1.46945 -8.18593 | -10711.5 -464.825
-57.5307 -28.8021 | 1.13313 -3.94936 | -2718.31 4584.96
-57.0563 -28.9523 | -1.36779 -4.00285 | 9628.34 1923.45
-56.5678 -29.0695 | -1.73768 -2.74421 | -8991.63 -1658.13
-56.0784 -29.1602 | -1.30247 -2.20843 | 1060.51 3185.85
-55.5836 -29.2208 | 1.59285 -2.19887 | 6368.84 -5319.91
-55.0812 -29.2612 | 3.56532 -1.03006 | 7728.58 -100.712
-54.5718 -29.2719 | 1.28755 -1.72448 | -6601.57 4574.12
-54.0674 -29.2436 | -0.206802 -3.26453 | -6885.07 -5689.51
-53.5705 -29.1842 | -0.716274 -2.44995 | 9253.88 1369.85
-53.0753 -29.08 | -0.107013 0.126475 | -2042.4 9662.32
-52.5942 -28.9189 | 1.67207 -8.71913 | -5548.74 -8298.96


-70.3077 38.8926 | -0.684961 -1.3784 | 1525.62 669.223
-69.8073 38.8446 | 0.189577 1.13862 | 7409.79 -2401.43
-69.3027 38.7842 | 0.12957 3.58375 | 1081.69 -856.489
-68.7984 38.7101 | 0.831123 2.18237 | -134.226 1174.41
-68.2971 38.6224 | 0.727817 0.137791 | -5818.9 2545.91
-67.804 38.5171 | 0.106587 -1.18126 | -4101.18 -3188.3
-67.3209 38.3829 | 0.333978 -3.38871 | 2922.08 1809.2
-66.8445 38.224 | 0.603895 -3.16162 | -1358 3746.52
-66.3804 38.0363 | 1.45846 -0.515991 | 541.096 -2686.56
-65.9363 37.8042 | 1.32405 0.219439 | -1468.15 -2325.01
-65.5218 37.5228 | 2.3295 1.36824 | -1549.14 1596.31
-65.1413 37.1983 | 2.51588 1.82952 | 972.396 -5297.65
-64.7955 36.833 | -0.601306 1.6449 | 891.539 1028.49
-64.4792 36.4414 | -2.64322 0.639424 | 1232.12 3735.9
-64.1887 36.0322 | -1.30636 0.0846082 | 1279.61 2130.51
-63.9286 35.6035 | -1.27036 -1.06611 | -2516.07 -7256.74
-63.7101 35.1476 | -0.0563322 -0.780847 | -351.938 -7230.41
-63.5278 34.6709 | 2.35986 0.897598 | 2486.99 5882.65
-63.3673 34.1888 | 1.64485 1.19997 | 1535.93 479.13
-63.2278 33.7001 | 0.566498 1.77355 | -1570.44 -6073.96
-63.1155 33.2009 | -0.168603 1.70388 | -1430.46 1050.97
-63.0287 32.6981 | -1.16246 -0.477142 | -941.531 7587.16
-62.9625 32.1991 | -0.93278 -1.46332 | -1419.82 10812.6
-62.9129 31.7067 | -0.833939 -1.71338 | 349.584 384.657
-62.8742 31.2148 | -0.0421522 -1.57686 | -807.104 -3554.91
-62.842 30.7204 | -1.14522 -0.464496 | -1269.77 2085.56
-62.808 30.227 | -3.3208 -0.918868 | 2318.08 -1089.47
-62.7591 29.7337 | -3.41223 -1.2201 | 1927.82 -3366.47
-62.6915 29.2392 | -3.70324 -1.0028 | -2283.97 -5811.6
-62.6085 28.7427 | -1.66508 -0.70708 | 634.067 -1541.83
-62.5014 28.2498 | -1.35908 -0.886857 | -2096.53 6592.84
-62.3639 27.7698 | -2.47284 -1.73557 | 25.1897 3374.39
-62.1866 27.3061 | -0.546539 0.0230779 | 985.422 -1108.57
-61.9654 26.8602 | -0.439564 1.51771 | 3330.35 -5787.25
-61.6996 26.4333 | -2.22878 0.624049 | 529.111 -3164.01
-61.3927 26.0322 | -3.26196 0.352584 | -29.72 7003.27
-61.0459 25.6697 | -1.72512 1.11313 | -1837.13 324.013
-60.6689 25.3407 | 0.53746 3.59 | 19.6194 -2914.97
-60.267 25.0415 | 0.697731 5.08915 | -1084.7 4316.63
-59.8439 24.7777 | 0.154806 4.05118 | -3617.93 -964.719
-59.4072 24.5418 | -1.71869 1.78827 | -642.476 -884.734
-58.9572 24.333 | -2.42424 -0.470694 | 3713.3 4122.95
-58.4938 24.1538 | -1.19666 0.183526 | -3847.5 -2412.87
-58.028 23.9866 | -0.253584 0.607873 | -4391.85 -5008.21
-57.5617 23.8249 | -0.0409726 -1.59515 | 5615.87 1544.01
-57.0849 23.6837 | -1.46134 -3.21047 | 4786.44 397.942
-56.5974 23.567 | -1.67124 -2.21275 | 3111.89 -1401.86
-56.1026 23.4719 | 0.979452 0.696825 | -1599.03 3211.92
-55.6055 23.3991 | 1.97607 2.45468 | -3659.49 445.485
-55.1098 23.3375 | 1.38116 0.23426 | -2076.47 -3270.66
-54.6161 23.2759 | 1.67735 -0.14944 | -2153.56 4083.38
-54.1237 23.2168 | 1.9587 1.53605 | 3595.08 -415.576
-53.6303 23.1477 | 1.21578 2.14737 | 840.681 -8551.82
-53.139 23.0565 | 0.568208 3.03259 | -2827.28 7461.16
-52.6501 22.9649 | 1.18829 3.26515 | 2847.22 5871.67
-52.1616 22.8667 | 0.735284 1.6377 | -187.334 -8343.29
-51.6801 22.7323 | -0.382437 1.74742 | 2754.69 274.871
-51.2071 22.5647 | -0.862319 2.36016 | 451.967 2074.42
-50.7477 22.3642 | -1.02426 1.61236 | -5893.99 201.378
-50.3119 22.1246 | -0.526062 1.26034 | -813.902 -517.269
-49.8999 21.8472 | -0.18415 1.98363 | 1560.7 -220.739
-49.5099 21.5375 | -0.266093 3.1823 | 1168.78 -1936.42
-49.1413 21.2004 | -0.673966 2.38952 | 3029.93 3444.6
-48.7913 20.8442 | -0.370814 1.6398 | 775.253 5093.13
-48.4696 20.4652 | -0.50129 1.98462 | -3134.78 -6122.81
-48.1954 20.0486 | -0.854961 1.56701 | -4642.61 -5472.54
-47.9709 19.6004 | -1.17282 -0.130797 | 2542.42 359.445
-47.7726 19.139 | -1.41989 -1.66989 | 1711.3 1833.73
-47.5837 18.6749 | -1.01819 -1.73862 | 1073.35 4604.12
-47.3948 18.2137 | -0.687058 -1.31137 | -2535.32 -1613.23
-47.2046 17.7532 | 0.245518 -2.06211 | 3621.93 826.829
-47.0014 17.2976 | 2.67546 -2.17437 | 3900.42 1446.41
-46.7875 16.8464 | 2.94182 -1.50869 | -2514.77 -1942.86
-46.5796 16.3917 | 1.49322 -0.808707 | 806.827 1475
-46.3835 15.932 | 0.720487 -0.133895 | -1623.33 -5262.65
-46.2086 15.4606 | 1.63066 0.253096 | -3242.88 -4321.97
-46.0533 14.9802 | 2.97004 0.0422281 | 667.482 5390.76
-45.9007 14.5026 | 1.86745 -0.570149 | -2550.84 4096.75
-45.7415 14.0307 | 0.998247 -1.51356 | 3833.45 -2039.06
-45.5603 13.5648 | 0.604329 -1.92756 | 509.065 -3566.92
-45.3554 13.107 | -0.309093 -2.04049 | -3851.02 6805.08
-45.1253 12.6676 | -0.298982 -2.20349 | -738.076 4516.34
-44.8641 12.2503 | 0.458592 -0.887611 | 1584.39 -1975.8
-44.5726 11.8528 | -0.167799 0.150555 | -1453.19 4989.11
-44.2584 11.4769 | -1.81177 -0.820998 | -4847.25 -3696.17
-43.933 11.1117 | -2.42511 -0.104228 | -2334.2 -4150.64
-43.5902 10.7608 | -2.13803 1.08048 | 6417.05 3197.63
-43.2148 10.4414 | -1.19359 0.968666 | 6625.92 -528.032
-42.8132 10.149 | 0.137843 1.25944 | -9296.34 -5446.5
-42.4063 9.86841 | 0.483073 0.386591 | -1367.65 -918.434
-41.9856 9.61005 | -0.30509 0.399162 | 3378.04 -269.57
-41.5419 9.3892 | -0.975059 2.66707 | 1661.5 1392.97
-41.0757 9.21708 | -2.12015 2.4971 | 4664.13 -2587.02
-40.5906 9.09504 | -2.15299 0.771661 | -1804.42 6809.64
-40.096 9.02904 | -0.954109 0.760632 | -844.692 -4475.65
-39.5982 8.99738 | -0.76289 0.0769837 | 1509.77 -780.63
-39.0984 8.99528 | -0.905592 -0.564716 | -1431.69 2482.84
-38.5995 9.02039 | -0.350714 1.19966 | 3824.09 -2172.74
-38.0992 9.06007 | -0.111067 1.75572 | -1302.5 1685.52
-37.6003 9.11089 | -1.00672 5.22427 | -1285.92 -1542.4


-68.1434 -41.4303 | 2.83587 -2.19395 | -2749.96 -8154.29
-67.65 -41.3816 | 3.28726 -1.87089 | -5487.91 12618.2
-67.1698 -41.2662 | 1.87592 1.07044 | 4264.58 -4572.4
-66.6985 -41.11 | 1.29269 1.09425 | 5884.66 -2528.62
-66.2357 -40.9191 | 0.75077 0.473535 | 1657.31 6575.84
-65.789 -40.6846 | -0.859885 3.48649 | 1595.05 1341.78
-65.3584 -40.4177 | -0.866157 4.10414 | -676.519 -788.52
-64.9422 -40.1293 | 0.384074 3.04367 | 3357.57 -4259.5
-64.536 -39.8263 | 0.189172 4.71687 | 914.815 4662.67
-64.148 -39.4974 | -0.670444 3.82041 | -4910.41 1653.38
-63.7853 -39.144 | -1.54742 1.58607 | -4528.3 -6136.01
-63.4427 -38.7789 | -3.12776 2.64388 | -3149.63 896.592
-63.1123 -38.4052 | -2.02648 3.20037 | 1396.47 381.491
-62.7783 -38.0346 | -1.164 3.33076 | 750.885 -5703.9
-62.4309 -37.6808 | -1.80615 2.15991 | -2524.47 -4120.22
-62.072 -37.343 | 0.505626 -1.6387 | 3259.89 2693.98
-61.7029 -37.0116 | 0.852868 -2.0179 | 4488.31 6348.43
-61.3282 -36.6787 | -1.10753 0.422522 | -4222.99 -1189.61
-60.9553 -36.3472 | -0.424854 1.55997e-05 | -4530.42 -1665.56
-60.5815 -36.0206 | -0.0932288 0.27028 | 3762.87 4120.81
-60.1949 -35.7032 | 0.325503 1.56579 | 4525.63 2405.45
-59.7876 -35.4061 | -0.210835 3.57407 | -138.54 -1302.3
-59.3588 -35.1413 | -0.602518 3.06491 | -589.937 -2436.77
-58.9087 -34.9167 | 0.197639 0.143627 | 2125 1173.12
-58.4388 -34.7329 | 0.132984 0.671729 | 566.418 3138.82
-57.9538 -34.5937 | 2.24832 0.493001 | -6784.39 -6143.13
-57.4613 -34.5155 | 3.60815 1.04609 | -3292.78 -444.334
-56.9655 -34.4949 | 2.47713 1.58423 | 4609.77 195.701
-56.4668 -34.5259 | 1.45353 -1.48468 | 3646.37 -2016.46
-55.9695 -34.602 | 0.754339 -1.1581 | 614.278 -3045.67
-55.4766 -34.7097 | 0.497409 1.05276 | -123.323 1559.84
-54.9855 -34.825 | 0.0784031 0.163636 | 2706.32 6560.44
-54.4914 -34.9302 | -0.317006 -0.470309 | 21.0587 1391.28
-53.9975 -35.0335 | 0.177481 -1.43648 | -6178.2 -1078.55
-53.5105 -35.1476 | 0.584649 -2.27385 | -2814.95 -2579.76
-53.0295 -35.2769 | 0.292376 -0.746594 | 291.6 94.991
-52.5509 -35.413 | -0.277814 1.12965 | -3143.65 -1913
-52.0738 -35.5474 | -1.70549 1.17663 | -282.487 3791.52
-51.5919 -35.6619 | -1.26972 2.93484 | 6311.44 1453.36
-51.1002 -35.7535 | 1.34546 6.81245 | 6826.35 -4080.75
-50.6 -35.8295 | 2.13551 5.75259 | -623.214 4196.19
-50.0972 -35.8845 | 1.15282 2.92408 | -5086.91 -3969
-49.5964 -35.929 | -0.324628 3.1444 | 2142.59 -4563.46
-49.093 -35.9567 | -0.0766539 0.561021 | 1740.57 5072.78
-48.588 -35.9429 | 0.54657 -0.844547 | 104.479 958.858
-48.0861 -35.8823 | -0.857185 -0.496745 | 106.949 -203.71
-47.5925 -35.7724 | -1.45457 -3.53887 | 957.299 -87.1976
-47.1139 -35.6085 | -1.49943 -4.81759 | -1224.43 1444.04
-46.661 -35.3847 | -1.57622 -1.53811 | -2955.57 1480.03
-46.2445 -35.101 | -0.0459262 0.149528 | 63.5988 899.744
-45.868 -34.7651 | 1.01569 -0.842707 | 1872.88 324.278
-45.5336 -34.3854 | -0.0748323 -0.152779 | -2673.32 2534.44
-45.2478 -33.9674 | 0.59201 -0.863372 | 459.586 -922.769
-45.0059 -33.523 | 2.09686 -1.42705 | -2825.3 -672.849
-44.806 -33.0599 | 1.23167 -1.13314 | -3002.59 -3286
-44.6382 -32.5877 | 0.498566 -2.25507 | 3922.07 -3755.59
-44.4845 -32.1126 | 1.14133 -3.39873 | 3022.1 2422.9
-44.3443 -31.6317 | 0.262884 -2.56338 | -7091.29 563.316
-44.2271 -31.1461 | -1.79488 0.0777374 | 1416.3 -5881.84
-44.1147 -30.6638 | -2.45408 2.35792 | 3291.31 -5439.14
-43.9981 -30.1863 | -1.03052 2.4358 | -4433.75 2280.86
-43.8852 -29.7072 | 0.00304807 2.16346 | 2957.32 3766.53
-43.7652 -29.2269 | -0.886954 2.26217 | 5129.71 -2727.32
-43.6366 -28.7497 | -1.337 1.30396 | -6408.1 -2820.66
-43.52 -28.2724 | -0.152586 -0.137107 | -67.2362 2458.51
-43.4122 -27.7912 | -0.0157869 -1.01938 | 2740.63 3703.76
-43.3077 -27.3055 | -0.318151 -0.821477 | 1737.9 4485.53
-43.2085 -26.8141 | -2.42465 -0.749601 | -5897.27 5897.56
-43.1199 -26.3164 | -5.68492 -1.18053 | 4441.11 1466.87
-43.0212 -25.8181 | -4.32605 -1.16271 | 1106.23 216.644
-42.9078 -25.3224 | 0.760927 -1.21396 | -4438.58 -1254.18
-42.779 -24.832 | 1.54433 0.10353 | 2312.24 51.5121
-42.6177 -24.3513 | 0.409659 -0.429108 | 6256.89 -2518.38
-42.415 -23.887 | 0.6598 -2.59261 | -6389.39 -1558.91
-42.1867 -23.4377 | 1.66858 -3.00976 | -3659.57 2886.49
-41.9265 -23.0053 | 1.91789 -2.25476 | 9134.56 2724.46
-41.6127 -22.6033 | 0.231102 -0.176596 | 7413.72 194.129
-41.2473 -22.2418 | -0.0633807 0.488275 | -1871.73 -3039.47
-40.8471 -21.922 | -0.155678 0.604569 | -1766.67 -4016.74
-40.4232 -21.6391 | 0.0477438 -0.744627 | -642.496 3010.69
-39.9844 -21.3801 | -0.682539 -3.22391 | -3054.04 -557.536
-39.5354 -21.1446 | -1.50177 -2.67205 | -3109.9 -4498.41
-39.0771 -20.9357 | -0.456929 -1.62647 | 898.913 2969.89
-38.609 -20.7451 | 0.196377 -2.4824 | 7080.42 3444.09
-38.1271 -20.5741 | 0.469421 -2.67693 | 4750.71 360.638
-37.633 -20.4301 | 0.263792 -1.83528 | -4656.3 -4743.45
-37.1342 -20.3207 | 0.598718 -1.80825 | -3721.12 -3751.66
-36.6334 -20.2409 | -0.0983588 -0.402203 | 1245.46 945.704
-36.1308 -20.1752 | -1.61377 -2.05572 | -5715.35 1328.75
-35.6324 -20.113 | -0.732767 -3.67009 | -6281.2 -3954.07
-35.1393 -20.0516 | -0.626607 0.647126 | -1109.8 1626.01
-34.6493 -19.9753 | -0.712521 1.81989 | 5855.1 -3574.04
-34.1602 -19.876 | 0.76313 1.03414 | 697.902 5286.98
-33.6821 -19.7302 | 1.47586 1.2773 | -8117.71 305.406
-33.2266 -19.5363 | 2.0032 0.250252 | 1905.18 -3935.53
-32.7902 -19.3024 | 0.729722 1.12828 | 2373 5705.71
-32.3769 -19.0231 | -0.464785 2.35357 | 1980.71 -471.613
-31.9862 -18.7095 | -0.561946 2.26921 | 4444.17 -728.929
-31.6178 -18.3665 | -1.38416 0.974349 | -2391.42 4619.03
-31.2816 -17.9896 | 1.78982 -1.94849 | -1795.12 -5598.2


-19.758 68.3017 | -1.46658 4.35051 | -1419.02 -3030.87
-19.6098 67.8223 | 2.21574 3.8097 | -304.138 2951.67
-19.4675 67.3438 | 0.553545 2.2881 | 8534.88 8052.17
-19.3206 66.8705 | 1.73042 2.5112 | -8119.15 -6136.79
-19.1971 66.3886 | 4.62125 3.15957 | -5538.17 -1642.12
-19.09 65.9022 | 1.71026 1.7938 | 6410.87 2299.27
-18.9689 65.4194 | -1.33744 1.01633 | -1485.03 -1522.04
-18.83 64.9403 | 0.988662 2.35688 | 6835.51 -1105.96
-18.6627 64.4678 | -0.107867 2.19568 | -3923.56 -3039.92
-18.4811 63.9996 | 0.41902 2.05069 | -3529.93 3083.15
-18.2826 63.5424 | 1.60903 1.65031 | 1257.45 9616.28
-18.0571 63.105 | 2.21028 2.78657 | -6140.47 -2797.39
-17.8122 62.6797 | 3.82259 2.69735 | 1003.43 1478.58
-17.5355 62.2751 | 2.11382 -3.36308 | 631.897 -2646.08
-17.2229 61.8942 | 3.55097 -2.04372 | 5235.28 -5246.89
-16.8708 61.5422 | 4.50854 3.57866 | -1886.88 -1620.61
-16.4849 61.2279 | 1.07978 3.40582 | -5848.58 2519.89
-16.0671 60.9664 | -0.58883 1.32657 | 3538.34 6663.94
-15.6144 60.7712 | -0.388669 0.300387 | 777.257 -6784
-15.1403 60.6248 | -0.447173 0.238789 | 6382.75 -5886.62
-14.648 60.5282 | 0.0769347 -0.365337 | 1561.57 6963.53
-14.147 60.4991 | 1.68383 0.799342 | -9008.66 3346.53
-13.6518 60.5263 | 2.37011 0.220182 | -3919.78 -3564.31
-13.162 60.5835 | 1.79351 0.313171 | 7045.35 -8023.94
-12.6698 60.6566 | -0.524449 0.877064 | 7858.41 6457.71
-12.1777 60.7652 | -1.97064 2.20116 | -1999.25 2656.51
-11.6953 60.9072 | -0.779374 -1.07375 | -10611.8 322.897
-11.2271 61.069 | 0.678639 -2.715 | -4991.92 -4313.49
-10.7633 61.2264 | 1.65357 -0.534625 | 2934.82 -6026.89
-10.2936 61.3659 | 1.82382 -1.78466 | 2472.07 3566.11
-9.82028 61.4996 | 1.06769 0.430569 | -4807.9 -2158.73
-9.34846 61.6279 | 1.00144 5.33789 | 1133.59 711.533
-8.87532 61.7571 | 2.38182 3.20032 | 10185.9 1089.97
-8.39645 61.8921 | 3.0088 1.71919 | 908.87 3906.22
-7.9201 62.0414 | 0.894852 3.42419 | -5804.14 -1222.76
-7.45124 62.2002 | -0.111155 2.10313 | -4568.41 -349.852
-6.98736 62.3639 | 0.239429 3.58859 | 3714.63 1346.22
-6.51957 62.525 | 0.72027 4.06469 | 3780.26 3530.93
-6.04406 62.6742 | 1.37169 0.300517 | 142.416 -3480.07
-5.56031 62.7932 | 0.0955771 0.245529 | -1211.36 -4007.57
-5.0709 62.8781 | -0.911141 -2.2172 | -400.927 1847.35
-4.57893 62.9415 | -0.0393792 -3.59151 | -3189.03 2812.14
-4.08731 62.9898 | 0.098275 -1.20519 | -451.608 -1158.91
-3.59439 63.0183 | -0.863418 -1.95678 | 2932.72 -1066.58
-3.09811 63.0279 | -2.40582 2.26136 | 5554.21 3208.96
-2.59705 63.0255 | -1.75616 5.77172 | 4331.46 -14.4187
-2.09324 63.0057 | 1.43387 4.93068 | -4405.07 947.57
-1.59423 62.9637 | 2.55781 4.09595 | -6080.07 1878.97
-1.10435 62.8925 | 1.78388 5.30503 | -6819.41 -2374.84
-0.627269 62.7815 | 1.48718 4.28642 | -583.83 -1408.68
-0.159084 62.6359 | 1.48906 3.59886 | 10313.6 -2678.17
0.310288 62.4685 | 1.5879 3.7266 | 4866.5 -2802.61
0.781683 62.2936 | 2.18312 4.76952 | -1865.62 9433.1
1.25433 62.1305 | 0.770025 3.65981 | -4517.1 -5134.55
1.72429 61.9654 | -1.80739 0.207365 | 1262.91 -2992.61
2.19834 61.8074 | -1.96963 1.53174 | 7084.68 5504.62
2.68396 61.6755 | -1.41418 1.10769 | -3196.58 -1695.38
3.17323 61.5633 | -0.79479 -1.55619 | -2048.61 -1270.92
3.66592 61.4724 | -0.348558 -0.0950294 | 4521.1 2344.71
4.16563 61.4107 | -1.21265 -0.0365062 | -708.643 -5538.8
4.66722 61.3752 | -2.4267 4.09381 | -6200.53 3991.26
5.16463 61.3856 | -3.00254 2.54046 | -7329.19 4465.48
5.65372 61.4451 | -0.782822 -0.675725 | 3665.99 -5358.41
6.14098 61.5355 | 0.50895 1.50632 | 12797.8 1718.5
6.63049 61.6607 | -0.099394 0.270821 | 2355.41 6117
7.1124 61.8256 | 0.14952 -1.00295 | 281.738 -8826.03
7.58295 62.0158 | 1.40365 -1.36828 | -5309.51 3122.84
8.02969 62.2503 | 1.01073 -1.98847 | -5754.85 8160.49
8.44804 62.5309 | -1.73444 -1.46899 | 6874.42 -7239.38
8.85508 62.8271 | -3.19559 -0.95864 | -7310.86 -8168.53
9.24161 63.1377 | -3.59102 0.857896 | -7859.32 6962.07
9.60311 63.4739 | -3.05746 3.19703 | 5479.75 -2167.85
9.96219 63.8139 | 0.197778 2.36501 | 4109.7 -11574.3
10.3241 64.1475 | 2.20433 -0.580532 | -389.242 8976.8
10.6699 64.5036 | 0.129944 -0.316798 | 789.934 4855.2
10.9934 64.8845 | -0.838772 0.659876 | 1319.5 -1360.31
11.2958 65.2824 | 0.757523 -0.385161 | -4409.21 -156.247
11.5735 65.6948 | 0.133334 -0.923952 | -230.097 -7620.35
11.8362 66.1123 | 3.23586 -3.64699 | 3110.74 5345.61
12.0861 66.5422 | 4.39558 -3.53721 | -2474.57 7328.01
12.3224 66.9846 | 0.282252 -0.231236 | 1496.19 -1062.78
12.5628 67.4251 | -1.71143 0.900998 | 4126.42 -3216.02
12.8193 67.8545 | -2.65748 0.559405 | -9924.22 -5135.68
13.0839 68.2703 | -2.34263 1.1432 | -4313.78 -1678.04
13.3718 68.6658 | 0.665401 0.264218 | 10416.6 -2349.54
13.704 69.0284 | 0.333209 -0.227961 | -1408.99 1817.55
14.0628 69.3655 | -0.343366 0.809471 | -11565.9 4531.27
14.4351 69.6811 | 0.887051 2.0566 | 1614.55 -6346.68
14.839 69.9518 | -0.312452 3.36378 | 6056.57 2116.77
15.275 70.1783 | -2.59458 2.93794 | 5026.73 8010.7
15.7343 70.368 | -3.09465 4.94613 | -4386.16 -8356.42
16.2063 70.5093 | -0.401493 3.34142 | -4116.72 -299.789
16.6827 70.622 | -0.0551279 1.5025 | -1767.89 11936.9
17.1612 70.727 | -2.15299 4.28574 | 2647.76 -3355.94
17.6473 70.7985 | -1.53326 3.54157 | 179.562 -1663.43
18.1383 70.828 | -0.522402 0.404623 | 2769.24 5678.73
18.6329 70.8175 | -0.782458 0.225305 | 7882.96 -6141.28
19.1289 70.7492 | -1.36128 1.69867 | 291.993 -3398.3
19.6165 70.6303 | -2.4287 -1.63921 | -6559.93 4105.77
20.0908 70.4809 | -1.76054 -3.30678 | 4189.27 437.194


62.9657 -61.7812 | 5.32923 0.872332 | 1921.47 674.994
63.0295 -61.2828 | 4.78975 0.107979 | -4241.13 12353.1
63.0721 -60.776 | 3.66118 2.42586 | 5839.74 -15671.5
63.11 -60.2795 | -1.46778 0.548292 | -786.677 -13171.1
63.1335 -59.7909 | -0.049943 -0.134793 | -6810.49 18256.6
63.1341 -59.2911 | 4.79547 3.45852 | 5658.06 -149.468
63.1328 -58.7904 | 3.48353 1.76303 | 3714.96 -6880.37
63.128 -58.295 | -1.99147 -3.21626 | -12940.8 -6532.88
63.1028 -57.8041 | 2.29935 -2.50343 | -131.67 10256.9
63.0939 -57.3061 | 5.72445 0.280731 | 6850.77 3445.75
63.1369 -56.8075 | 2.90581 3.36231 | 4444.21 -8458.13
63.2388 -56.3212 | 1.0658 -1.18208 | 688.532 6512.52
63.3856 -55.841 | -0.582999 -1.50775 | -1129.53 10528.1
63.5656 -55.3645 | 1.98369 2.49247 | 203.089 -1359.61
63.7813 -54.9051 | 1.90019 0.823896 | -571.991 -19653.5
64.0319 -54.4779 | -2.8233 -1.41037 | -6591.91 -475.621
64.2962 -54.0618 | -0.417683 -1.81486 | 7783.79 19537.6
64.5762 -53.6395 | -0.429172 1.53778 | -1660.03 4190.16
64.8726 -53.2259 | -2.69087 0.581697 | -3189.67 -18068.6
65.1952 -52.8462 | -1.72707 -0.540999 | -4881.58 4559.3
65.5401 -52.4881 | -5.45808 -0.593939 | 3226.01 8085.95
65.9199 -52.1602 | -1.38884 -3.08278 | 9375.52 -15726.8
66.3442 -51.8924 | 2.20667 1.08224 | -1275.2 8173.4
66.787 -51.6504 | -0.628362 2.19475 | -4059.53 5012.31
67.2397 -51.4252 | -2.29305 2.61161 | 21109.1 -10264.6
67.714 -51.2263 | 0.0453304 -3.29943 | -16073.3 7245.08
68.1716 -51.0085 | -0.407049 4.01199 | -9279.36 7148.57
68.611 -50.7645 | 1.48115 5.90135 | 7909.16 -15096.1
69.0518 -50.5229 | 0.602469 1.51988 | -322.607 11157.2
69.4809 -50.2524 | -1.94639 4.08302 | 9316.86 8050.59
69.9018 -49.9556 | 1.83546 4.40182 | -8957.34 -11280.5
70.304 -49.649 | -2.00853 3.16799 | -12562.8 -1414.28
70.6821 -49.3251 | -2.78997 0.905969 | 11327.1 671.179
71.0563 -48.9901 | 2.84638 2.52454 | -8730.91 2401.73
71.4143 -48.6417 | 5.63441 -1.74875 | 1920.58 -3954.54
71.7715 -48.2947 | -0.482364 -0.72592 | 2937.48 -2491.49
72.1318 -47.9519 | -4.54609 0.452721 | 3216.03 -9070.16
72.4866 -47.6076 | -1.01568 -1.43263 | -10711.6 6425.34
72.8038 -47.231 | -1.35654 0.908729 | -3083.25 5963.67
73.0893 -46.8267 | -0.501417 -0.351595 | 15598.6 -4977.62
73.3711 -46.4145 | -0.10732 1.61126 | -1750.48 8023.27
73.6256 -45.9798 | 1.78473 1.50298 | -14.8843 -3739.77
73.845 -45.5274 | 1.49673 2.40539 | -1524.96 8693.96
74.0192 -45.0515 | 2.312 0.843177 | 3452.91 -7191.53
74.1496 -44.5667 | 0.337267 2.09118 | -1482.22 -10085
74.2182 -44.0777 | -4.7187 4.17535 | -7432.32 2395.3
74.2079 -43.5835 | -3.43977 -0.0866013 | -439.185 4822.44
74.1359 -43.09 | -3.87329 0.441934 | 4166.37 2552.02
74.0224 -42.6019 | -1.33572 1.00293 | -4512.11 -265.56
73.8699 -42.1229 | 0.180646 2.08724 | -504.52 3189.1
73.6971 -41.6486 | -1.29912 -1.40191 | 3353.62 -1685.37
73.5211 -41.1772 | -0.72804 -1.01191 | 3486.31 372.775
73.348 -40.7055 | 0.142343 5.96059 | -7105.15 -2527.29
73.1712 -40.2344 | -2.47538 1.34604 | 5672.5 7384.67
73.0114 -39.7524 | -0.72288 -2.54804 | -3334.44 8136.33
72.8617 -39.2594 | 0.575837 -2.17022 | 2584.34 5896.15
72.7207 -38.7603 | -2.03098 -0.0046253 | -9159.61 -11579
72.5741 -38.2694 | -0.0295646 -0.23901 | 4229.7 -8121.13
72.4501 -37.7798 | -0.595263 -0.208982 | 12076.7 2857.38
72.3693 -37.2816 | -1.89711 0.274101 | -12822.7 2936.26
72.3059 -36.7774 | -2.95086 -1.37974 | 7204.92 2808.34
72.2841 -36.2684 | -0.852055 0.455594 | 7355.08 -7437.64
72.301 -35.7625 | -1.21622 -0.674787 | -12823.4 12748.9
72.3265 -35.2495 | 0.787086 -3.25286 | 4448.56 -1289.31
72.3833 -34.7404 | 1.17432 0.24168 | -5793.67 -16507.1
72.4768 -34.2482 | 2.40287 1.51986 | 9169.69 7468.09
72.6303 -33.7671 | 2.47578 -0.103103 | 3128.79 -6234.72
72.8346 -33.3075 | 1.83051 0.137778 | -4565.21 4089.44
73.0667 -32.8601 | 0.717854 1.4456 | -3782.94 2046.78
73.3245 -32.4268 | 1.99809 1.38788 | 6915.03 -5027.96
73.6211 -32.0177 | -6.02148 5.22451 | 8501.67 7699.32
73.9457 -31.62 | -3.00077 3.25646 | -9853.27 10351.7
74.2757 -31.2253 | 1.92816 2.09484 | -5022.84 -7826.78
74.63 -30.8626 | -0.20428 3.23066 | 10200.1 -21055.3
75.0268 -30.5558 | -0.474008 0.145424 | -9301.93 9984.18
75.4304 -30.2594 | -1.14386 0.134339 | 1347.05 6600.22
75.8416 -29.9681 | -1.1928 -0.797145 | 5034.94 -3920.15
76.2661 -29.6955 | 0.707803 -1.04472 | -4912.34 -6584.43
